Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Torres, Rauvardo",Southwestern,Jackson St.,Jr,P,,,30.1,135,14.81,6.67,8.14,0.313,0.356,0.374,0.315,25.93,17.78,3.01
"Toth, Austin",Southwestern,Ark. Pine Bluff,Jr,UT,,,1,3,0,0,0,0,0,0,0,100,0,3.15
"Tovsky, Andrew",Colonial,Elon,So,P,,,0.1,1,100,0,100,0,0,0,0,0,0,-16.85
"Towns, Parker",Missouri Valley,Dallas Baptist,Jr,P,2018,1108,21.1,83,21.69,7.23,14.46,0.197,0.265,0.368,0.276,15.66,36.14,4.28
"Townsend-Chase, Jimmy",Mid American,Western Mich.,Sr,P,,,31,140,25,12.14,12.86,0.209,0.343,0.296,0.297,15,25,3.63
"Townsend, Christian",ASUN,FGCU,Sr,P,,,5,26,11.54,15.38,-3.84,0.286,0.423,0.333,0.351,26.92,19.23,4.95
"Townsend, Cole",Sun Belt,Little Rock,Sr,P,,,29,125,22.4,8,14.4,0.225,0.296,0.351,0.284,24.8,21.6,3.8
"Townsend, Colin",Atlantic 10,Saint Louis,Fr,P,,,7,41,19.51,14.63,4.88,0.333,0.415,0.4,0.35,17.07,12.2,3.86
"Townsend, Grant",Summit League,Oral Roberts,Jr,P,2018,1016,27.1,107,32.71,7.48,25.23,0.152,0.243,0.217,0.214,13.08,27.1,2.37
"Townsend, Michael",Pac 12,UCLA,Fr,P,,,4,20,20,5,15,0.278,0.35,0.611,0.404,30,15,9.15
"Trabacchi, Nick",American East,UMBC,Fr,P,,,12.1,68,11.76,10.29,1.47,0.377,0.441,0.656,0.462,19.12,25,7.86
"Trace, Austin",Horizon,Youngstown St.,Fr,C,,,0.1,4,25,25,0,0.5,0.5,2,0.676,0,0,143.15
"Trautner, Alex",Big West,UC Davis,Jr,P,,,3.2,14,0,14.29,-14.29,0.231,0.357,0.308,0.313,28.57,42.86,5.02
"Trautwein, Wyatt",Horizon,Ill.-Chicago,Sr,P,,,22.2,87,18.39,8.05,10.34,0.171,0.253,0.237,0.225,40.23,13.79,3.51
"Tremblay, Derek",Southern,VMI,So,P,,,21.2,98,13.27,5.1,8.17,0.302,0.388,0.372,0.342,36.73,11.22,4.23
"Tressler, Ethan",Big South,UNC Asheville,Fr,P,,,6.2,44,25,18.18,6.82,0.31,0.455,0.655,0.439,11.36,9.09,9.11
"Treu, Hudson",Big 12,Kansas State,Sr,P,,,23,111,11.71,6.31,5.4,0.295,0.342,0.495,0.348,26.13,22.52,5.02
"Treuel, Will",Northeast,Bryant,Fr,P,,,2.1,13,15.38,30.77,-15.39,0.222,0.462,0.222,0.348,7.69,30.77,6.96
"Treyes, Corey",Mid-Eastern,Coppin St.,So,P,,,25,111,19.82,10.81,9.01,0.223,0.315,0.277,0.271,13.51,32.43,3.59
"Triantos, Thomas",Big West,Cal Poly,So,P,,,23.1,103,13.59,10.68,2.91,0.244,0.32,0.337,0.288,22.33,27.18,4.06
"Tribucher, William",Big 10,Michigan,Jr,P,,,27,121,23.97,13.22,10.75,0.206,0.331,0.309,0.291,25.62,14.05,4.18
"Trichel, Cole",Sun Belt,La.-Monroe,So,P,,,9.2,46,13.04,19.57,-6.53,0.219,0.457,0.313,0.372,26.09,15.22,7.82
"Triebold, Tucker",Big 10,Penn State,So,P,,,2.2,16,6.25,0,6.25,0.429,0.375,0.786,0.446,12.5,31.25,8.15
"Trimble, Sean",Sun Belt,South Ala.,Jr,P,,,1.2,9,11.11,11.11,0,0.375,0.444,0.875,0.536,33.33,11.11,14.81
"Triplett, Jeremiah",Southern,UNCG,So,P,,,9.1,46,21.74,13.04,8.7,0.308,0.413,0.718,0.466,21.74,15.22,10.4
"Tripp, Christian",Mountain West,New Mexico,Jr,P,2018,380,17,71,29.58,9.86,19.72,0.238,0.31,0.302,0.275,21.13,16.9,2.68
"Tripp, Dayton",ASUN,Lipscomb,Sr,P,,,18.1,93,16.13,8.6,7.53,0.333,0.409,0.474,0.38,15.05,24.73,4.91
"Tritch, Blake",Summit League,North Dakota St.,So,P,,,9.1,47,12.77,14.89,-2.12,0.282,0.404,0.308,0.331,10.64,36.17,4.47
"Troutt, Riley",Big 12,West Virginia,So,P,,,3.1,17,11.76,11.76,0,0.313,0.412,0.438,0.382,11.76,41.18,3.79
"Trower, Grant",Western Athletic,Chicago St.,Sr,P,,,33.2,184,8.15,14.13,-5.98,0.362,0.44,0.497,0.399,20.65,22.83,5.47
"Trower, Grayson",Mid-Eastern,UMES,Sr,OF,,,1,7,14.29,42.86,-28.57,0,0.571,0,0.399,14.29,14.29,13.15
"Troye, Chris",Big West,UC Santa Barbara,Fr,C,,,14.1,61,27.87,14.75,13.12,0.167,0.295,0.188,0.235,9.84,27.87,2.86
"Truso, Austin",Summit League,North Dakota St.,Jr,P,,,2,14,21.43,21.43,0,0.333,0.5,0.444,0.414,7.14,14.29,6.15
"Tucker, Bryce",AAC,UCF,Jr,P,2018,406,15.2,71,23.94,11.27,12.67,0.218,0.366,0.327,0.319,12.68,23.94,4.53
"Tully, Scott",ACC,Notre Dame,Sr,P,,,55,225,13.78,10.22,3.56,0.224,0.311,0.357,0.295,15.56,38.22,4.62
"Tuohy, Alec",Big 10,Maryland,Sr,P,,,8.1,46,15.22,8.7,6.52,0.41,0.457,0.538,0.421,13.04,21.74,3.27
"Turcotte, Sam",American East,Stony Brook,So,P,,,14.2,61,26.23,8.2,18.03,0.17,0.279,0.226,0.24,21.31,24.59,2.58
"Turelli, Paul",Missouri Valley,Illinois St.,Fr,P,,,2,10,20,10,10,0.333,0.4,0.444,0.369,30,10,2.65
"Turley, Cameron",ACC,Georgia Tech,Fr,C,,,1,3,33.33,0,33.33,0,0,0,0,33.33,33.33,1.15
"Turley, JT",Big East,Butler,Fr,P,,,1.1,6,50,16.67,33.33,0,0.167,0,0.115,0,16.67,0.42
"Turner, Jordan",Mid-Eastern,UMES,Jr,P,,,10,60,8.33,13.33,-5,0.341,0.483,0.545,0.439,11.67,28.33,8.95
"Turner, Timothy",Atlantic 10,George Mason,Sr,OF,,,12.2,65,7.69,10.77,-3.08,0.358,0.415,0.509,0.387,21.54,23.08,5.36
"Turski, Taylor",Big 12,Kansas,Sr,P,,,57,260,23.85,9.62,14.23,0.292,0.358,0.528,0.374,18.08,21.54,4.11
"Tuttle, Bradley",Mid-Eastern,Coppin St.,Fr,P,,,19.2,105,12.38,22.86,-10.48,0.286,0.438,0.429,0.381,13.33,26.67,6.9
"Tuttle, Brenden",Patriot,Bucknell,Fr,P,,,9.1,41,29.27,9.76,19.51,0.2,0.317,0.343,0.297,19.51,19.51,2.49
"Tweedt, Sam",Pac 12,Oregon St.,Jr,P,,,4.1,20,5,25,-20,0.267,0.45,0.467,0.405,25,25,9.49
"Tweedy, Sean",Conference USA,Southern Miss,So,P,,,5,25,12,20,-8,0.211,0.36,0.211,0.279,16,32,4.95
"Twitchell, Ryan",Atlantic 10,Rhode Island,Fr,P,,,7.2,45,8.89,11.11,-2.22,0.389,0.489,0.444,0.414,4.44,35.56,5.37
"Tworek, Justin",ASUN,North Florida,Jr,P,,,4.1,23,21.74,4.35,17.39,0.409,0.435,0.5,0.405,21.74,13.04,1.44
"Tyler, Cody",Missouri Valley,Wichita St.,Sr,P,2018,951,20,80,26.25,2.5,23.75,0.256,0.275,0.372,0.278,22.5,23.75,2.65
"Tyler, Kyle",Big 12,Oklahoma,Jr,P,2018,601,42,170,32.35,6.47,25.88,0.229,0.288,0.333,0.274,15.29,21.76,2.77
"Tyner, Jackson",Conference USA,Rice,Jr,P,,,1.1,11,9.09,18.18,-9.09,0.5,0.545,0.5,0.445,9.09,18.18,6.78
"Tyranski, Mitchell",Big 10,Michigan State,So,P,,,26,109,33.03,6.42,26.61,0.208,0.266,0.344,0.263,18.35,18.35,2.92
"Tyson, Wyatt",Big South,Campbell,So,P,,,12,61,27.87,18.03,9.84,0.239,0.393,0.37,0.341,16.39,13.11,3.56
"Udall, Hayden",Western Athletic,Grand Canyon,Fr,P,,,8.2,42,7.14,14.29,-7.15,0.343,0.452,0.486,0.411,35.71,11.9,6.56
"Udell, Connor",Ivy League,Princeton,Fr,P,,,7.2,40,17.5,10,7.5,0.371,0.45,0.629,0.455,17.5,20,5.09
"Uecker, Zac",Southwestern,Mississippi Val.,So,P,,,50.1,266,10.15,18.05,-7.9,0.32,0.451,0.398,0.38,20.68,21.8,5.3
"Ueckert, Cayne",Southland,McNeese,Jr,P,,,41,184,20.11,14.13,5.98,0.222,0.375,0.292,0.313,24.46,16.3,4.37
"Ulane, Jonah",Big 12,Kansas,Fr,P,,,18.1,91,31.87,12.09,19.78,0.289,0.407,0.592,0.422,10.99,16.48,6.02
"Urbon, Seth",Ivy League,Cornell,So,P,,,38.1,176,15.91,5.11,10.8,0.325,0.369,0.531,0.38,23.3,22.16,4.41
"Uselman, Clayton",Horizon,Milwaukee,Sr,P,,,1.2,10,30,10,20,0.444,0.5,0.556,0.457,0,20,0.65
"Uskali, Neil",Big West,Hawaii,Sr,P,,,34.2,159,13.84,6.92,6.92,0.287,0.333,0.375,0.305,28.93,18.24,3.47
"Vaccacio, Andrew",Sun Belt,Appalachian St.,Jr,P,,,53.1,241,21.16,10.79,10.37,0.261,0.357,0.389,0.329,19.09,21.99,4.56
"Vail, Tommy",ACC,Notre Dame,Fr,P,,,17.1,84,23.81,17.86,5.95,0.239,0.369,0.358,0.326,10.71,26.19,4.96
"Vainer, Davis",SEC,Alabama,So,P,,,25,102,29.41,11.76,17.65,0.191,0.284,0.27,0.253,22.55,18.63,3.23
"Vaka, Matt",ASUN,North Florida,Sr,P,,,31.1,128,13.28,3.91,9.37,0.231,0.266,0.282,0.241,32.81,24.22,3.15
"Valdez, Ethan",Southland,Nicholls St.,Jr,INF,,,1,3,66.67,0,66.67,0,0,0,0,0,33.33,-0.85
"Valentine, Trent",Northeast,Fairleigh Dickinson,Fr,P,,,29,150,20,10,10,0.357,0.44,0.563,0.425,19.33,14.67,5.49
"Van Beusekom, Will",Metro Atlantic,Marist,So,P,,,8.2,42,33.33,21.43,11.9,0.194,0.381,0.387,0.345,9.52,16.67,6.56
"Van Der Weide, Trey",ASUN,USC Upstate,Jr,P,,,31.2,148,17.57,11.49,6.08,0.288,0.365,0.472,0.355,27.7,14.86,4.88
"Van Eyk, C.J.",ACC,Florida St,Fr,P,2020,,36,154,26.62,12.34,14.28,0.225,0.344,0.38,0.322,19.48,18.83,3.95
"Van Gytenbeek, Carter",Patriot,Army,So,P,,,21.1,94,14.89,12.77,2.12,0.247,0.351,0.407,0.334,23.4,26.6,4.9
"Van Hoorebeke, Cameron",Patriot,Lehigh,Fr,P,,,3,15,20,6.67,13.33,0.25,0.333,0.417,0.316,13.33,26.67,3.15
"Van Hoose, Connor",Patriot,Bucknell,Sr,P,2018,247,48.1,193,38.86,6.22,32.64,0.187,0.254,0.246,0.226,12.95,20.21,1.36
"Van Leeuwen, Ryan",Big 12,Oklahoma State,Jr,P,,,5.2,22,9.09,13.64,-4.55,0.222,0.364,0.444,0.355,36.36,18.18,7.19
"Van Scoyoc, Spencer",Pac 12,Arizona St.,So,P,,,18,93,13.98,17.2,-3.22,0.306,0.441,0.472,0.397,24.73,15.05,5.59
"Vance, Jake",Big 10,Ohio State,So,P,,,21,102,23.53,7.84,15.69,0.286,0.402,0.417,0.365,15.69,19.61,5.15
"Vancena, Jayce",Big 10,Michigan,Sr,P,2018,915,20.1,104,15.38,7.69,7.69,0.318,0.394,0.432,0.36,18.27,24.04,4.14
"VanCleave, Conner",Big 12,Kansas,Fr,P,,,18.2,91,12.09,12.09,0,0.329,0.407,0.526,0.393,23.08,20.88,5.34
"Vander Kooi, Boyd",Pac 12,Arizona St.,Fr,P,,,23.1,106,21.7,11.32,10.38,0.256,0.358,0.356,0.321,21.7,19.81,4.23
"Vanderford, Tei",Big West,CSUN,Sr,P,,,34.2,153,16.34,7.19,9.15,0.276,0.32,0.425,0.314,23.53,23.53,3.5
"Vanek, Matt",Horizon,Milwaukee,So,P,,,12,54,22.22,12.96,9.26,0.227,0.352,0.25,0.286,20.37,20.37,3.4
"Vanheyningen, Jamil",Big South,Campbell,Fr,P,,,11.2,53,18.87,20.75,-1.88,0.2,0.377,0.225,0.296,11.32,30.19,4.58
"VanLanen, Luke",Horizon,Valparaiso,Sr,P,,,18.1,87,14.94,16.09,-1.15,0.232,0.379,0.275,0.31,20.69,25.29,4.53
"Vann, Christiann",Southern,Mercer,Sr,P,,,46.2,209,22.97,14.35,8.62,0.241,0.359,0.341,0.316,27.75,11,4.4
"VanScoter, Reid",American East,Binghamton,Fr,P,,,22.1,93,18.28,4.3,13.98,0.299,0.323,0.356,0.294,33.33,13.98,2.15
"Varela, C.J.",Big 12,Oklahoma State,So,P,,,24.1,114,14.91,14.04,0.87,0.263,0.368,0.368,0.329,16.67,29.82,4.93
"Varga, Carter",Southern,Mercer,Sr,P,,,6.2,37,32.43,10.81,21.62,0.364,0.459,0.455,0.408,8.11,16.22,1.7
"Vargas, Chris",Big West,UC Irvine,Sr,P,,,8.1,33,18.18,12.12,6.06,0.074,0.212,0.111,0.17,33.33,24.24,3.52
"Varnell, Taylor",Summit League,Oral Roberts,Sr,P,2018,858,42.1,185,22.7,10.27,12.43,0.25,0.341,0.34,0.304,17.3,23.24,3.79
"Vasquez, Brennan",Ivy League,Brown,Fr,C,,,11.2,53,16.98,3.77,13.21,0.25,0.34,0.432,0.333,20.75,24.53,5.74
"Vasquez, Daniel",SEC,Tennessee,Jr,P,,,2.2,13,7.69,23.08,-15.39,0.2,0.385,0.5,0.382,30.77,23.08,12.24
"Vasquez, Daniel",Southwestern,Texas Southern,So,P,,,11.2,58,6.9,8.62,-1.72,0.313,0.379,0.438,0.351,24.14,25.86,6.63
"Vasquez, Jose",Southland,Northwestern St.,Jr,P,,,23,108,16.67,6.48,10.19,0.298,0.361,0.394,0.33,24.07,20.37,3.58
"Vassar, Brad",Sun Belt,UT Arlington,Sr,P,,,41.2,188,14.36,8.51,5.85,0.269,0.324,0.437,0.325,18.09,32.45,4.89
"Vassar, Cam",Colonial,James Madison,So,P,,,0.1,3,0,33.33,-33.33,0.5,0.667,2,0.902,33.33,0,163.15
"Vasturia, Mike",Big 10,Maryland,Fr,P,,,14.1,65,6.15,12.31,-6.16,0.255,0.369,0.309,0.313,30.77,26.15,4.71
"Vater, Zack",West Coast,Pacific,Fr,P,,,7,40,10,7.5,2.5,0.424,0.45,0.455,0.386,12.5,25,3.72
"Vaughn, Andrew",Pac 12,California,So,INF,,,1,5,0,20,-20,0,0.2,0,0.138,0,60,6.15
"Vaughn, Tyler",OVC,Belmont,Sr,P,,,45.1,205,18.54,5.85,12.69,0.306,0.346,0.541,0.369,17.56,25.85,5.05
"Vaules, Alec",Ivy League,Dartmouth,So,P,,,0.2,3,33.33,0,33.33,0.333,0.333,0.333,0.293,0,33.33,-6.85
"Vazquez, Danny",Conference USA,FIU,Fr,P,,,0.2,3,33.33,33.33,0,0,0.333,0,0.23,0,33.33,8.15
"Vazquez, Ivanniel",Southwestern,Alabama St.,Sr,P,,,52.2,251,20.32,5.18,15.14,0.327,0.367,0.405,0.332,19.92,18.73,2.59
"Vega, Alvin",Metro Atlantic,Canisius,Jr,P,,,6,33,18.18,21.21,-3.03,0.292,0.485,0.375,0.397,27.27,6.06,5.65
"Vega, Carlos",OVC,Southeast Mo. St.,Sr,P,2018,638,50.1,202,25.74,7.92,17.82,0.211,0.282,0.286,0.257,20.79,25.74,2.41
"Velasquez, Gavin",Big West,Cal St. Fullerton,Jr,P,,,5.1,29,3.45,10.34,-6.89,0.333,0.379,0.476,0.347,10.34,34.48,7.66
"Velasquez, Israel",Mid-Eastern,UMES,Fr,UT,,,4,26,7.69,19.23,-11.54,0.421,0.538,0.579,0.473,19.23,15.38,6.65
"Velez-Cintron, Eduardo",Southwestern,Southern U.,Jr,INF,,,6.1,32,9.38,18.75,-9.37,0.208,0.406,0.458,0.383,21.88,28.13,10.36
"Veliz, Gregory",ACC,Miami (FL),So,P,,,10,52,26.92,23.08,3.84,0.194,0.404,0.278,0.327,5.77,23.08,5.85
"Veneziano, Anthony",Sun Belt,Coastal Carolina,So,P,,,39,189,22.22,15.34,6.88,0.219,0.381,0.288,0.316,16.4,21.69,4.4
"Verbeke, Nik",Southern,Furman,Sr,P,,,46.1,217,16.59,10.6,5.99,0.312,0.382,0.466,0.365,21.2,22.12,4.84
"Verdonk, Dylan",Big East,Seton Hall,Jr,P,,,10.2,51,37.25,7.84,29.41,0.256,0.314,0.326,0.278,11.76,13.73,0.89
"Vermillion, Zebulon",SEC,Arkansas,Fr,P,,,6.1,26,30.77,0,30.77,0.32,0.346,0.36,0.312,11.54,23.08,1.02
"Vernon, Austin",Mid-Eastern,N.C. Central,Fr,P,,,14.2,70,17.14,18.57,-1.43,0.245,0.4,0.302,0.328,12.86,27.14,4.63
"Verplank, Bryce",Big 12,Texas,So,P,,,4,21,23.81,23.81,0,0.267,0.476,0.467,0.42,23.81,4.76,8.4
"Vial, Brandon",OVC,Austin Peay,Jr,P,,,42.1,183,9.84,9.29,0.55,0.247,0.322,0.389,0.311,28.42,28.42,4.88
"Vick, Christian",OVC,Southeast Mo. St.,Jr,P,,,47.1,205,18.05,7.32,10.73,0.256,0.327,0.383,0.31,28.29,19.02,4.29
"Vickery, Trey",ASUN,FGCU,So,P,,,13.2,63,15.87,11.11,4.76,0.226,0.333,0.34,0.302,23.81,25.4,4.66
"Videtto, Anthony",Atlantic 10,Massachusetts,So,P,,,12,57,8.77,7.02,1.75,0.277,0.368,0.319,0.312,17.54,33.33,4.31
"Vierling, Matt",ACC,Notre Dame,Jr,OF,2018,137,4,21,23.81,14.29,9.52,0.353,0.476,0.529,0.438,14.29,14.29,6.9
"Vietmeier, Trent",SEC,LSU,Fr,P,,,13,59,20.34,15.25,5.09,0.217,0.39,0.435,0.366,10.17,30.51,6.3
"Vila, Colman",Colonial,Delaware,Sr,P,,,36,143,33.57,6.29,27.28,0.206,0.266,0.26,0.237,23.08,16.08,1.4
"Villalobos, Dylan",Big West,Cal Poly,Fr,P,,,2.2,14,28.57,21.43,7.14,0.273,0.429,0.273,0.336,21.43,7.14,3.6
"Villalobos, Eli",Big West,Long Beach St.,Jr,P,2018,417,25.2,108,25,14.81,10.19,0.202,0.315,0.315,0.283,16.67,24.07,3.94
"Villanueva, Michael",Southwestern,Texas Southern,So,P,,,22.1,109,22.02,18.35,3.67,0.262,0.422,0.345,0.355,11.93,22.94,5.41
"Villarreal, Fred",AAC,Houston,So,P,,,12.1,59,8.47,13.56,-5.09,0.304,0.407,0.37,0.344,35.59,10.17,4.8
"Vincent, Casey",Atlantic 10,St. Bonaventure,So,P,,,31.2,149,13.42,9.4,4.02,0.296,0.356,0.344,0.307,17.45,28.19,3.82
"Virbitsky, Kyle",Big 10,Penn State,Fr,P,,,15.1,69,14.49,13.04,1.45,0.228,0.348,0.386,0.323,24.64,24.64,4.01
"Vitacco, Vincent",Metro Atlantic,Rider,Fr,P,,,29.1,157,13.38,11.46,1.92,0.354,0.439,0.423,0.38,19.11,21.02,4.07
"Vizcaino, Jonny",Big South,High Point,Jr,P,,,24.1,106,15.09,9.43,5.66,0.258,0.349,0.312,0.302,24.53,25.47,3.44
"Voelker, Matt",West Coast,Loyola Marymount,Fr,P,,,20.2,102,6.86,12.75,-5.89,0.298,0.382,0.452,0.358,24.51,26.47,6.46
"Voliva, Evan",AAC,East Carolina,Jr,P,,,3.2,10,10,0,10,0,0,0,0,40,50,2.52
"Vorhof, Mick",Western Athletic,Grand Canyon,Sr,P,2018,277,24,91,28.57,1.1,27.47,0.225,0.242,0.303,0.237,30.77,16.48,1.77
"Vorsheck, Charlie",ACC,Notre Dame,Sr,P,,,2.2,19,5.26,10.53,-5.27,0.529,0.579,0.647,0.527,21.05,15.79,4.97
"Voss, Jacob",Big East,Creighton,So,P,2018,811,3.1,18,0,16.67,-16.67,0.308,0.444,0.385,0.371,22.22,27.78,7.02
"Vrionis, Milton",West Coast,Saint Marys (CA),Fr,P,,,1,7,14.29,14.29,0,0.5,0.571,0.5,0.475,0,28.57,4.15
"Wade, Jalen",AAC,Cincinnati,Fr,P,,,27.2,127,18.9,6.3,12.6,0.324,0.362,0.532,0.371,18.9,21.26,4.4
"Wade, Kyle",Mid American,Miami (OH),Jr,P,,,2,10,20,0,20,0.25,0.3,1,0.475,20,20,15.65
"Wade, Matthew",OVC,Southeast Mo. St.,Sr,P,,,7.2,45,8.89,20,-11.11,0.382,0.533,0.559,0.472,24.44,13.33,6.62
"Waeghe, Austin",Big East,Butler,Fr,P,,,6.1,31,6.45,12.9,-6.45,0.296,0.387,0.407,0.352,12.9,41.94,6.59
"Wagner, Alex",Mid American,Toledo,Sr,P,,,24,106,15.09,4.72,10.37,0.299,0.34,0.371,0.31,17.92,31.13,2.69
"Wagner, R.J.",Atlantic 10,Dayton,So,P,,,28.2,128,21.09,7.81,13.28,0.259,0.359,0.444,0.35,25,16.41,5.45
"Wahl, Austin",Ivy League,Cornell,Sr,P,,,14.2,67,17.91,16.42,1.49,0.18,0.328,0.26,0.274,22.39,20.9,4.2
"Wainhouse, Joe",Pac 12,Washington,Sr,P,,,1,5,20,20,0,0,0.2,0,0.138,0,40,4.15
"Waldichuk, Ken",West Coast,Saint Marys (CA),So,P,,,64,255,31.76,5.49,26.27,0.192,0.255,0.284,0.24,20,20.78,2.62
"Waldis, Hunter",Big East,Seton Hall,Fr,P,,,4.2,26,34.62,15.38,19.24,0.222,0.462,0.444,0.41,7.69,11.54,7.67
"Waldron, Matt",Big 10,Nebraska,Jr,P,,,46.1,196,25,4.08,20.92,0.288,0.327,0.489,0.348,20.41,21.43,4.56
"Waldron, Mike",Big 10,Nebraska,Jr,INF,,,26.2,129,14.73,5.43,9.3,0.328,0.38,0.487,0.374,23.26,24.03,4.33
"Waldsmith, Alex",West Coast,Santa Clara,So,P,,,32,163,12.27,12.88,-0.61,0.344,0.442,0.552,0.415,19.02,19.02,6.24
"Walke, Justin",Colonial,UNCW,Jr,P,,,30.1,130,18.46,5.38,13.08,0.275,0.308,0.367,0.291,18.46,30,3.11
"Walker, Blake",Mid American,Northern Ill.,So,P,,,17.1,83,21.69,9.64,12.05,0.314,0.41,0.357,0.347,16.87,19.28,3.15
"Walker, Brett",Pac 12,Oregon,Fr,P,,,1.1,9,0,11.11,-11.11,0.5,0.556,1,0.634,22.22,22.22,17.69
"Walker, Channing",Southwestern,Alabama St.,Fr,P,,,29.1,142,23.94,16.2,7.74,0.254,0.401,0.351,0.345,24.65,11.27,4.59
"Walker, Garrett",Southland,Lamar,Jr,P,,,9.2,47,12.77,6.38,6.39,0.381,0.404,0.571,0.406,21.28,21.28,4.23
"Walker, Jake",Atlantic 10,Rhode Island,So,P,,,14.1,72,16.67,12.5,4.17,0.293,0.389,0.448,0.36,23.61,16.67,5.63
"Walker, James",Metro Atlantic,Niagara,Jr,P,,,1.1,10,10,10,0,0.429,0.6,0.571,0.513,20,10,9.51
"Walker, Josh",Big East,Butler,Sr,P,,,27.1,109,25.69,8.26,17.43,0.196,0.266,0.309,0.255,15.6,30.28,3.63
"Walker, Matt",Missouri Valley,Illinois St.,So,P,,,41,205,17.56,14.63,2.93,0.317,0.424,0.557,0.415,16.59,21.46,6.73
"Walker, Matt",Pac 12,UCLA,Jr,P,,,1,5,20,20,0,0.25,0.4,0.25,0.314,40,0,4.15
"Walker, Nate",West Coast,San Diego,So,P,,,8,47,17.02,21.28,-4.26,0.382,0.511,0.559,0.451,8.51,19.15,5.27
"Walker, Noah",Sun Belt,Texas State,Fr,P,,,5.1,22,4.55,18.18,-13.63,0.167,0.318,0.167,0.245,45.45,18.18,5.11
"Walker, Ross",OVC,Austin Peay,Jr,P,,,14,82,4.88,12.2,-7.32,0.385,0.5,0.508,0.441,21.95,21.95,6.93
"Walker, Ryan",Pac 12,Washington St.,Sr,P,2018,916,29,125,25.6,10.4,15.2,0.241,0.328,0.306,0.287,24,16,2.94
"Wallace, Chase",SEC,Tennessee,Fr,P,,,20,77,12.99,15.58,-2.59,0.131,0.286,0.164,0.227,33.77,22.08,4.25
"Wallace, Jacob",AAC,UConn,So,P,,,29.2,126,40.48,8.73,31.75,0.207,0.294,0.297,0.267,15.08,14.29,1.54
"Wallace, Paxton",Missouri Valley,Wichita St.,Fr,UT,,,0.1,4,25,0,25,0.75,0.75,0.75,0.658,0,0,-16.85
"Wallace, Scottie",Southern,Wofford,Fr,P,,,14,64,12.5,4.69,7.81,0.263,0.313,0.474,0.331,21.88,31.25,5.86
"Wallace, Trenton",Big 10,Iowa,Fr,P,,,16.2,75,24,9.33,14.67,0.258,0.333,0.424,0.328,12,29.33,4.81
"Wallace, Zach",Mountain West,San Jose St.,Jr,P,,,14,62,11.29,9.68,1.61,0.273,0.355,0.455,0.351,24.19,29.03,5.5
"Wallner, Matt",Conference USA,Southern Miss,So,OF,,,9.2,42,19.05,4.76,14.29,0.325,0.357,0.45,0.348,28.57,16.67,3.47
"Walsh, Joey",ACC,Boston College,Fr,P,,,19.1,103,10.68,9.71,0.97,0.337,0.427,0.482,0.39,22.33,20.39,5.87
"Walsh, Redmond",SEC,Tennessee,Fr,P,,,12.1,51,23.53,5.88,17.65,0.213,0.275,0.319,0.264,17.65,31.37,3.23
"Walston, Caleb",Mid-Eastern,UMES,So,P,,,16.1,82,8.54,8.54,0,0.357,0.427,0.629,0.439,15.85,30.49,6.56
"Walter, Chase",Southern,Western Caro.,Fr,P,,,50,252,16.27,9.92,6.35,0.357,0.437,0.54,0.417,13.89,24.21,5.37
"Walter, William",Mid-Eastern,Florida A&M,Fr,UT,,,7.1,44,6.82,25,-18.18,0.379,0.545,0.552,0.467,20.45,13.64,9.63
"Walters, Blake",Patriot,Army,Jr,P,,,7,42,16.67,19.05,-2.38,0.321,0.5,0.393,0.406,19.05,9.52,6.29
"Walters, Jake",SEC,Alabama,Sr,P,2018,267,44.2,199,20.6,10.55,10.05,0.263,0.342,0.323,0.296,19.1,22.11,3.21
"Walters, Tristan",OVC,SIUE,Sr,P,,,4.2,24,8.33,8.33,0,0.435,0.5,0.783,0.548,16.67,29.17,9.81
"Wanger, Benny",Ivy League,Yale,Jr,P,,,18.2,77,24.68,6.49,18.19,0.212,0.273,0.258,0.237,24.68,18.18,2.21
"Waning, Thomas",Big 10,Ohio State,Jr,P,,,12.1,61,19.67,8.2,11.47,0.286,0.41,0.367,0.354,26.23,11.48,4.97
"Wantz, Andrew",Southern,UNCG,Sr,INF,2018,211,36.2,151,39.74,7.28,32.46,0.203,0.298,0.316,0.278,14.57,15.89,2.4
"Ward, James",Missouri Valley,Evansville,Sr,P,,,27,130,14.62,13.08,1.54,0.218,0.369,0.267,0.303,25.38,20.77,4.63
"Ward, Nigel",West Coast,San Diego,Jr,P,,,16.2,85,8.24,7.06,1.18,0.273,0.365,0.303,0.303,22.35,25.88,4.69
"Ward, Omar",Metro Atlantic,Canisius,Fr,P,,,3.1,21,19.05,14.29,4.76,0.4,0.524,0.533,0.453,9.52,14.29,5.41
"Ward, Thad",AAC,UCF,Jr,P,2018,160,39.1,151,40.4,6.62,33.78,0.159,0.225,0.181,0.19,17.22,19.21,0.95
"Ward, Tyler",Missouri Valley,Indiana St.,Jr,P,,,34,136,23.53,0.74,22.79,0.242,0.279,0.313,0.261,22.06,25.74,2.26
"Warden, Evan",Big 10,Purdue,Jr,INF,,,0.2,2,50,0,50,0,0,0,0,0,50,-6.85
"Wares, Ryan",Big 10,Rutgers,Jr,P,,,18.2,86,15.12,9.3,5.82,0.264,0.349,0.389,0.321,20.93,25.58,3.53
