Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,Pitches,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,ERA,FIP
"Baker, Robbie",Atlantic 10,Richmond,Sr,P,,,84.2,345,755,22.61,6.67,15.94,0.212,0.284,0.307,0.264,20.58,26.67,2.55,3.24
"Baker, T.J.",Mid American,Ball St.,Jr,P,,,30.1,137,402,16.79,12.41,4.38,0.264,0.358,0.382,0.323,30.66,11.68,4.45,4.91
"Baker, Tristan",Southern,Western Caro.,Jr,P,,,80.2,409,1443,15.16,7.58,7.58,0.343,0.399,0.511,0.384,17.85,23.23,7.36,4.51
"Baksha, J.T.",Summit League,Western Ill.,Jr,P,,,16,76,268,18.42,10.53,7.89,0.25,0.342,0.391,0.321,19.74,25,5.62,4.9
"Bakst, Daniel",Pac 12,Stanford,So,INF,,,15.1,63,209,19.05,6.35,12.7,0.211,0.286,0.333,0.276,20.63,31.75,3.52,4.47
"Balderrama Jr., Max",Western Athletic,UTRGV,Fr,P,,,16,73,288,30.14,20.55,9.59,0.211,0.384,0.246,0.306,15.07,16.44,5.06,3.4
"Balderson, Brock",Big East,Butler,Jr,P,,,15.1,60,27,20,8.33,11.67,0.173,0.233,0.231,0.207,15,36.67,1.17,2.55
"Balducci, Antonio",Atlantic 10,Richmond,Fr,P,,,32.1,141,424,19.86,12.77,7.09,0.224,0.333,0.414,0.323,21.99,21.99,3.62,4.99
"Baldwin, Erin",Southern,Samford,Sr,P,2018,609,58,238,805,20.59,3.78,16.81,0.249,0.282,0.43,0.301,25.21,23.95,3.26,4.32
"Ball, Brendan",Patriot,Lafayette,Sr,P,,,27.1,136,187,12.5,9.56,2.94,0.353,0.419,0.487,0.391,13.24,30.88,6.91,4.51
"Ball, Matt",Patriot,Army,Sr,P,,,84.1,382,1173,24.35,6.02,18.33,0.283,0.346,0.404,0.325,23.82,14.14,3.52,3.22
"Ball, Nile",SEC,Missouri,Jr,P,,,38.1,169,576,19.53,10.06,9.47,0.224,0.349,0.313,0.303,28.99,13.02,3.52,4.38
"Ballew, Seth",Southland,Sam Houston St.,Jr,P,,,81,337,1134,16.91,8.61,8.3,0.238,0.309,0.356,0.291,24.33,26.11,3,3.44
"Bandow, Jackson",Ivy League,Yale,Fr,P,,,2.2,15,33,13.33,26.67,-13.34,0.2,0.467,0.2,0.349,13.33,26.67,10.12,8.15
"Banks, Jacob",Mid American,Miami (OH),Sr,P,,,10.1,51,107,15.69,15.69,0,0.325,0.471,0.55,0.438,15.69,21.57,6.97,6.12
"Barbee, Hunter",Southern,The Citadel,Fr,P,,,15,65,167,9.23,10.77,-1.54,0.17,0.308,0.264,0.268,20,38.46,3,5.41
"Barber, Chris",Horizon,Northern Ky.,Jr,P,,,7,42,72,4.76,7.14,-2.38,0.394,0.476,0.727,0.487,16.67,26.19,15.43,9.29
"Barbery, Brandon",Southern,VMI,Sr,P,,,55,268,879,16.04,8.21,7.83,0.335,0.399,0.525,0.395,19.03,23.51,7.04,5.95
"Barden, Alex",West Coast,Santa Clara,Jr,P,,,28.1,131,521,13.74,20.61,-6.87,0.19,0.351,0.31,0.304,19.08,29.01,4.13,6.14
"Barefoot, Matthew",Big South,Campbell,So,OF,,,13,64,236,18.75,18.75,0,0.229,0.406,0.354,0.349,17.19,21.88,6.23,5.76
"Barfield, Kyle",Big 12,Kansas State,Sr,OF,,,1,3,5,0,0,0,0,0,0,0,100,0,0,3.15
"Barfield, Tripp",Big South,UNC Asheville,Fr,P,,,20,108,388,16.67,11.11,5.56,0.391,0.472,0.62,0.461,15.74,19.44,9.45,5.55
"Barger, Brock",Southland,Abilene Christian,Jr,P,,,72.1,350,1207,14.86,7.43,7.43,0.328,0.391,0.475,0.372,22.57,21.14,6.59,4.69
"Bargfeldt, Jeb",ACC,Miami (FL),Sr,P,2018,855,101.1,412,1314,18.45,7.28,11.17,0.224,0.291,0.34,0.278,22.82,28.64,3.29,3.77
"Barker, Garrett",Pac 12,UCLA,Jr,P,,,23,100,382,20,16,4,0.202,0.33,0.298,0.289,21,26,1.17,4.06
"Barker, James",West Coast,BYU,Fr,P,,,3,15,44,6.67,0,6.67,0.429,0.467,0.571,0.448,40,6.67,15,3.48
"Barker, Logan",Big South,Liberty,Fr,P,,,22,99,335,14.14,12.12,2.02,0.25,0.354,0.417,0.337,13.13,36.36,6.14,5.56
"Barkley, Aaron",Southwestern,Mississippi Val.,So,P/C,,,21,83,69,24.1,3.61,20.49,0.189,0.217,0.338,0.232,27.71,20.48,2.57,3.67
"Barlok, Danny",Patriot,Holy Cross,Jr,P,,,52.2,219,604,33.79,12.79,21,0.175,0.288,0.268,0.255,14.61,20.55,1.71,2.84
"Barlow, Trysten",SEC,Mississippi St.,So,P,,,2.2,16,63,18.75,25,-6.25,0.273,0.5,0.273,0.382,18.75,12.5,13.5,7.24
"Barnard, Gunnar",Horizon,Northern Ky.,Fr,P,,,8.1,47,104,6.38,17.02,-10.64,0.436,0.532,0.718,0.523,23.4,17.02,18.36,10.18
"Barnes, Zach",AAC,East Carolina,Jr,P,,,25.2,113,381,17.7,6.19,11.51,0.257,0.327,0.347,0.3,30.97,17.7,4.21,3.9
"Barnett, Bret",Summit League,South Dakota St.,Fr,P,,,13,75,221,12,21.33,-9.33,0.283,0.44,0.396,0.37,24,14.67,5.54,5.92
"Barnhouse, Tommy",Missouri Valley,Wichita St.,So,P,,,27.1,110,408,28.18,4.55,23.63,0.24,0.291,0.38,0.29,22.73,18.18,2.96,3.18
"Barnum, Brody",Pac 12,Washington St.,Fr,UT,,,10.1,52,208,9.62,13.46,-3.84,0.302,0.404,0.349,0.34,34.62,13.46,8.71,4.53
"Barr, Bryce",Ivy League,Columbia,Sr,P,,,28,122,380,20.49,4.1,16.39,0.306,0.352,0.468,0.35,21.31,21.31,5.79,2.79
"Barr, Jeremiah",Southwestern,Mississippi Val.,So,P,,,51.2,294,388,15.99,10.88,5.11,0.365,0.459,0.448,0.396,17.01,16.67,9.23,4.81
"Barr, John",Southland,New Orleans,Jr,P,,,66.1,272,1005,25,9.19,15.81,0.203,0.29,0.308,0.268,24.63,19.85,2.04,3.28
"Barr, Josh",Mid-Eastern,Florida A&M,N/A,P,,,26.2,145,180,11.72,12.41,-0.69,0.315,0.428,0.444,0.377,17.24,22.07,6.41,6.54
"Barraza, Daniel",Big West,UC Davis,Jr,P,,,31.2,148,442,18.24,8.78,9.46,0.315,0.385,0.492,0.376,16.89,25,6.82,4.2
"Barringer, Shane",Metro Atlantic,Siena,So,P,,,5.2,36,80,8.33,11.11,-2.78,0.516,0.556,0.71,0.529,8.33,25,17.47,6.8
"Barry, Allen",Atlantic 10,Davidson,Jr,P,,,80,347,1244,21.61,6.92,14.69,0.27,0.317,0.4,0.309,21.04,23.63,3.83,3.51
"Barry, Shea",Big West,UC Santa Barbara,So,P,,,21.1,91,318,23.08,5.49,17.59,0.271,0.319,0.341,0.291,34.07,10.99,3.38,2.01
"Barss, Tyler",Atlantic 10,Rhode Island,Sr,P,,,30.2,126,428,34.13,8.73,25.4,0.207,0.286,0.261,0.25,24.6,11.11,4.11,2.02
"Barta, David",West Coast,Loyola Marymount,So,P,,,1,11,41,9.09,18.18,-9.09,0.75,0.727,1.25,0.737,9.09,0,45,7.15
"Bartels, Jake",Mid American,Western Mich.,Sr,P,,,6,29,103,6.9,13.79,-6.89,0.304,0.448,0.348,0.37,27.59,20.69,3,5.48
"Bartoli, Ray",Patriot,Army,Fr,P,,,6,41,103,14.63,19.51,-4.88,0.448,0.585,0.621,0.509,14.63,9.76,21,6.65
"Barton, Jeffrey",Missouri Valley,Illinois St.,Sr,P,,,5.1,29,60,3.45,10.34,-6.89,0.385,0.448,0.654,0.464,13.79,37.93,10.12,7.07
"Bartow, Frankie",ACC,Miami (FL),Jr,P,2018,341,40.1,169,516,18.93,8.28,10.65,0.24,0.314,0.307,0.279,37.28,11.24,3.12,3.8
"Basilone, Brody",Horizon,Northern Ky.,Sr,P,,,59,275,882,11.64,7.64,4,0.328,0.382,0.398,0.341,24.73,22.55,5.49,3.82
"Basso, Brady",Big 12,Oklahoma State,So,P,,,37,207,767,14.01,12.56,1.45,0.37,0.449,0.491,0.406,15.94,22.71,8.27,4.63
"Batchelder, Owen",Colonial,Northeastern,Fr,P,,,4,27,63,11.11,29.63,-18.52,0.375,0.593,0.625,0.509,14.81,11.11,24.75,12.4
"Bates, Corey",Southern,ETSU,Jr,P,,,0.2,6,22,16.67,33.33,-16.66,0,0.5,0,0.35,16.67,0,0,38.15
"Bates, Josh",AAC,Tulane,Fr,P,,,46.1,218,870,15.6,13.76,1.84,0.25,0.381,0.381,0.342,15.6,29.36,5.24,5.62
"Bates, Schuyler",Metro Atlantic,Iona,Sr,P,,,44.1,218,474,15.6,11.47,4.13,0.311,0.399,0.437,0.365,16.97,25.23,7.51,5.12
"Bates, Solomon",Pac 12,Southern Cal,Jr,P,2018,226,77.1,311,1044,25.4,6.75,18.65,0.218,0.277,0.393,0.288,14.47,31.83,3.14,3.72
"Batka, Austin",Big 10,Michigan,Sr,P,,,5.1,29,110,27.59,27.59,0,0.238,0.448,0.286,0.355,3.45,24.14,5.06,4.72
"Batten, Brady",Southland,Houston Baptist,Jr,P,,,88.2,391,1269,17.65,10.49,7.16,0.255,0.355,0.388,0.328,19.69,25.58,3.96,4.19
"Battenfield, Peyton",Big 12,Oklahoma State,So,P,,,56,266,998,23.31,9.02,14.29,0.296,0.368,0.409,0.339,18.42,19.17,4.66,3
"Batty, Brock",Sun Belt,Louisiana,Fr,P,,,46.2,233,746,15.88,11.59,4.29,0.284,0.412,0.411,0.368,18.88,23.61,6.17,5.12
"Bauer, Payton",Southland,A&M-Corpus Chris,Fr,P,,,21.2,109,379,24.77,10.09,14.68,0.308,0.385,0.484,0.37,18.35,14.68,5.82,4.42
"Baughan, Stephen",Mid-Eastern,Norfolk St.,So,1B,,,3,21,50,0,14.29,-14.29,0.556,0.619,0.722,0.569,9.52,28.57,21,6.15
"Baum, Tyler",ACC,North Carolina,So,P,2019,,65,285,1025,25.96,11.23,14.73,0.239,0.34,0.403,0.326,15.79,23.16,4.57,3.87
"Baumann, Cam",Big 10,Iowa,Fr,P,,,15,85,288,25.88,15.29,10.59,0.353,0.459,0.426,0.392,15.29,10.59,7.2,4.08
"Baumgart, Josh",OVC,Morehead St.,Jr,P,,,4,23,90,13.04,21.74,-8.7,0.313,0.522,0.688,0.503,17.39,17.39,9,13.4
"Baumgartner, Collin",OVC,SIUE,Fr,P,,,38.1,187,759,13.9,13.37,0.53,0.308,0.406,0.417,0.363,20.32,23.53,6.57,5.35
"Bayless, Jarod",Missouri Valley,Dallas Baptist,Jr,P,,,52,223,841,31.84,9.87,21.97,0.224,0.327,0.318,0.294,11.21,23.77,3.12,3.15
"Bazzani, Dom",OVC,UT Martin,Jr,P,,,36.1,198,782,19.7,20.71,-1.01,0.32,0.49,0.531,0.442,11.11,19.7,10.16,7.66
"Beal, Chase",Sun Belt,La.-Monroe,Sr,P,,,54,258,435,16.67,12.4,4.27,0.269,0.372,0.41,0.342,24.42,18.99,6.5,4.68
"Beaman, Logan",OVC,Eastern Ill.,Sr,OF,,,14.1,63,69,11.11,3.17,7.94,0.305,0.333,0.407,0.32,20.63,33.33,5.02,3.71
"Bean, Brendan",Ivy League,Penn,Fr,P,,,26.1,107,212,30.84,6.54,24.3,0.178,0.29,0.267,0.258,19.63,18.69,1.37,2.84
"Beard, Nick",Horizon,Northern Ky.,Sr,P,,,41.1,223,651,13,5.83,7.17,0.406,0.466,0.594,0.452,17.04,22.42,10.45,5.07
"Beard, Ryan",Big 10,Purdue,Jr,P,,,57,263,881,17.11,9.51,7.6,0.288,0.392,0.416,0.357,17.11,25.1,4.42,4.81
"Beasley, Jack Henry",Southern,The Citadel,So,P,,,10.2,55,207,16.36,7.27,9.09,0.326,0.418,0.522,0.403,14.55,25.45,5.91,6.28
"Beasley, Sean",Southland,SFA,Fr,P,,,47.1,235,799,10.64,11.06,-0.42,0.338,0.421,0.463,0.385,18.72,27.23,7.99,4.61
"Beatson, Jordan",Southern,Furman,Fr,P,,,44.2,201,635,14.93,9.95,4.98,0.264,0.363,0.529,0.381,21.89,26.87,6.45,7.45
"Beauchamp, Cameron",Big 10,Indiana,So,OF,,,52.1,237,539,18.14,9.7,8.44,0.277,0.35,0.356,0.311,29.11,14.35,3.78,3.05
"Beavin, Cole",AAC,East Carolina,Fr,P,,,1.2,11,42,18.18,18.18,0,0.444,0.545,0.889,0.581,0,27.27,21.6,15.65
"Bechtold, Michael",Colonial,James Madison,Fr,P,,,25.2,120,457,14.17,8.33,5.84,0.278,0.35,0.444,0.345,27.5,23.33,3.86,4.77
"Beck, Brendan",Pac 12,Stanford,Fr,INF,,,66.2,266,874,14.29,4.51,9.78,0.228,0.259,0.341,0.258,33.83,23.31,2.43,3.77
"Beck, Matthew",SEC,LSU,So,P,,,34.1,159,634,28.3,14.47,13.83,0.2,0.34,0.272,0.286,15.09,19.5,3.67,3.82
"Beck, Tristan",Pac 12,Stanford,Jr,P,2018,112,90.2,380,1317,19.21,8.16,11.05,0.231,0.297,0.333,0.279,24.47,25.53,2.98,3.52
"Beckley, Devin",Southern,The Citadel,Fr,P,,,17.1,85,348,23.53,17.65,5.88,0.309,0.435,0.441,0.386,17.65,14.12,6.75,4.38
"Bedell, Ian",SEC,Missouri,Fr,P,,,11.2,53,146,24.53,11.32,13.21,0.255,0.34,0.383,0.319,22.64,18.87,6.17,3.59
"Bedevian, Jacob",Southland,Nicholls St.,Jr,P,,,93.1,414,1374,8.21,6.52,1.69,0.297,0.357,0.428,0.34,29.23,24.88,5.4,4.93
"Bednar, Randy",Big 10,Maryland,Fr,OF,,,1.2,10,44,10,40,-30,0.333,0.6,0.5,0.488,10,20,16.2,11.48
"Beehler, Logan",Colonial,UNCW,Jr,P,,,16.2,78,294,26.92,11.54,15.38,0.246,0.372,0.292,0.311,20.51,15.38,3.78,3.76
"Beeler, Brock",Southern,ETSU,So,OF,,,4.1,21,84,19.05,19.05,0,0.143,0.333,0.143,0.25,19.05,19.05,0,4.85
"Beers, Blake",Big 10,Michigan,Fr,P,,,0.1,8,13,12.5,62.5,-50,0,0.75,0,0.522,0,0,135,163.15
"Beilsmith, Troy",Missouri Valley,Evansville,So,INF,,,2.2,12,37,16.67,0,16.67,0.333,0.333,0.5,0.353,16.67,33.33,3.38,1.33
"Beizer, Daniel",Southwestern,Grambling,Sr,P,,,43,212,568,14.62,5.19,9.43,0.351,0.41,0.432,0.368,24.06,17.92,4.4,3.54
"Belch, Alex",Big 12,Kansas State,Fr,P,,,18.2,88,352,26.14,18.18,7.96,0.191,0.364,0.412,0.343,13.64,22.73,5.79,5.89
"Belcik, Andrew",ACC,Notre Dame,So,P,,,45.2,203,503,21.67,12.81,8.86,0.218,0.335,0.312,0.295,20.69,23.15,4.93,3.83
"Belge, Jeff",Big East,St. Johns (NY),So,P,2019,,66.2,282,1077,28.01,14.18,13.83,0.174,0.294,0.268,0.26,23.76,17.02,2.83,3.45
"Bell, Andre",Mid-Eastern,UMES,So,P,,,41.2,217,283,8.76,15.21,-6.45,0.316,0.429,0.433,0.377,16.13,29.03,7.13,6.01
"Bell, Brandon",Sun Belt,Georgia St.,Jr,INF,,,9.2,44,128,18.18,11.36,6.82,0.278,0.409,0.444,0.378,18.18,22.73,4.66,5.43
"Bell, Conner",Conference USA,Middle Tenn,Jr,P,,,15.1,77,149,10.39,15.58,-5.19,0.288,0.416,0.373,0.354,15.58,28.57,4.11,5.93
"Bellardini, Alex",Horizon,Youngstown St.,Sr,P,,,48.2,233,720,13.3,12.02,1.28,0.273,0.369,0.387,0.333,15.88,31.33,5.36,5.26
"Beller, John",Pac 12,Southern Cal,Fr,P,,,49.2,226,818,19.91,10.62,9.29,0.226,0.319,0.295,0.277,15.49,29.65,2.72,3.35
"Bellina, Scott",Big West,Hawaii,So,P,,,3.1,20,81,10,15,-5,0.438,0.5,0.813,0.52,25,10,5.4,4.76
"Bellinger, Jack",Missouri Valley,Illinois St.,So,P,,,3,17,56,17.65,23.53,-5.88,0.308,0.471,0.385,0.391,29.41,5.88,15,5.15
"Bellomo, Ryan",Metro Atlantic,Siena,Sr,P,,,46,220,738,21.36,11.82,9.54,0.295,0.382,0.454,0.359,14.09,23.18,5.67,4.47
"Bellomy, John",Horizon,Wright St.,Jr,P,,,34.1,161,520,15.53,9.94,5.59,0.314,0.404,0.521,0.397,16.77,27.33,7.34,5.05
"Bemiss, Jeb",Ivy League,Cornell,So,P,,,30.2,144,253,18.06,8.33,9.73,0.307,0.361,0.48,0.356,22.92,20.14,6.16,4.01
"Bender, Logan",Big South,Campbell,Fr,P,,,47.1,202,787,31.68,15.35,16.33,0.201,0.337,0.25,0.278,20.79,12.38,3.42,2.66
"Benjamin, Cole",Colonial,Delaware,Jr,P,,,32.2,149,502,16.11,10.07,6.04,0.256,0.356,0.392,0.329,31.54,14.77,4.68,4.82
"Bennett, Blake",AAC,Memphis,Jr,P,,,36.1,158,569,22.15,7.59,14.56,0.25,0.323,0.35,0.298,20.25,24.05,3.72,2.9
"Bennett, Jaret",Big South,Charleston So.,So,P,,,27.1,133,224,17.29,6.77,10.52,0.31,0.368,0.466,0.357,11.28,31.58,7.57,5.29
"Bennett, Nick",ACC,Louisville,So,P,,,73,298,1161,24.16,9.06,15.1,0.206,0.279,0.273,0.249,22.82,24.16,2.84,2.86
"Benoit, Donovan",SEC,Tennessee,Fr,P,,,21,94,296,18.09,9.57,8.52,0.28,0.362,0.439,0.348,21.28,23.4,6.86,4.96
"Benschoter, Sam",Big 10,Michigan State,So,P,,,18.2,89,215,16.85,11.24,5.61,0.292,0.404,0.417,0.363,22.47,17.98,4.82,5.4
"Benton, Chandellor",Mid-Eastern,Florida A&M,Jr,P,,,39,194,276,18.04,15.98,2.06,0.258,0.387,0.371,0.338,19.07,20.62,4.38,5.12
"Benton, Trey",AAC,East Carolina,So,P,,,69,285,1033,23.86,4.56,19.3,0.26,0.298,0.351,0.283,24.21,20.7,3.13,2.44
"Bergdahl, Austin",Western Athletic,Northern Colo.,Jr,P,,,24.2,115,238,16.52,12.17,4.35,0.258,0.383,0.387,0.343,25.22,18.26,5.11,4.59
"Bergeron, Spencer",Atlantic 10,Massachusetts,Fr,P,,,8,42,145,9.52,16.67,-7.15,0.3,0.476,0.6,0.451,19.05,21.43,4.5,9.52
"Bergner, Austin",ACC,North Carolina,So,P,2018,969,82.2,353,1298,23.8,9.63,14.17,0.245,0.32,0.371,0.303,24.65,17.85,4.25,3.88
"Bergtholdt, Daniel",OVC,Southeast Mo. St.,Jr,P,,,50.2,205,749,16.1,7.8,8.3,0.238,0.302,0.324,0.279,30.24,22.44,4.8,3.94
"Bernard, JT",Ivy League,Harvard,So,P,,,2,23,79,4.35,34.78,-30.43,0.545,0.739,1.364,0.708,13.04,4.35,63,31.65
"Bernardo, Jake",Atlantic 10,Fordham,Sr,P,,,1,8,25,0,37.5,-37.5,0,0.625,0,0.439,12.5,25,27,18.15
"Bernauer, Alex",Big East,Georgetown,Sr,1B,,,1,10,37,10,40,-30,0.4,0.7,1,0.638,10,10,36,29.15
"Berry, Connor",Big 12,Oklahoma,Jr,P,2018,940,20,81,326,29.63,13.58,16.05,0.188,0.296,0.232,0.248,20.99,18.52,1.35,2.4
"Bertone, Evan",Mid-Eastern,UMES,Sr,P,,,56,285,266,14.74,11.58,3.16,0.316,0.428,0.408,0.372,19.65,20.35,6.43,4.79
"Bertrand, John Michael",Southern,Furman,Fr,P,,,51.2,233,633,10.3,5.15,5.15,0.336,0.356,0.479,0.351,26.61,23.18,4.88,4.69
"Bertsch, Jackson",Big South,Liberty,Sr,P,2018,877,75.1,334,1114,25.75,7.49,18.26,0.246,0.305,0.394,0.301,17.66,23.65,3.94,3.4
"Besse, John",West Coast,Pacific,So,P,,,3,16,38,12.5,12.5,0,0.273,0.5,0.273,0.386,12.5,25,15,6.81
"Betances, Marcello",Mid-Eastern,N.C. A&T,Sr,P,,,68.1,311,986,19.29,12.54,6.75,0.211,0.341,0.323,0.302,21.86,22.51,4.48,4.48
"Beutel, Ben",Mid American,Bowling Green,Fr,P,,,28.2,140,231,11.43,7.86,3.57,0.328,0.407,0.445,0.372,19.29,26.43,5.34,4.85
"Bialakis, Alex",Southern,The Citadel,Jr,P,,,54,230,867,23.48,7.83,15.65,0.268,0.33,0.45,0.335,17.39,25.65,5.17,3.94
"Bialousz, Kyle",Southern,Mercer,Jr,P,,,1.2,7,26,28.57,0,28.57,0.286,0.286,0.286,0.251,28.57,14.29,0,-0.19
"Biancalana, Nick",Mountain West,Air Force,Sr,P,,,44.2,184,529,18.48,8.7,9.78,0.244,0.304,0.329,0.279,34.24,14.67,2.22,3.28
"Biasi, Dante",Big 10,Penn State,Fr,P,,,62.1,279,884,18.28,12.9,5.38,0.221,0.33,0.325,0.294,18.28,27.96,5.2,4.32
"Bibee, Tanner",Big West,Cal St. Fullerton,Fr,P,,,56,251,907,22.31,7.17,15.14,0.279,0.335,0.412,0.322,25.9,16.73,3.86,3.2
"Bice, Will",ASUN,Kennesaw State,Sr,P,,,4.1,24,19,12.5,12.5,0,0.381,0.458,0.714,0.486,16.67,25,12.46,7.05
"Biddy, Jared",Southland,Southeastern LA.,Jr,P,,,29.2,137,509,21.9,5.84,16.06,0.277,0.321,0.403,0.308,16.79,24.09,4.25,3.11
"Biederman, Jake",Atlantic 10,Davidson,Fr,P,,,0.2,3,NA,0,33.33,-33.33,0,0.333,0,0.23,33.33,33.33,0,18.15
"Bielamowicz, Tyler",AAC,Houston,So,P,,,9,49,194,12.24,16.33,-4.09,0.342,0.469,0.553,0.436,22.45,16.33,11,8.04
"Bienlien, Michael",ACC,NC State,So,P,,,33.2,170,524,17.65,6.47,11.18,0.354,0.429,0.521,0.407,21.76,15.29,5.35,4.5
"Bies, Daniel",West Coast,Gonzaga,Jr,P,2018,217,112,452,1120,27.43,5.53,21.9,0.226,0.285,0.309,0.264,17.92,25,2.49,2.59
"Bigge, Hunter",Ivy League,Harvard,So,P,,,29.2,144,278,21.53,13.19,8.34,0.272,0.375,0.289,0.305,18.06,18.06,3.03,3.39
"Bigras, Mitch",ACC,Boston College,Sr,1B,,,2.1,12,49,8.33,8.33,0,0.3,0.417,0.7,0.462,25,25,11.57,11.24
"Billig, Jarrod",Western Athletic,Seattle U,Fr,P,,,28.1,138,262,12.32,13.77,-1.45,0.325,0.42,0.404,0.365,23.91,19.57,6.35,5.1
"Billingsley, Jacob",SEC,Mississippi St.,Sr,P,2018,972,72.2,341,1277,20.82,12.02,8.8,0.281,0.381,0.424,0.353,22.87,17.01,5.57,4.48
"Bilous, Jason",Sun Belt,Coastal Carolina,Jr,P,2018,378,83.1,385,1556,27.27,17.14,10.13,0.207,0.379,0.289,0.316,16.1,17.14,4,4.31
"Binnie, Nicholas",Ivy League,Cornell,Fr,P,,,1.1,7,19,14.29,0,14.29,0.333,0.429,0.5,0.406,0,42.86,20.25,4.06
"Biondic, Kevin",Big 10,Maryland,Sr,INF,,,24.1,102,400,26.47,7.84,18.63,0.193,0.294,0.307,0.273,20.59,22.55,2.59,4.14
"Birch, Michael",Western Athletic,Sacramento St.,So,C,,,0.2,2,9,0,0,0,0,0,0,0,100,0,0,3.15
"Bird, Jake",Pac 12,UCLA,Sr,P,,,111.2,475,1707,12.84,6.95,5.89,0.262,0.32,0.35,0.294,33.05,19.79,2.18,3.51
"Bird, Nick",American East,Albany (NY),So,P,,,8.2,47,30,8.51,21.28,-12.77,0.306,0.447,0.5,0.408,23.4,21.28,8.31,7.42
"Birlingmair, Reid",Horizon,Ill.-Chicago,Jr,P,2018,833,51,212,681,26.89,9.91,16.98,0.213,0.302,0.306,0.274,18.4,22.64,2.12,3.4
"Bischoff, Kyle",Mid American,Toledo,Fr,P,,,16.2,100,333,19,28,-9,0.281,0.53,0.359,0.42,10,17,16.74,7.28
"Bishop, Caleb",Southern,Western Caro.,Fr,P,,,30.2,170,663,11.18,14.71,-3.53,0.304,0.453,0.512,0.414,17.65,22.35,10.86,7.92
"Bishop, Koby",Northeast,Wagner,Jr,P,,,39.2,181,537,14.92,14.36,0.56,0.234,0.37,0.372,0.333,20.44,25.97,4.08,5.62
"Bisogno, Marc",Atlantic 10,Fordham,So,P,,,3.1,20,75,10,15,-5,0.375,0.45,0.625,0.442,25,15,10.8,8.95
"Bissette, Caleb",Big South,Gardner-Webb,Fr,P,,,1,7,27,14.29,28.57,-14.28,0.5,0.714,0.75,0.603,0,14.29,18,10.15
"Bitler, Davonte",Western Athletic,CSU Bakersfield,Fr,OF,,,67.2,306,1004,16.01,9.8,6.21,0.255,0.343,0.402,0.325,23.53,23.53,4.39,4.98
"Bjorngjeld, Sam",AAC,Tulane,Sr,P,,,29.1,133,490,19.55,11.28,8.27,0.243,0.361,0.351,0.322,28.57,15.04,5.52,4.42
"Black, Billy",Ivy League,Columbia,Fr,P,,,9.2,55,164,12.73,14.55,-1.82,0.318,0.436,0.432,0.383,20,21.82,10.24,4.89
"Blackburn, Julian",Big South,Campbell,Jr,P,,,3.2,27,116,11.11,22.22,-11.11,0.389,0.556,0.722,0.519,7.41,22.22,19.64,16.9
"Blair, Jaxson",OVC,Eastern Ky.,So,INF,,,19,96,400,17.71,15.63,2.08,0.247,0.417,0.452,0.384,20.83,18.75,10.42,7.57
"Blais, Matt",Big West,UC Davis,Sr,P,,,84.1,386,1247,12.95,6.22,6.73,0.323,0.373,0.428,0.349,23.83,25.13,5.55,3.65
"Blake, Reed",Horizon,Milwaukee,So,P,,,8.1,47,135,17.02,21.28,-4.26,0.313,0.468,0.5,0.412,17.02,12.77,14.04,7.22
"Blanchard, Jason",Southland,Lamar,Jr,P,,,59.1,260,931,19.23,7.69,11.54,0.266,0.342,0.354,0.31,23.46,21.92,3.49,3.32
"Blanchard, Michael",Conference USA,Old Dominion,So,P,,,3,17,70,11.76,11.76,0,0.357,0.412,0.429,0.361,5.88,35.29,6,3.81
"Blatner, Justin",West Coast,Gonzaga,Jr,P,,,31.1,141,330,19.86,9.22,10.64,0.25,0.355,0.35,0.318,18.44,25.53,4.02,4.11
"Blendinger, Kyle",ACC,North Carolina,Fr,P,,,3.1,14,63,21.43,14.29,7.14,0.182,0.286,0.364,0.276,14.29,28.57,0,3.15
"Blessing, Cory",Mid American,Ohio,Sr,P,,,48.1,207,332,20.29,8.7,11.59,0.215,0.29,0.298,0.262,16.91,31.4,3.35,2.98
"Bloat, K.",Southwestern,Prairie View,Jr,P,,,10,48,82,14.58,16.67,-2.09,0.275,0.396,0.625,0.425,14.58,31.25,10.8,8.05
"Block, A.J.",Pac 12,Washington St.,So,P,,,44,210,792,22.86,9.05,13.81,0.305,0.39,0.367,0.339,19.05,16.67,4.91,3.47
"Blocker, Myles",Southwestern,Southern U.,Fr,P,,,1.2,18,56,0,33.33,-33.33,0.556,0.722,1.222,0.678,11.11,11.11,48.6,33.98
"Blohm, Tyler",Big 10,Maryland,So,P,,,59.1,260,1003,20.77,10.38,10.39,0.246,0.335,0.393,0.319,17.69,26.54,4.1,4.48
"Bloom, Taylor",Big 10,Maryland,Sr,P,,,79.1,350,1180,14.29,7.71,6.58,0.268,0.329,0.416,0.321,24.57,26,4.99,4.41
"Bloomberg, Pete",Atlantic 10,Davidson,Fr,P,,,29.2,136,312,13.24,10.29,2.95,0.289,0.36,0.386,0.325,17.65,28.68,3.34,4.45
"Blueberg, Chase",Big South,Presbyterian,Jr,P,,,5.1,28,68,10.71,25,-14.29,0.235,0.536,0.412,0.439,21.43,14.29,11.81,8.44
