Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"Cachola, Sam",Pac 12,California,Fr,OF,,,3,1,1,1.5,0,0.5,0,0,0,33.33,33.33,1,0.937,2,2
"Caddell, Seth",AAC,East Carolina,Fr,C,,,61,0.283,0.311,0.453,2,0.17,0,1,16.39,6.56,-9.83,0.295,0.322,-1,7
"Cadena, Ross",Missouri Valley,Wichita St.,Fr,C,,,27,0.261,0.333,0.304,0,0.043,0,0,3.7,7.41,3.71,0.261,0.286,-1,2
"Cala, Kyle",Northeast,Wagner,Sr,OF,,,402,0.243,0.341,0.365,8,0.123,5,13,18.41,10.95,-7.46,0.286,0.317,-6,43
"Calabuig, Chase",Mountain West,San Diego St.,Sr,OF,2018,803,744,0.306,0.386,0.446,12,0.14,16,25,11.56,11.29,-0.27,0.335,0.365,19,110
"Calamari, Michael",Ivy League,Dartmouth,So,1B,,,216,0.259,0.329,0.352,4,0.093,3,3,9.72,7.41,-2.31,0.272,0.304,-6,21
"Calderon, Alexis",Metro Atlantic,Manhattan,So,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Calero, Harold",Metro Atlantic,Manhattan,Fr,INF,,,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.439,0,0
"Calicdan, Daylen",Big West,Hawaii,Fr,INF,,,5,0.25,0.4,0.5,0,0.25,0,0,20,20,0,0.333,0.387,0,1
"Callahan, John",Atlantic 10,George Mason,Fr,INF,,,137,0.158,0.212,0.233,3,0.075,0,0,29.2,2.92,-26.28,0.2,0.204,-15,2
"Callender, Tyler",Colonial,Delaware,Jr,C,,,83,0.237,0.277,0.368,1,0.132,1,3,22.89,4.82,-18.07,0.293,0.276,-4,6
"Calloway, Mason",Mid-Eastern,Savannah St.,So,OF,,,212,0.238,0.311,0.26,0,0.022,27,32,14.62,9.91,-4.71,0.285,0.269,-12,14
"Calvert, Garrett",West Coast,San Diego,Jr,1B,,,25,0.182,0.28,0.182,0,0,1,1,24,12,-12,0.25,0.223,-2,1
"Camacho, Angel",ASUN,Jacksonville,Jr,INF,,,492,0.288,0.35,0.385,7,0.098,2,5,15.85,7.11,-8.74,0.332,0.323,-5,55
"Camacho, Jose",Southwestern,Texas Southern,Sr,INF,,,402,0.278,0.351,0.403,7,0.125,8,14,9.95,9.2,-0.75,0.293,0.33,-2,47
"Camilletti, Mario",Horizon,Oakland,Fr,INF,,,164,0.314,0.415,0.387,2,0.073,6,8,14.63,14.63,0,0.369,0.363,4,24
"Camilo, Andy",Northeast,LIU Brooklyn,Jr,C,,,120,0.215,0.292,0.271,0,0.056,0,1,12.5,9.17,-3.33,0.247,0.256,-8,7
"Cammarata, Dominick",Conference USA,Charlotte,Jr,INF,,,160,0.255,0.331,0.426,3,0.17,0,0,20.63,8.13,-12.5,0.308,0.327,-1,18
"Campana, Nick",American East,Hartford,Sr,OF,,,567,0.303,0.347,0.438,11,0.135,31,41,12.17,5.64,-6.53,0.33,0.341,3,72
"Campana, Nick",Metro Atlantic,Monmouth,Fr,C,,,28,0.208,0.321,0.25,0,0.042,0,0,25,14.29,-10.71,0.294,0.268,-2,2
"Campbell, Aaron",OVC,Austin Peay,Jr,OF,,,54,0.1,0.167,0.12,0,0.02,0,0,25.93,3.7,-22.23,0.139,0.14,-9,-2
"Campbell, Chris",Southwestern,Grambling,Jr,INF,,,50,0.194,0.4,0.278,0,0.083,0,0,24,20,-4,0.292,0.333,0,6
"Campbell, David",Mountain West,San Jose St.,Sr,INF,,,493,0.329,0.385,0.41,0,0.081,6,14,10.95,8.11,-2.84,0.367,0.348,5,66
"Campbell, Drew",ACC,Louisville,So,OF,,,141,0.317,0.355,0.425,2,0.108,3,3,10.64,7.8,-2.84,0.34,0.344,1,18
"Campbell, Jackson",OVC,Belmont,Fr,C,,,55,0.128,0.255,0.298,2,0.17,1,1,41.82,14.55,-27.27,0.182,0.251,-4,3
"Campbell, Josh",Southland,SFA,So,INF,,,212,0.324,0.425,0.438,4,0.114,5,8,15.09,10.38,-4.71,0.376,0.384,9,35
"Campbell, Matt",American East,UMBC,Sr,INF,,,108,0.227,0.343,0.33,1,0.102,6,9,28.7,13.89,-14.81,0.333,0.308,-2,11
"Campbell, Noah",SEC,South Carolina,Fr,2B,,,130,0.295,0.377,0.438,3,0.143,4,4,17.69,11.54,-6.15,0.345,0.356,2,18
"Campbell, Oliver",Ivy League,Dartmouth,Fr,1B,,,31,0.207,0.226,0.276,0,0.069,0,0,22.58,3.23,-19.35,0.261,0.216,-3,1
"Campbell, Riley",Mid American,Toledo,Jr,INF,,,302,0.257,0.354,0.282,0,0.024,16,20,12.25,11.59,-0.66,0.3,0.303,-8,29
"Campbell, Trey",Big South,UNC Asheville,Fr,OF,,,8,0.125,0.125,0.125,0,0,0,0,37.5,0,-37.5,0.2,0.11,-2,-1
"Campillo, Robby",Mountain West,New Mexico,So,C,,,143,0.282,0.371,0.403,2,0.121,0,1,20.98,9.79,-11.19,0.359,0.344,1,19
"Campo, Tom",Metro Atlantic,Saint Peters,Fr,SS,,,60,0.16,0.283,0.24,0,0.08,0,0,30,11.67,-18.33,0.25,0.25,-4,3
"Campos, Brandon",Big East,Villanova,Sr,C,,,157,0.168,0.255,0.237,1,0.069,4,9,28.03,8.28,-19.75,0.236,0.231,-14,5
"Campos, Marcos",Metro Atlantic,Siena,Jr,INF,2018,856,198,0.322,0.354,0.399,0,0.077,9,9,10.1,2.53,-7.57,0.355,0.328,-1,23
"Campos, Matt",West Coast,San Francisco,So,INF,,,60,0.236,0.3,0.291,0,0.055,1,2,25,5,-20,0.325,0.267,-3,4
"Canada, Zach",Colonial,UNCW,Sr,INF,,,374,0.268,0.337,0.384,5,0.116,7,13,16.58,7.75,-8.83,0.314,0.319,-5,41
"Caniglia, Adam",Summit League,Omaha,Sr,OF,,,474,0.284,0.371,0.402,7,0.119,1,6,19.62,8.02,-11.6,0.352,0.345,4,62
"Cannady, Seth",Conference USA,FIU,Fr,OF,,,50,0.209,0.28,0.279,0,0.07,2,2,20,6,-14,0.273,0.261,-3,3
"Canning, Gage",Pac 12,Arizona St.,Jr,OF,2018,161,495,0.341,0.384,0.552,9,0.211,21,33,22.42,7.07,-15.35,0.431,0.395,25,85
"Cannon, Cameron",Pac 12,Arizona,So,INF,,,232,0.346,0.466,0.582,6,0.236,4,6,8.62,14.66,6.04,0.361,0.448,22,50
"Cannon, Connor",Big West,UC Riverside,So,P,,,284,0.267,0.335,0.496,16,0.229,0,0,25.35,5.63,-19.72,0.312,0.356,5,40
"Cannon, Jordan",Southland,Sam Houston St.,Jr,C,,,179,0.257,0.352,0.403,5,0.146,5,6,24.02,6.15,-17.87,0.32,0.338,0,22
"Cantone, Nick",Metro Atlantic,Marist,Fr,OF,,,47,0.211,0.319,0.263,0,0.053,2,3,25.53,10.64,-14.89,0.296,0.275,-2,3
"Cantrelle, Hayden",Sun Belt,Louisiana,Fr,INF,,,200,0.301,0.405,0.455,4,0.154,16,18,17,15.5,-1.5,0.352,0.38,8,32
"Cantu, Santiago",Mountain West,San Jose St.,Fr,INF,,,52,0.178,0.269,0.244,1,0.067,0,0,21.15,7.69,-13.46,0.212,0.242,-4,2
"Canty, Alex",OVC,Southeast Mo. St.,So,INF,,,66,0.18,0.242,0.377,3,0.197,0,0,27.27,6.06,-21.21,0.2,0.267,-4,4
"Canzone, Dominic",Big 10,Ohio State,So,OF,2019,,336,0.344,0.405,0.459,4,0.116,22,26,9.82,10.12,0.3,0.369,0.374,11,52
"Caparis, Joe",West Coast,Pepperdine,So,C,,,210,0.144,0.186,0.186,2,0.043,0,0,21.43,5.24,-16.19,0.175,0.173,-29,-3
"Capell, Kitt",Southern,Western Caro.,Fr,C,,,35,0.121,0.171,0.121,0,0,0,0,51.43,5.71,-45.72,0.267,0.14,-6,-1
"Capitano, Nick",Metro Atlantic,Canisius,Sr,C,,,107,0.171,0.327,0.22,0,0.049,0,1,38.32,12.15,-26.17,0.341,0.277,-5,8
"Capocci, Tristan",Patriot,Navy,Fr,INF,,,18,0.25,0.333,0.438,1,0.188,0,0,38.89,11.11,-27.78,0.375,0.335,0,2
"Capone, Vince",Atlantic 10,Saint Josephs,Fr,C,,,16,0.2,0.375,0.3,0,0.1,0,0,12.5,18.75,6.25,0.222,0.328,0,2
"Capozziello, Anthony",Northeast,Sacred Heart,Sr,OF,,,345,0.241,0.301,0.349,6,0.107,18,19,26.09,7.54,-18.55,0.313,0.286,-14,28
"Cappas, Chris",ACC,Pittsburgh,Fr,P,,,81,0.286,0.37,0.381,0,0.095,5,5,14.81,12.35,-2.46,0.34,0.342,0,10
"Capra, John",Mid-Eastern,Florida A&M,Sr,INF,,,301,0.287,0.352,0.379,5,0.092,4,6,7.64,9.3,1.66,0.294,0.324,-3,34
"Capra, Phil",Northeast,Wagner,Jr,INF,2018,440,446,0.346,0.43,0.588,20,0.243,6,7,10.99,12.56,1.57,0.351,0.43,36,90
"Capra, Vinny",Atlantic 10,Richmond,Sr,SS,2018,596,367,0.322,0.414,0.474,8,0.151,11,18,10.9,12.26,1.36,0.347,0.39,17,62
"Caprio, Frank",Ivy League,Brown,Jr,OF,,,3,0.333,0.333,0.333,0,0,1,1,33.33,0,-33.33,0.5,0.293,0,0
"Caraballo, Dom",Metro Atlantic,Rider,Fr,OF,,,10,0.222,0.3,0.222,0,0,1,1,50,10,-40,0.5,0.245,-1,0
"Cardenas, Ruben",Big West,Cal St. Fullerton,Jr,OF,2018,493,312,0.249,0.304,0.39,4,0.141,12,13,14.74,6.73,-8.01,0.278,0.3,-9,29
"Cardieri, Nick",ASUN,Stetson,Fr,C,,,16,0.077,0.188,0.077,0,0,0,0,37.5,6.25,-31.25,0.143,0.153,-2,-1
"Cardona, Lou",Horizon,Youngstown St.,So,C,,,99,0.221,0.293,0.233,0,0.012,0,0,15.15,9.09,-6.06,0.26,0.245,-8,5
"Carew, Ben",Mid American,Kent St.,Fr,OF,,,21,0.2,0.238,0.2,0,0,0,0,47.62,0,-47.62,0.4,0.202,-2,0
"Carey, Hunter",Ivy League,Brown,Sr,OF,,,78,0.246,0.321,0.362,1,0.116,0,0,17.95,8.97,-8.98,0.296,0.303,-2,7
"Cargin, Alec",Southern,Wofford,So,C,,,110,0.293,0.391,0.489,3,0.196,3,4,26.36,10.91,-15.45,0.4,0.384,5,18
"Carlson, Brooks",Southern,Samford,Fr,INF,,,189,0.354,0.455,0.608,8,0.253,0,2,14.29,12.7,-1.59,0.387,0.45,18,41
"Carlson, Dylan",Mid-Eastern,Florida A&M,So,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carmichael, Garrett",OVC,SIUE,So,INF,,,73,0.311,0.397,0.525,1,0.213,1,1,30.14,12.33,-17.81,0.45,0.388,3,12
"Carmody, Robert",American East,Hartford,So,C,,,95,0.147,0.263,0.173,0,0.027,0,0,20,10.53,-9.47,0.196,0.227,-9,3
"Carpenter, Charlie",ASUN,USC Upstate,Sr,INF,,,694,0.308,0.392,0.466,15,0.158,0,0,21.04,9.08,-11.96,0.381,0.373,22,107
"Carpenter, Malik",Western Athletic,Chicago St.,Jr,INF,,,132,0.195,0.295,0.239,0,0.044,2,4,29.55,11.36,-18.19,0.289,0.25,-9,7
"Carpenter, Matt",Big 10,Ohio State,So,INF,,,19,0,0.053,0,0,0,1,1,42.11,5.26,-36.85,0,0.036,-5,-2
"Carpenter, Steven",Atlantic 10,VCU,So,INF,,,264,0.288,0.417,0.363,2,0.075,5,5,17.05,14.39,-2.66,0.353,0.356,5,37
"Carranza, Tristen",Western Athletic,New Mexico St.,Jr,INF,,,368,0.278,0.375,0.463,13,0.185,1,2,22.28,6.52,-15.76,0.336,0.366,10,55
"Carrera, Anthony",OVC,Tennessee Tech,So,OF,,,76,0.303,0.395,0.606,5,0.303,0,0,21.05,13.16,-7.89,0.333,0.421,6,15
"Carrizosa, Daniel",Western Athletic,CSU Bakersfield,Fr,P,,,97,0.256,0.309,0.268,0,0.012,1,4,19.59,4.12,-15.47,0.323,0.271,-5,7
"Carroll, John",Big East,Seton Hall,Fr,UT,,,2,0,0.5,0,0,0,0,0,0,50,50,0,0.345,0,0
"Carroll, Mitchell",American East,UMBC,Sr,INF,,,403,0.242,0.298,0.285,0,0.043,16,20,19.11,7.44,-11.67,0.306,0.268,-23,26
"Carroll, Tim",Metro Atlantic,Siena,Fr,INF,,,34,0.129,0.206,0.161,0,0.032,0,0,32.35,5.88,-26.47,0.2,0.176,-5,0
"Cartaya, Derek",Conference USA,FIU,So,INF,,,207,0.264,0.353,0.27,0,0.006,2,4,18.36,10.14,-8.22,0.336,0.295,-7,18
"Carter, Bryce",Pac 12,Stanford,Sr,C,,,217,0.196,0.267,0.304,3,0.108,1,2,22.58,8.76,-13.82,0.245,0.256,-14,12
"Carter, Clarence",Mid-Eastern,Bethune-Cookman,So,INF,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"Carter, Scott",Big South,Longwood,So,OF,,,36,0.161,0.25,0.161,0,0,3,5,36.11,11.11,-25,0.278,0.204,-4,0
"Carter, Zach",Southland,Houston Baptist,Jr,P,,,2,0,0,0,0,0,0,0,50,0,-50,0,0,-1,0
"Caruso, Mike",Metro Atlantic,Fairfield,Fr,C,,,15,0.25,0.4,0.583,1,0.333,0,0,26.67,13.33,-13.34,0.286,0.416,1,3
"Caruso, Nick",Horizon,Youngstown St.,Jr,C,,,98,0.221,0.306,0.244,0,0.023,1,2,16.33,11.22,-5.11,0.268,0.255,-7,5
"Casaceli, Guy",Big South,Presbyterian,Sr,OF,,,173,0.183,0.318,0.204,0,0.021,5,6,18.5,13.29,-5.21,0.234,0.257,-11,10
"Casals, Danny",American East,Maine,Jr,INF,,,416,0.284,0.392,0.462,11,0.178,15,25,20.19,12.74,-7.45,0.343,0.373,13,64
"Casanova, Trevor",Big West,CSUN,Jr,C,2018,394,194,0.31,0.356,0.45,3,0.14,1,2,15.98,7.22,-8.76,0.347,0.343,1,25
"Cascadden, Tucker",Big 12,Baylor,Sr,INF,,,210,0.257,0.319,0.333,1,0.077,5,8,15.71,8.57,-7.14,0.299,0.29,-8,18
"Cascio, Frank",Metro Atlantic,Quinnipiac,Fr,UT,,,17,0.125,0.176,0.375,1,0.25,0,0,64.71,5.88,-58.83,0.25,0.232,-1,1
"Case, Aaron",Atlantic 10,Saint Louis,Sr,OF,,,393,0.243,0.359,0.407,7,0.164,11,14,15.27,13.23,-2.04,0.277,0.342,2,50
"Casey, Collin",Colonial,Northeastern,So,C,,,8,0.375,0.375,0.375,0,0,0,0,25,0,-25,0.5,0.329,0,1
"Casey, Joe",Pac 12,Oregon St.,So,OF,,,13,0.556,0.692,0.778,0,0.222,0,0,7.69,30.77,23.08,0.625,0.606,3,5
"Cash, Andrew",Sun Belt,South Ala.,So,OF,,,7,0.167,0.286,0.167,0,0,1,1,28.57,14.29,-14.28,0.25,0.224,-1,0
"Cash, Ryan",Big 12,Oklahoma State,So,INF,,,235,0.243,0.366,0.259,0,0.016,5,12,17.02,15.74,-1.28,0.31,0.305,-6,23
"Casparius, Ben",ACC,North Carolina,Fr,INF,,,37,0.323,0.405,0.452,0,0.129,0,0,16.22,13.51,-2.71,0.4,0.379,1,6
"Cassala, John",ASUN,Jacksonville,Jr,OF,,,141,0.246,0.326,0.328,1,0.082,2,2,12.06,9.22,-2.84,0.274,0.294,-5,12
"Cassala, Mike",ASUN,Jacksonville,Jr,INF,,,189,0.275,0.339,0.329,1,0.054,0,1,8.99,8.47,-0.52,0.298,0.301,-5,18
"Cassaleggio, Mike",Metro Atlantic,Marist,Fr,INF,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cassard, Andrew",Colonial,Towson,So,OF,,,176,0.288,0.358,0.346,1,0.058,2,5,15.91,8.52,-7.39,0.346,0.318,-3,19
"Casserly, Kyle",Horizon,Wright St.,Jr,OF,,,15,0.143,0.2,0.214,0,0.071,0,0,20,6.67,-13.33,0.182,0.187,-2,0
"Castanon, Marcos",Big West,UC Santa Barbara,Fr,INF,,,115,0.226,0.278,0.349,1,0.123,1,3,9.57,6.96,-2.61,0.242,0.272,-6,8
"Castellanos, Joey",American East,UMass Lowell,Fr,INF,,,142,0.234,0.296,0.25,0,0.016,0,1,21.13,7.04,-14.09,0.305,0.256,-9,8
"Castillo, Cris",Western Athletic,UTRGV,Sr,P,,,132,0.232,0.288,0.286,0,0.054,2,3,14.39,7.58,-6.81,0.265,0.259,-8,8
"Castillo, Marcos",Mid-Eastern,Coppin St.,Fr,CF,,,149,0.258,0.336,0.398,0,0.141,8,11,17.45,8.05,-9.4,0.314,0.319,-2,16
"Castro, Alexander",Southwestern,Alabama St.,Fr,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castro, Jacob",Big West,UC Irvine,Fr,C,,,66,0.237,0.318,0.288,0,0.051,0,0,18.18,9.09,-9.09,0.298,0.277,-3,5
"Catalano, Jake",Big South,UNC Asheville,Fr,P,,,34,0.138,0.235,0.172,0,0.034,1,1,35.29,8.82,-26.47,0.235,0.202,-4,0
"Causa, Patrick",Northeast,Mt. St. Marys,Jr,INF,,,402,0.256,0.346,0.374,6,0.118,3,7,15.42,12.19,-3.23,0.288,0.317,-6,43
"Cavaliere, Greg",Atlantic 10,Rhode Island,So,OF,,,165,0.245,0.345,0.302,1,0.058,12,14,20,12.12,-7.88,0.311,0.299,-5,15
"Cavalli, Cade",Big 12,Oklahoma,Fr,INF,,,191,0.221,0.361,0.351,5,0.13,0,0,38.22,15.18,-23.04,0.377,0.325,-2,22
"Cavanaugh, Kyle",ACC,Florida St,Sr,1B,,,47,0.378,0.511,0.405,0,0.027,0,0,21.28,14.89,-6.39,0.519,0.418,3,9
"Cavanaugh, Tim",Atlantic 10,Saint Josephs,Fr,DH,,,2,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,0
"Caveness, Ryan",Southern,UNCG,So,C,,,28,0.273,0.429,0.318,0,0.045,1,1,21.43,21.43,0,0.375,0.349,0,4
"Centracchio, Brett",Atlantic 10,Davidson,So,INF,,,264,0.278,0.364,0.478,13,0.2,3,4,25,10.61,-14.39,0.333,0.363,6,38
"Cerda, Alex",Metro Atlantic,Manhattan,So,INF,,,231,0.186,0.26,0.255,1,0.069,0,0,28.14,6.49,-21.65,0.266,0.238,-19,9
"Cerfolio, Matt",Ivy League,Columbia,Fr,INF,,,156,0.284,0.353,0.381,0,0.097,4,5,10.9,9.62,-1.28,0.322,0.328,-1,18
"Cerno, Eric",Metro Atlantic,Fairfield,So,INF,,,48,0.289,0.333,0.378,0,0.089,0,1,31.25,6.25,-25,0.433,0.311,-1,5
"Cerny, Victor",Big West,CSUN,Fr,C,,,13,0.167,0.154,0.333,0,0.167,0,0,30.77,0,-30.77,0.222,0.191,-2,0
"Cerny, Will",Southland,SFA,Fr,1B,,,23,0.1,0.217,0.25,1,0.15,0,0,21.74,13.04,-8.7,0.071,0.216,-2,0
"Cerrillo, Mason",Pac 12,Washington,Jr,OF,,,162,0.347,0.383,0.422,0,0.075,3,4,17.28,6.79,-10.49,0.421,0.352,2,22
"Chabut, David",ASUN,Kennesaw State,Jr,INF,,,452,0.281,0.352,0.338,1,0.057,1,5,22.35,9.51,-12.84,0.375,0.316,-7,48
"Chally, Ben",Horizon,Milwaukee,Sr,INF,,,333,0.303,0.378,0.403,4,0.1,6,8,12.61,8.41,-4.2,0.339,0.345,3,43
"Chamberlain, Jace",Big West,Cal St. Fullerton,Fr,1B,,,82,0.324,0.39,0.392,1,0.068,0,0,21.95,8.54,-13.41,0.418,0.347,1,11
"Chambers, Chandler",ASUN,Lipscomb,Fr,OF,,,18,0.118,0.167,0.294,1,0.176,0,0,50,0,-50,0.143,0.201,-2,0
"Chambers, Chase",OVC,Tennessee Tech,Sr,1B,2018,530,701,0.324,0.424,0.583,38,0.258,0,0,14.55,11.84,-2.71,0.338,0.427,54,140
"Chambers, Isaiah",Mid-Eastern,UMES,Sr,2B,,,262,0.225,0.282,0.27,0,0.045,16,23,27.86,6.49,-21.37,0.333,0.26,-17,15
"Champion, Wendell",AAC,Houston,So,1B,,,67,0.154,0.313,0.173,0,0.019,3,3,25.37,16.42,-8.95,0.229,0.253,-5,4
"Chandler, Grant",OVC,Jacksonville St.,Sr,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chandler, Ryan",Conference USA,Rice,Sr,OF,,,732,0.288,0.38,0.38,4,0.092,22,34,14.21,11.2,-3.01,0.337,0.34,3,92
"Chaney, Collin",Southland,Abilene Christian,Jr,INF,,,22,0.167,0.318,0.222,0,0.056,0,0,22.73,18.18,-4.55,0.231,0.262,-1,1
"Channell, Cole",Big East,Villanova,Jr,OF,,,88,0.129,0.227,0.129,0,0,1,2,42.05,6.82,-35.23,0.273,0.193,-11,0
"Chapman, Brandon",Atlantic 10,George Washington,Sr,C,,,561,0.232,0.319,0.307,4,0.075,3,5,20.14,8.02,-12.12,0.292,0.286,-23,45
"Chapman, Colton",Big South,Presbyterian,Sr,INF,,,197,0.213,0.294,0.362,5,0.149,2,2,24.87,7.61,-17.26,0.262,0.288,-8,16
"Chapman, Denz'L",Mountain West,San Diego St.,Sr,OF,,,86,0.263,0.326,0.316,0,0.053,7,10,30.23,9.3,-20.93,0.4,0.291,-3,7
"Chapman, Derek",Pac 12,Washington St.,Sr,OF,,,277,0.238,0.303,0.291,0,0.053,19,24,16.97,9.03,-7.94,0.291,0.271,-15,19
"Charles, Web",Horizon,Youngstown St.,Jr,INF,,,282,0.245,0.33,0.318,2,0.073,13,17,21.28,9.22,-12.06,0.317,0.296,-9,25
"Charleston, Jay",SEC,Tennessee,So,OF,,,235,0.279,0.362,0.318,2,0.04,20,21,20.85,9.79,-11.06,0.355,0.312,-5,24
"Charping, Connor",Mid American,Western Mich.,Fr,C,,,7,0.4,0.571,0.4,0,0,0,0,0,14.29,14.29,0.4,0.453,1,2
"Charron, Jacob",Sun Belt,La.-Monroe,Jr,C,,,31,0.083,0.226,0.208,1,0.125,0,1,22.58,9.68,-12.9,0.063,0.221,-3,1
"Chastain, Austin",Mountain West,Fresno St.,Jr,OF,,,13,0.091,0.231,0.091,0,0,0,1,15.38,15.38,0,0.111,0.174,-2,0
"Chatfield, Chris",AAC,USF,Jr,OF,,,466,0.239,0.341,0.449,19,0.209,7,9,29.4,10.09,-19.31,0.312,0.342,3,60
"Chauvin, Austin",West Coast,Saint Marys (CA),Jr,INF,,,245,0.305,0.359,0.405,3,0.1,0,1,21.22,6.53,-14.69,0.383,0.336,0,30
"Chavers, Parker",Sun Belt,Coastal Carolina,Fr,2B,,,183,0.34,0.437,0.519,5,0.179,4,7,20.77,13.66,-7.11,0.425,0.413,12,34
"Chavez, Marcus",Big 10,Michigan,Fr,C,,,25,0.2,0.36,0.25,0,0.05,0,0,12,16,4,0.235,0.294,-1,2
"Cheek, Chase",ACC,Duke,So,OF,,,56,0.192,0.232,0.25,0,0.058,2,3,32.14,5.36,-26.78,0.294,0.217,-6,1
"Cheneau, Noel",Southwestern,Alabama St.,Jr,OF,,,181,0.325,0.392,0.461,2,0.136,11,17,20.44,6.08,-14.36,0.407,0.373,6,28
"Cheney, Griffin",Sun Belt,Georgia St.,Fr,INF,,,8,0,0.25,0,0,0,0,0,25,25,0,0,0.173,-1,0
"Cheney, Henry",West Coast,Portland,So,OF,,,30,0.111,0.2,0.111,0,0,0,0,33.33,3.33,-30,0.176,0.159,-4,-1
"Chernin, Marc",Patriot,Bucknell,So,C,,,12,0.25,0.25,0.417,0,0.167,0,0,25,0,-25,0.333,0.28,-1,1
"Chernow, Jack",Ivy League,Columbia,Fr,INF,,,112,0.29,0.321,0.34,1,0.05,5,5,15.18,6.25,-8.93,0.337,0.298,-3,10
"Cherry, Brady",Big 10,Ohio State,Jr,3B,,,387,0.229,0.318,0.39,8,0.162,2,4,28.94,11.37,-17.57,0.31,0.309,-8,39
"Chilcutt, Luke",Mountain West,Air Force,Fr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Childs, Phillip",Sun Belt,UT Arlington,Fr,OF,,,38,0.324,0.342,0.378,0,0.054,0,1,15.79,2.63,-13.16,0.387,0.314,-1,4
"Chilton, Bryan",OVC,Murray St.,So,C,,,59,0.208,0.339,0.292,1,0.083,0,0,23.73,13.56,-10.17,0.265,0.292,-2,5
"Chinea, Brandon",SEC,Tennessee,So,INF,,,127,0.144,0.244,0.212,1,0.067,3,4,19.69,8.66,-11.03,0.175,0.221,-12,3
"Ching, Zac",Atlantic 10,VCU,Jr,INF,,,431,0.247,0.334,0.327,4,0.08,5,6,20.88,9.74,-11.14,0.313,0.301,-12,40
"Chisolm, Blake",Southland,Sam Houston St.,Sr,P,2018,851,360,0.332,0.444,0.553,11,0.22,7,11,20.56,9.17,-11.39,0.408,0.427,28,72
"Chmielewski, Dan",Big 10,Michigan State,Jr,OF,,,314,0.258,0.309,0.344,3,0.086,16,20,13.06,4.46,-8.6,0.292,0.294,-11,27
"Christian, Carlin",Big South,Radford,So,OF,,,95,0.234,0.358,0.299,1,0.065,6,9,27.37,10.53,-16.84,0.34,0.311,-2,10
"Christian, Myles",Conference USA,Middle Tenn,Fr,OF,,,130,0.262,0.385,0.383,2,0.121,6,7,25.38,15.38,-10,0.361,0.346,1,17
"Christman, Connor",Big East,Butler,So,C,,,56,0.143,0.232,0.204,0,0.061,0,0,32.14,8.93,-23.21,0.219,0.203,-6,1
"Christman, Garrett",Big East,Butler,Sr,P,,,498,0.275,0.337,0.321,1,0.046,6,7,18.47,8.23,-10.24,0.338,0.297,-16,45
"Christofori, Cal",Ivy League,Yale,Fr,C,,,50,0.222,0.3,0.311,0,0.089,0,0,26,8,-18,0.313,0.274,-3,4
"Chumley, Dezmond",Southwestern,Jackson St.,Jr,OF,,,186,0.315,0.425,0.473,4,0.158,9,10,12.9,12.37,-0.53,0.353,0.4,10,33
"Chung, Patrick",West Coast,Gonzaga,Jr,INF,,,129,0.234,0.295,0.243,0,0.009,0,1,13.95,6.98,-6.97,0.277,0.255,-9,7
"Ciancio, Michael",Western Athletic,Seattle U,Jr,INF,,,102,0.259,0.382,0.447,3,0.188,1,2,27.45,12.75,-14.7,0.352,0.364,2,15
"Ciandro, Nick",Big West,Cal St. Fullerton,Jr,C,,,10,0.111,0.1,0.111,0,0,0,0,40,0,-40,0.167,0.088,-2,-1
"Cichocki, Eric",Patriot,Lehigh,Fr,INF,,,23,0.211,0.261,0.263,0,0.053,0,0,13.04,4.35,-8.69,0.25,0.252,-2,1
"Ciliento, James",Northeast,Bryant,So,OF,,,239,0.328,0.393,0.439,2,0.111,4,5,15.9,5.86,-10.04,0.391,0.372,7,37
"Cillis, Teddy",Colonial,Hofstra,Sr,OF,,,369,0.281,0.341,0.493,16,0.212,5,9,25.47,7.86,-17.61,0.344,0.356,7,52
"Ciocco, Nick",Metro Atlantic,Saint Peters,Sr,OF,,,322,0.225,0.273,0.332,6,0.107,5,8,16.77,3.73,-13.04,0.256,0.268,-18,21
"Citta, Brendt",Big 12,Kansas,So,OF,2018,1134,171,0.316,0.386,0.454,3,0.138,2,4,17.54,5.85,-11.69,0.375,0.366,4,25
"Ciufo, Rich",Ivy League,Brown,So,INF,,,227,0.229,0.286,0.312,2,0.083,11,14,24.67,6.61,-18.06,0.304,0.268,-13,15
"Claborn, Koby",Southland,Abilene Christian,Jr,INF,,,231,0.291,0.359,0.367,2,0.075,1,3,14.72,10.39,-4.33,0.341,0.328,-1,27
"Claeys, Jack",Big 10,Northwestern,Sr,C,,,375,0.27,0.355,0.396,6,0.126,8,11,21.07,9.07,-12,0.332,0.33,-2,44
