Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Buck, Donavin",Sun Belt,Little Rock,Jr,P,,,20,83,18.07,10.84,7.23,0.219,0.313,0.397,0.312,16.87,33.73,5.75
"Buckelew, Britt",Southwestern,Alabama St.,So,P,,,4,26,3.85,11.54,-7.69,0.565,0.615,1,0.662,7.69,26.92,11.4
"Buckler, Brooks",ASUN,Kennesaw State,Jr,P,,,32,140,12.86,10.71,2.15,0.25,0.321,0.333,0.289,27.14,24.29,4.24
"Buckley, Andrew",Pac 12,California,Sr,P,,,10.9,77,12.99,24.68,-11.69,0.214,0.403,0.286,0.326,18.18,25.97,6.54
"Buckley, Briley",Southland,Abilene Christian,So,P,,,4,14,14.29,7.14,7.15,0.154,0.214,0.231,0.201,50,14.29,2.9
"Buckley, Jonathan",West Coast,Saint Marys (CA),Jr,P,,,4.3,41,21.95,19.51,2.44,0.29,0.415,0.484,0.382,12.2,19.51,7.57
"Buckner, Ty",Missouri Valley,Missouri St.,Fr,P,,,34.1,154,10.39,14.29,-3.9,0.216,0.344,0.304,0.298,22.73,30.52,5.26
"Buczkowski, Logan",Mid American,Central Mich.,Fr,P,,,10.2,51,19.61,27.45,-7.84,0.194,0.431,0.278,0.347,13.73,23.53,6.87
"Budnick, Tate",West Coast,Portland,Sr,UT,,,50.4,232,18.1,8.62,9.48,0.269,0.336,0.358,0.308,24.57,24.14,3.25
"Bueter, Axel",Mid American,Toledo,Sr,P,,,6.1,40,10,20,-10,0.357,0.55,0.5,0.467,5,30,9.87
"Buffington, Cole",Southern,The Citadel,Jr,C,,,0.1,3,0,33.33,-33.33,0.5,0.667,1.5,0.753,33.33,0,33.15
"Bukowski, Alec",Mid American,Toledo,Fr,P,,,1.1,4,0,25,-25,0,0.25,0,0.173,0,75,5.87
"Bullington, Austen",OVC,UT Martin,Jr,P,,,26.1,125,15.2,4.8,10.4,0.351,0.4,0.614,0.427,12.8,31.2,6.83
"Bund, Bryan",OVC,Eastern Ill.,Jr,P,,,0.7,14,28.57,21.43,7.14,0.3,0.429,0.3,0.336,14.29,7.14,4.58
"Bunting, Spencer",Metro Atlantic,Marist,Sr,P,,,9.7,86,6.98,15.12,-8.14,0.333,0.442,0.493,0.401,10.47,36.05,6.55
"Buratto, Daniel",Mid American,Bowling Green,Jr,P,,,8.1,42,21.43,16.67,4.76,0.294,0.429,0.382,0.366,16.67,19.05,3.89
"Burggraaf, Daniel",Patriot,Army,Jr,P,,,32.9,155,25.81,10.97,14.84,0.233,0.316,0.316,0.282,10.97,29.03,2.75
"Burgmann, Josh",Pac 12,Washington,Fr,P,,,18.7,105,11.43,9.52,1.91,0.359,0.438,0.63,0.451,26.67,18.1,7.43
"Burk, Jack",Sun Belt,Louisiana,So,P,,,41.8,181,17.13,8.84,8.29,0.245,0.331,0.358,0.306,34.25,14.92,3.79
"Burke, Jace",Missouri Valley,Evansville,Fr,P,,,14.2,79,17.72,12.66,5.06,0.328,0.43,0.5,0.399,10.13,26.58,5.75
"Burke, Jeremiah",Big East,Georgetown,So,P,,,13.6,80,6.25,11.25,-5,0.358,0.438,0.552,0.419,26.25,21.25,6.75
"Burke, Robert",Southland,Northwestern St.,Fr,P,,,13,54,9.26,12.96,-3.7,0.234,0.333,0.362,0.31,27.78,29.63,4.99
"Burkert, Jared",Horizon,Oakland,So,P,,,10.5,73,15.07,20.55,-5.48,0.208,0.384,0.358,0.335,21.92,20.55,8.39
"Burks, Chase",Southern,Mercer,Sr,P,,,41.5,195,19.49,7.69,11.8,0.294,0.344,0.39,0.32,21.03,23.59,3.65
"Burks, Peyton",Southwestern,Ark. Pine Bluff,Jr,P,,,21.2,110,10,12.73,-2.73,0.294,0.391,0.435,0.354,27.27,17.27,5.88
"Burleson, Alec",AAC,East Carolina,Fr,1B,,,15.2,71,22.54,8.45,14.09,0.274,0.338,0.371,0.31,25.35,15.49,3.28
"Burleson, Grant",Big 10,Maryland,Fr,P,,,5.1,33,15.15,24.24,-9.09,0.25,0.485,0.3,0.377,24.24,6.06,7.66
"Burnette, Hunter",Big South,UNC Asheville,Fr,P,,,5.1,27,14.81,7.41,7.4,0.4,0.444,0.56,0.429,29.63,11.11,2.75
"Burnette, Jimmy",Big 10,Illinois,Fr,UT,,,2.2,12,25,16.67,8.33,0.111,0.333,0.111,0.248,25,16.67,4.51
"Burnham, Tyler",Big East,Seton Hall,Fr,P,,,8.2,39,20.51,15.38,5.13,0.161,0.333,0.226,0.275,28.21,17.95,4.12
"Burnick, Andrew",Colonial,William & Mary,Sr,P,,,6.2,28,25,17.86,7.14,0.136,0.286,0.318,0.271,17.86,25,5.41
"Burns, Connor",Southern,Samford,Jr,P,,,2.7,24,16.67,25,-8.33,0.235,0.417,0.294,0.334,8.33,29.17,6.85
"Burns, Dylan",AAC,USF,So,P,,,10.9,72,13.89,18.06,-4.17,0.17,0.361,0.358,0.327,18.06,29.17,9.57
"Burns, Ian",Ivy League,Columbia,Jr,P,,,6.3,46,13.04,15.22,-2.18,0.229,0.326,0.371,0.298,17.39,28.26,6.64
"Burns, Nathan",Pac 12,Oregon St.,Fr,P,,,6,27,25.93,11.11,14.82,0.273,0.37,0.591,0.396,7.41,25.93,7.15
"Burns, Tanner",SEC,Auburn,Fr,P,2020,,35.1,162,15.43,11.73,3.7,0.289,0.37,0.507,0.374,22.22,24.69,5.2
"Burns, Wyatt",Southern,Samford,Sr,P,,,30.5,204,16.18,10.29,5.89,0.251,0.348,0.392,0.324,32.84,13.73,5.44
"Burris, Joey",OVC,Southeast Mo. St.,Sr,P,,,16.3,105,18.1,14.29,3.81,0.326,0.448,0.581,0.438,14.29,22.86,7.5
"Burroni, Rick",Colonial,Northeastern,So,P,,,0.5,9,11.11,11.11,0,0.375,0.444,0.75,0.496,33.33,11.11,31.15
"Burrup, Bo",West Coast,BYU,Jr,P,,,37,219,19.18,8.68,10.5,0.272,0.329,0.361,0.3,24.66,19.63,3.55
"Bush, Nick",SEC,LSU,So,P,2018,246,22.3,123,17.89,8.13,9.76,0.273,0.341,0.364,0.312,13.01,34.15,3.37
"Bushnell, Tom",Atlantic 10,Saint Louis,Jr,P,,,4.4,32,25,18.75,6.25,0.12,0.313,0.24,0.27,34.38,9.38,7.24
"Buss, Ryan",Sun Belt,UT Arlington,Sr,P,,,8.6,48,25,12.5,12.5,0.256,0.375,0.41,0.345,16.67,18.75,4.66
"Buster, Jordan",Southern,The Citadel,Sr,P,,,25.5,176,26.14,19.89,6.25,0.258,0.42,0.432,0.376,10.8,18.75,6.79
"Butera, Chris",Patriot,Lehigh,Jr,OF,,,14.8,82,9.76,4.88,4.88,0.303,0.329,0.474,0.338,23.17,31.71,4.63
"Butler, Austin",Horizon,Youngstown St.,Jr,P,,,4.1,26,19.23,19.23,0,0.4,0.538,0.65,0.502,26.92,0,8.27
"Butler, Ben",Western Athletic,UTRGV,Jr,P,,,2,11,36.36,27.27,9.09,0.25,0.455,0.375,0.381,9.09,9.09,3.65
"Butler, Hansen",ACC,North Carolina,Jr,P,,,13.2,113,23.01,21.24,1.77,0.286,0.442,0.333,0.359,14.16,15.93,5.12
"Butler, Jordan",SEC,Florida,Fr,UT,,,18.1,74,32.43,8.11,24.32,0.194,0.27,0.313,0.261,16.22,24.32,3.09
"Butts, Nick",Colonial,William & Mary,Jr,INF,,,13,56,19.64,5.36,14.28,0.24,0.286,0.36,0.279,28.57,19.64,4.38
"Buzick, Austin",OVC,UT Martin,Jr,P,,,6,31,9.68,9.68,0,0.333,0.419,0.63,0.44,19.35,29.03,6.31
"Byelick, Thomas",Southern,The Citadel,Sr,P,,,64,354,14.41,8.76,5.65,0.298,0.367,0.424,0.34,29.38,14.69,4.74
"Byers, Grant",Southern,Wofford,Sr,P,,,24.2,128,10.94,6.25,4.69,0.291,0.336,0.41,0.322,24.22,29.69,3.64
"Bygum, Zac",Ivy League,Dartmouth,Jr,P,,,0.4,12,8.33,25,-16.67,0.429,0.667,1,0.638,8.33,16.67,68.15
"Byrd, Eric",Southern,VMI,Sr,P,,,9.6,70,14.29,17.14,-2.85,0.255,0.386,0.412,0.345,27.14,12.86,8.15
"Byrd, Ryan",OVC,SIUE,Jr,P,,,16.2,75,17.33,10.67,6.66,0.242,0.347,0.387,0.323,28,17.33,5.18
"Byrne, Michael",SEC,Florida,Jr,P,2018,409,49.9,248,27.42,5.24,22.18,0.208,0.254,0.35,0.259,24.6,20.16,3.21
"Byrnes, John",Mountain West,Air Force,Fr,P,,,7.2,40,15,10,5,0.324,0.425,0.412,0.374,12.5,30,3.98
"Byrnes, Nick",Mid American,Ohio,So,P,,,0.2,6,16.67,16.67,0,0.5,0.667,0.5,0.528,16.67,0,23.15
"Byrnes, Sean",Colonial,Elon,Sr,P,,,29.3,195,8.21,7.69,0.52,0.365,0.415,0.559,0.409,25.64,21.54,5.77
"Bywaters, Ryan",Big South,Radford,Fr,P,,,8.1,37,24.32,10.81,13.51,0.25,0.351,0.594,0.394,13.51,27.03,5.99
"Cabezas, Andrew",ACC,Miami (FL),Jr,P,2018,544,58.9,333,19.82,13.51,6.31,0.246,0.351,0.307,0.301,24.62,18.92,3.79
"Cabinian, Keone",Mountain West,Nevada,Sr,P,,,12.2,63,9.52,14.29,-4.77,0.28,0.397,0.36,0.341,25.4,22.22,5.93
"Cabone, Austin",Atlantic 10,George Mason,Fr,P,,,7.1,29,17.24,10.34,6.9,0.192,0.276,0.269,0.248,24.14,31.03,3.01
"Cabral, Riley",AAC,Memphis,Jr,P,2018,942,21.2,119,13.45,21.01,-7.56,0.344,0.496,0.511,0.439,21.01,15.13,8.05
"Cabrera, Daniel",SEC,LSU,Fr,OF,,,0.2,5,40,40,0,0,0.6,0,0.421,0,0,28.15
"Cadola, Tevin",Mountain West,San Jose St.,Jr,P,,,17.2,86,11.63,9.3,2.33,0.329,0.395,0.5,0.383,16.28,31.4,4.31
"Cafaro, Bryson",Metro Atlantic,Fairfield,Fr,P,,,2.2,14,21.43,7.14,14.29,0.462,0.5,0.769,0.533,21.43,7.14,7.69
"Cahill, Garth",Southwestern,Jackson St.,Jr,P,,,4.8,42,7.14,16.67,-9.53,0.419,0.524,0.677,0.491,16.67,19.05,10.23
"Cain, John",Patriot,Lafayette,Sr,P,,,28.7,162,22.22,10.49,11.73,0.312,0.383,0.391,0.338,21.6,14.81,2.62
"Cain, Peyton",OVC,UT Martin,Sr,P,,,39.5,210,12.86,10.95,1.91,0.313,0.39,0.436,0.359,31.43,14.29,5.4
"Cairnes, Blake",SEC,Georgia,Sr,P,,,20.9,109,23.85,6.42,17.43,0.214,0.275,0.378,0.282,17.43,29.36,4.44
"Calamita, Joseph",Mid-Eastern,Bethune-Cookman,Sr,P,,,22,175,12.57,6.29,6.28,0.246,0.354,0.352,0.317,22.86,25.71,6.6
"Calderon, Alexis",Metro Atlantic,Manhattan,So,P,,,11.3,50,22,14,8,0.2,0.34,0.325,0.303,12,30,4.74
"Calderon, David",OVC,Morehead St.,Sr,P,,,35.5,213,20.66,14.55,6.11,0.294,0.404,0.508,0.392,18.78,19.25,6.84
"Calopietro, Austin",Mid American,Toledo,So,P,,,9.7,72,13.89,31.94,-18.05,0.375,0.569,0.625,0.502,13.89,13.89,10.88
"Calvert, Matthew",Conference USA,UAB,Jr,P,,,18.8,91,27.47,4.4,23.07,0.217,0.253,0.349,0.257,12.09,31.87,2.67
"Calvo, Blair",ACC,Pittsburgh,Jr,P,,,18.2,83,10.84,12.05,-1.21,0.239,0.349,0.423,0.338,26.51,27.71,5.56
"Camarda, Brad",Colonial,Hofstra,Fr,P,,,10.2,48,31.25,14.58,16.67,0.225,0.333,0.325,0.297,10.42,22.92,3.54
"Cameron, Colin",Southland,Sam Houston St.,Jr,OF,,,8.9,65,20,12.31,7.69,0.291,0.385,0.4,0.347,16.92,23.08,6.18
"Cameron, Kyle",SEC,Alabama,So,P,,,21.5,115,8.7,13.04,-4.34,0.26,0.348,0.354,0.31,32.17,20.87,4.91
"Campbell, Chris",Southland,McNeese,So,P,,,6,35,20,25.71,-5.71,0.37,0.543,0.593,0.489,20,8.57,5.31
"Campbell, Evan",Colonial,James Madison,Fr,P,,,1.2,6,33.33,0,33.33,0.167,0.167,0.167,0.146,16.67,33.33,-0.19
"Campbell, Isaac",Big South,Gardner-Webb,So,P,,,23.7,138,21.01,11.59,9.42,0.313,0.399,0.446,0.364,20.29,14.49,4.88
"Campbell, Isaiah",SEC,Arkansas,So,P,2018,721,35.2,178,15.73,10.67,5.06,0.287,0.376,0.44,0.354,25.84,18.54,4.71
"Campbell, Jace",Southland,Lamar,Sr,P,,,39.3,206,19.9,12.62,7.28,0.251,0.374,0.363,0.332,13.59,28.64,4.65
"Campbell, Justin",AAC,Tulane,Fr,P,,,1,7,28.57,0,28.57,0.571,0.571,0.714,0.554,14.29,0,-0.85
"Campbell, Kenny",Patriot,Lafayette,So,P,,,15.7,104,6.73,20.19,-13.46,0.382,0.49,0.605,0.45,22.12,16.35,8.12
"Campbell, Maceo",Big South,Longwood,Fr,P,,,2.2,18,22.22,44.44,-22.22,0.25,0.611,0.5,0.483,0,11.11,11.78
"Campbell, Ryan",Horizon,Ill.-Chicago,Sr,P,2018,139,38.7,157,17.2,5.1,12.1,0.176,0.248,0.232,0.221,33.76,23.57,3.17
"Campbell, Seth",Southland,SFA,Jr,P,,,13.3,101,20.79,12.87,7.92,0.244,0.396,0.321,0.332,15.84,21.78,4.73
"Campos, Nic",Southwestern,Prairie View,Sr,P,,,5.3,69,4.35,15.94,-11.59,0.471,0.565,0.706,0.521,21.74,13.04,15.41
"Candau, Josh",Big West,UC Santa Barbara,Fr,P,,,6.1,24,12.5,0,12.5,0.143,0.167,0.143,0.14,33.33,29.17,2.66
"Candelari, Nick",Big 12,Texas Tech,Fr,P,,,3.2,20,25,25,0,0.286,0.5,0.286,0.384,20,5,5.65
"Candelaria, Jean",Metro Atlantic,Saint Peters,So,P,,,8.6,64,4.69,15.63,-10.94,0.431,0.531,0.686,0.506,20.31,20.31,8.15
"Cannon, Connor",Big West,UC Riverside,So,P,,,2,14,21.43,21.43,0,0.4,0.571,0.9,0.584,14.29,7.14,12.65
"Cannon, Winston",OVC,UT Martin,So,P,,,43.2,241,17.84,12.03,5.81,0.365,0.444,0.483,0.401,9.54,26.14,4.05
"Canterino, Matt",Conference USA,Rice,So,P,,,64,304,27.96,12.83,15.13,0.208,0.313,0.349,0.293,13.82,24.67,3.88
"Cantone, Nick",Metro Atlantic,Marist,Fr,OF,,,8,28,32.14,3.57,28.57,0.148,0.179,0.259,0.191,28.57,21.43,2.9
"Cantu, Kyle",OVC,Morehead St.,Sr,P,,,25,135,18.52,5.19,13.33,0.355,0.393,0.581,0.41,12.59,28.15,5.35
"Capozziello, Anthony",Northeast,Sacred Heart,Sr,OF,,,0.1,1,100,0,100,0,0,0,0,0,0,-16.85
"Cappas, Chris",ACC,Pittsburgh,Fr,P,,,0.2,3,66.67,0,66.67,0,0.333,0,0.24,33.33,0,-1.85
"Caracci, Parker",SEC,Ole Miss,So,P,2018,1106,21.1,86,33.72,10.47,23.25,0.203,0.291,0.297,0.264,12.79,22.09,2.44
"Carberry, Jack",Summit League,Western Ill.,Fr,P,,,6,24,20.83,4.17,16.66,0.227,0.292,0.409,0.304,37.5,12.5,4.65
"Cardenas, Gordon",Conference USA,Marshall,Sr,P,,,12,58,22.41,12.07,10.34,0.25,0.345,0.333,0.303,18.97,20.69,4.06
"Carder, Austin",West Coast,Loyola Marymount,Fr,UT,,,9.1,52,7.69,15.38,-7.69,0.395,0.5,0.674,0.494,19.23,23.08,9.52
"Cardona, Aaron",Southland,SFA,So,P,,,3.5,50,8,24,-16,0.455,0.64,0.727,0.565,14,14,15.43
"Caregnato, Nick",Mid-Eastern,N.C. Central,Sr,P,,,17.4,99,22.22,14.14,8.08,0.247,0.374,0.42,0.35,29.29,10.1,5.79
"Carey, Zac",Mid American,Bowling Green,Sr,P,,,95.1,493,11.16,5.88,5.28,0.315,0.353,0.446,0.342,28.8,22.72,4.09
"Carlson, Dylan",Mid-Eastern,Florida A&M,So,P,,,17.3,92,21.74,14.13,7.61,0.273,0.38,0.325,0.322,26.09,13.04,3.26
"Carlyle, Johnathan",ASUN,USC Upstate,Fr,P,,,7.1,34,8.82,8.82,0,0.31,0.353,0.655,0.402,20.59,29.41,7.23
"Carner, Chance",OVC,Murray St.,Jr,P,,,16.7,99,18.18,16.16,2.02,0.213,0.364,0.293,0.305,16.16,25.25,5.36
"Carnley, Will",Sun Belt,Troy,So,P,,,1.6,12,8.33,33.33,-25,0,0.417,0,0.29,16.67,33.33,11.27
"Carpenter, Josh",Conference USA,Louisiana Tech,Sr,P,,,4.4,25,20,0,20,0.333,0.32,0.667,0.399,12,32,3.83
"Carpenter, Micah",ACC,Georgia Tech,Jr,P,,,18.2,134,14.93,11.19,3.74,0.289,0.366,0.412,0.338,20.9,24.63,5.73
"Carr, Derek",Mid American,Ohio,So,P,,,11.8,85,22.35,18.82,3.53,0.266,0.424,0.453,0.384,14.12,18.82,8.06
"Carr, Jake",Western Athletic,Utah Valley,Jr,P,,,10,44,27.27,20.45,6.82,0.171,0.341,0.2,0.269,25,13.64,3.45
"Carr, Jordan",Big South,UNC Asheville,So,P,,,28.5,149,13.42,6.71,6.71,0.274,0.336,0.393,0.318,20.81,31.54,3.57
"Carr, Tyler",Sun Belt,South Ala.,Sr,P,2018,917,59.6,271,19.56,7.38,12.18,0.26,0.328,0.38,0.311,23.25,23.25,3.55
"Carraway, Burl",Missouri Valley,Dallas Baptist,Fr,P,,,0.1,2,0,0,0,0.5,0.5,1,0.621,50,0,3.15
"Carreon II, Juan",Western Athletic,UTRGV,Jr,P,,,11.1,44,15.91,6.82,9.09,0.139,0.182,0.139,0.147,43.18,11.36,2.7
"Carrillo, Alexander",Southwestern,Texas Southern,Jr,P,,,8,31,12.9,16.13,-3.23,0.231,0.355,0.269,0.293,25.81,25.81,4.02
"Carrizosa, Daniel",Western Athletic,CSU Bakersfield,Fr,P,,,1.2,10,20,10,10,0.375,0.4,0.5,0.369,10,20,2.31
"Carroll, Cody",Conference USA,Southern Miss,So,P,,,46.6,226,19.47,10.62,8.85,0.223,0.332,0.321,0.297,21.68,25.22,4.43
"Carte, Jacob",Patriot,Army,Jr,P,,,30.4,169,18.34,13.02,5.32,0.211,0.325,0.38,0.311,20.12,27.81,5.71
"Carter, CJ",Sun Belt,Troy,Jr,P,,,26.2,125,24.8,10.4,14.4,0.255,0.352,0.406,0.332,21.6,16.8,4.22
"Carter, Cole",Southland,A&M-Corpus Chris,Sr,P,,,30.2,173,16.18,10.98,5.2,0.311,0.41,0.426,0.371,22.54,20.23,5.07
"Carter, Zach",Southland,Houston Baptist,Jr,P,,,98.6,471,15.71,5.94,9.77,0.279,0.34,0.395,0.32,22.93,25.69,3.88
"Carvajal, Oscar",Mountain West,Fresno St.,Fr,P,,,8,49,14.29,8.16,6.13,0.41,0.51,0.436,0.424,16.33,16.33,4.77
"Casad, Cooper",West Coast,Pacific,Sr,P,,,47.5,222,14.41,6.31,8.1,0.281,0.32,0.417,0.314,28.38,21.62,4.12
"Casey, Colin",OVC,Jacksonville St.,Fr,P,,,3.2,20,30,10,20,0.267,0.4,0.533,0.392,15,10,7.21
"Casey, Derek",ACC,Virginia,Sr,P,2018,278,62.6,302,19.54,10.6,8.94,0.263,0.354,0.479,0.357,20.53,23.18,5.83
"Casey, Steven",Conference USA,FIU,Fr,P,,,9,46,30.43,17.39,13.04,0.306,0.435,0.556,0.417,10.87,13.04,4.48
"Cash, Cody",Sun Belt,La.-Monroe,Jr,P,,,1.2,8,0,25,-25,0.167,0.375,0.167,0.282,37.5,25,8.15
"Cashman, Justin",American East,Hartford,Jr,P,,,14.6,88,12.5,17.05,-4.55,0.296,0.409,0.324,0.336,32.95,11.36,4.72
"Casparius, Ben",ACC,North Carolina,Fr,INF,,,4.1,23,21.74,34.78,-13.04,0.133,0.435,0.133,0.317,8.7,26.09,6.56
"Cassala, Mike",ASUN,Jacksonville,Jr,INF,,,12.7,99,17.17,10.1,7.07,0.349,0.404,0.506,0.383,21.21,16.16,6.14
"Castillo, Alvaro",Western Athletic,New Mexico St.,Jr,P,,,5,25,28,12,16,0.333,0.4,0.476,0.374,16,12,4.75
"Castro, Alexander",Southwestern,Alabama St.,Fr,P,,,8.1,48,12.5,18.75,-6.25,0.385,0.5,0.513,0.442,16.67,20.83,5
"Castro, John",Big West,Long Beach St.,So,P,,,16.2,97,12.37,12.37,0,0.316,0.433,0.494,0.402,17.53,25.77,6.42
"Catalano, Jake",Big South,UNC Asheville,Fr,P,,,0.1,2,0,50,-50,0,0.5,0,0.345,0,50,33.15
"Cate, Tim",AAC,UConn,Jr,P,2018,65,56.1,237,37.13,8.86,28.27,0.171,0.245,0.243,0.221,23.21,13.08,1.65
"Catlin, Michael",Big South,Longwood,Sr,P,,,41.4,258,18.99,13.18,5.81,0.259,0.364,0.311,0.308,22.48,19.38,3.92
"Cauley, Nick",Big 10,Northwestern,So,P,,,1.8,28,7.14,21.43,-14.29,0.524,0.607,0.857,0.586,14.29,14.29,18.15
"Causey, Jay",Sun Belt,Coastal Carolina,So,P,,,14,54,35.19,7.41,27.78,0.188,0.278,0.333,0.273,14.81,22.22,3.58
"Cavalli, Cade",Big 12,Oklahoma,Fr,INF,2020,,8,35,28.57,14.29,14.28,0.107,0.286,0.107,0.215,22.86,20,3.27
"Cave, Austin",Patriot,Holy Cross,Sr,P,,,6.7,37,27.03,10.81,16.22,0.242,0.324,0.515,0.355,10.81,29.73,5.83
"Cecere, Bobby",Ivy League,Yale,So,P,,,7,26,11.54,7.69,3.85,0.136,0.231,0.136,0.182,42.31,19.23,3.58
"Celestino, Aaron",Southland,Incarnate Word,Fr,P,,,4,23,8.7,13.04,-4.34,0.333,0.435,0.611,0.432,39.13,4.35,8.4
"Cellucci, Brendan",AAC,Tulane,Fr,P,,,1,10,10,60,-50,0.2,0.7,0.2,0.502,20,10,19.15
"Centala, Connor",ACC,NC State,Fr,P,,,6.1,23,26.09,4.35,21.74,0.273,0.304,0.318,0.275,34.78,8.7,1.67
"Cerillo, Frank",Northeast,LIU Brooklyn,Fr,P,,,0.2,7,0,14.29,-14.29,0.667,0.714,1,0.704,14.29,14.29,18.15
"Cerny, Charlie",Horizon,Ill.-Chicago,Jr,P,2018,203,30.8,172,19.77,11.05,8.72,0.226,0.32,0.301,0.28,31.4,14.53,3.08
"Cerny, Will",Southland,SFA,Fr,1B,,,0.1,2,0,0,0,0.5,0.5,0.5,0.439,0,50,3.15
"Cerretani, John",Northeast,Sacred Heart,Jr,P,,,6.6,38,18.42,13.16,5.26,0.303,0.395,0.455,0.371,18.42,23.68,5.27
"Cerulle, Robby",Ivy League,Penn,Fr,P,,,7.1,31,16.13,9.68,6.45,0.154,0.29,0.385,0.3,29.03,25.81,7.51
"Cha, Erik",Big West,Cal St. Fullerton,So,P,2018,514,8.1,56,7.14,5.36,1.78,0.356,0.375,0.467,0.347,32.14,12.5,5.62
"Chacon, Frank",Conference USA,FIU,Jr,P,,,4.1,46,30.43,13.04,17.39,0.282,0.37,0.487,0.364,15.22,15.22,3.88
"Chafin, Kaylor",SEC,Texas A&M,Sr,P,,,43.6,201,24.38,4.98,19.4,0.199,0.244,0.312,0.242,34.33,15.42,2.92
"Chamberlain, Christian",Pac 12,Oregon St.,Fr,P,,,11.2,56,32.14,12.5,19.64,0.222,0.375,0.267,0.308,16.07,14.29,2.88
"Chandel, Aditya",Metro Atlantic,Saint Peters,Fr,P,,,12,66,4.55,24.24,-19.69,0.186,0.455,0.395,0.39,12.12,36.36,10.31
"Chandler, Cooper",West Coast,Pepperdine,Fr,P,,,29,130,16.15,13.85,2.3,0.264,0.369,0.318,0.314,24.62,21.54,3.66
"Chandler, Grant",OVC,Jacksonville St.,Sr,P,,,31.1,209,15.79,10.05,5.74,0.294,0.364,0.478,0.358,21.53,23.44,6.17
"Chandler, Kevin",Big West,UC Santa Barbara,Jr,P,,,12.1,81,11.11,11.11,0,0.319,0.395,0.449,0.364,30.86,16.05,5.21
"Chanin, Matt",American East,UMBC,Sr,P,,,48.2,239,12.97,10.46,2.51,0.255,0.322,0.35,0.292,22.59,26.78,4.02
"Chapman, Dalton",Western Athletic,Grand Canyon,Jr,P,,,9.1,47,17.02,12.77,4.25,0.3,0.404,0.525,0.399,27.66,14.89,6.55
"Chapman, Hugh",ACC,Georgia Tech,Fr,P,,,5,27,18.52,7.41,11.11,0.348,0.444,0.478,0.404,22.22,14.81,3.55
"Chapman, Logan",SEC,South Carolina,Fr,P,,,24.1,113,17.7,13.27,4.43,0.295,0.389,0.463,0.369,23.89,17.7,6.18
"Chapman, Ridge",SEC,South Carolina,Jr,P,2018,521,15,66,10.61,22.73,-12.12,0.137,0.333,0.451,0.342,31.82,24.24,9.55
"Charles, Aaron",Western Athletic,CSU Bakersfield,So,P,,,29.4,136,10.29,6.62,3.67,0.306,0.353,0.395,0.326,27.94,25,3.66
"Chatham, Clay",Ivy League,Dartmouth,Sr,P,,,31.8,166,21.08,6.63,14.45,0.338,0.38,0.47,0.364,18.67,20.48,3.3
"Chatman, Tyler",Southwestern,Alabama A&M,Sr,P,,,10.3,69,17.39,11.59,5.8,0.351,0.449,0.561,0.431,14.49,21.74,7.81
"Chavis, Ethan",Mid-Eastern,N.C. A&T,Fr,P,,,11.2,49,10.2,4.08,6.12,0.256,0.306,0.395,0.301,20.41,34.69,5.65
"Cheaney, Trevor",Big 10,Purdue,Jr,P,,,13,62,20.97,12.9,8.07,0.24,0.339,0.34,0.301,16.13,24.19,4.22
"Chentouf, Yaya",ACC,Pittsburgh,Jr,P,2018,1065,28.5,146,21.92,7.53,14.39,0.242,0.295,0.359,0.281,34.25,10.27,3.53
"Chestnut, Seth",Southern,Furman,Fr,P,,,0.2,5,20,40,-20,0.333,0.6,0.667,0.525,0,20,23.15
"Chilcutt, Luke",Mountain West,Air Force,Fr,P,,,9,45,17.78,6.67,11.11,0.325,0.378,0.525,0.381,15.56,26.67,4.15
"Childress, Corey",Sun Belt,Troy,Sr,P,,,54.1,311,22.19,8.36,13.83,0.294,0.35,0.463,0.346,20.9,18.65,4.85
"Childress, Kolton",Sun Belt,La.-Monroe,Jr,P,,,6.2,31,12.9,16.13,-3.23,0.308,0.419,0.5,0.398,25.81,19.35,6.37
"Chillari, Bill",ACC,Duke,So,P,,,13.6,74,24.32,8.11,16.21,0.254,0.324,0.373,0.308,17.57,25.68,3.96
"Chin, Justin",ASUN,NJIT,Sr,P,,,6.5,76,10.53,5.26,5.27,0.478,0.487,0.612,0.459,17.11,18.42,4.99
"Chionchio, Joe",Metro Atlantic,Manhattan,So,P,,,1,6,0,16.67,-16.67,0.25,0.5,1,0.571,16.67,33.33,22.15
"Chisolm, Blake",Southland,Sam Houston St.,Sr,P,2018,851,0.2,4,25,25,0,0,0.25,0,0.173,25,0,8.15
"Chivers, Zach",Metro Atlantic,Canisius,Fr,P,,,4.1,15,26.67,0,26.67,0.214,0.267,0.286,0.248,20,26.67,1.93
"Chock, Tanner",Big South,Presbyterian,Sr,P,,,99.3,506,17.79,11.26,6.53,0.277,0.368,0.354,0.322,19.96,23.12,4.17
"Choles, Chris",Summit League,North Dakota St.,Sr,P,,,35.6,192,18.23,9.38,8.85,0.23,0.323,0.285,0.278,30.21,17.71,3.57
"Chriss, Jordan",Ivy League,Columbia,So,P,,,19,112,8.93,8.93,0,0.412,0.464,0.608,0.457,16.96,27.68,5.73
"Christian, Brian",Colonial,Northeastern,Sr,P,,,53.2,270,21.11,12.96,8.15,0.262,0.37,0.462,0.36,15.93,24.44,6
