Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Stover, Brady",Summit League,South Dakota St.,So,P,,,19.4,107,28.97,17.76,11.21,0.193,0.364,0.253,0.298,18.69,14.95,3.51
"Stover, Paxton",SEC,Vanderbilt,Sr,P,,,7.4,42,35.71,9.52,26.19,0.263,0.333,0.289,0.284,14.29,16.67,0.71
"Stowers, Kyle",Pac 12,Stanford,So,OF,,,1.1,5,20,20,0,0,0.2,0,0.138,60,0,4.06
"Strahan, Brody",Southland,McNeese,Fr,P,,,5,22,18.18,18.18,0,0.167,0.318,0.222,0.262,4.55,45.45,3.95
"Strahm, P.J.",Patriot,Bucknell,Jr,P,,,4,35,14.29,17.14,-2.85,0.37,0.514,0.519,0.453,20,14.29,9.9
"Strain, Wade",Colonial,William & Mary,So,P,,,19.4,116,18.97,12.07,6.9,0.313,0.414,0.5,0.393,20.69,17.24,5.67
"Stramara, Dean",Colonial,Towson,Jr,P,,,41.2,228,13.6,9.65,3.95,0.363,0.421,0.498,0.394,25.88,16.67,4.26
"Strand, Zane",Pac 12,Arizona St.,So,P,,,0.2,3,0,0,0,0.333,0.333,0.333,0.293,33.33,33.33,3.15
"Strange, Nick",Pac 12,Washington St.,Jr,P,,,7.2,39,7.69,7.69,0,0.382,0.436,0.559,0.423,12.82,33.33,7.59
"Stratman, Andrew",Big 12,Kansas State,Fr,P,,,6.1,31,12.9,22.58,-9.68,0.304,0.452,0.391,0.378,19.35,19.35,5.28
"Stretch, Aaron",OVC,Southeast Mo. St.,Jr,P,,,13.2,60,25,10,15,0.235,0.317,0.353,0.295,31.67,8.33,4.43
"Strickland, Mason",Conference USA,Southern Miss,Jr,P,,,18,74,14.86,2.7,12.16,0.239,0.27,0.284,0.243,36.49,17.57,2.59
"Strickland, Samuel",Southern,Samford,Fr,P,,,21.1,83,28.92,4.82,24.1,0.113,0.205,0.141,0.17,21.69,25.3,2.15
"Strickland, Zach",Sun Belt,Georgia Southern,So,P,,,4.9,39,15.38,25.64,-10.26,0.286,0.487,0.393,0.405,12.82,23.08,10.09
"Strider, Spencer",ACC,Clemson,Fr,P,,,20,97,27.84,16.49,11.35,0.237,0.392,0.382,0.349,6.19,25.77,5.4
"Stringer, Cole",Pac 12,Oregon,Jr,P,,,26.2,147,12.93,9.52,3.41,0.323,0.401,0.472,0.378,26.53,19.05,5.25
"Strobel, Spencer",Summit League,Fort Wayne,Fr,P,,,4.1,28,10.71,17.86,-7.15,0.389,0.607,0.556,0.512,14.29,14.29,12.17
"Stroh, Gareth",Big 10,Purdue,Jr,P,,,38.5,189,13.76,11.11,2.65,0.239,0.328,0.362,0.305,19.05,32.8,4.94
"Stromberg, Zach",ACC,Boston College,Jr,P,,,18.6,125,19.2,16,3.2,0.267,0.392,0.347,0.335,24,16,4.81
"Strong, Alan",Mountain West,UNLV,Sr,P,2018,300,57.6,286,19.58,10.14,9.44,0.307,0.378,0.45,0.357,18.53,22.73,3.49
"Strong, Willy",AAC,East Carolina,So,P,,,2.2,14,21.43,7.14,14.29,0.333,0.357,0.5,0.35,21.43,14.29,1.78
"Strowd, Kade",Big 12,West Virginia,So,P,,,50.6,260,21.15,15.38,5.77,0.268,0.392,0.402,0.352,16.54,21.15,4.98
"Strzelecki, Peter",AAC,USF,Sr,P,,,55.3,262,19.85,10.69,9.16,0.264,0.344,0.366,0.313,18.32,25.57,4.07
"Stuart, Baron",AAC,USF,Fr,P,,,18.2,82,14.63,10.98,3.65,0.221,0.341,0.324,0.303,26.83,23.17,4.69
"Stuart, Kyle",Southern,Samford,Jr,P,,,1.6,22,9.09,36.36,-27.27,0.357,0.591,0.571,0.499,4.55,27.27,15.65
"Stuart, T.J.",Metro Atlantic,Manhattan,So,P,,,24.5,119,24.37,9.24,15.13,0.206,0.294,0.284,0.262,17.65,26.05,3.02
"Stutts, Connor",SEC,Alabama,So,OF,,,2.1,12,8.33,16.67,-8.34,0.222,0.333,0.556,0.356,8.33,41.67,11.24
"Styles, John Henry",Pac 12,Stanford,Sr,P,,,2.2,15,6.67,20,-13.33,0.222,0.533,0.333,0.424,20,20,10.42
"Sublette, Ryan",Big 12,Texas Tech,Fr,P,,,10,66,10.61,12.12,-1.51,0.481,0.561,0.635,0.504,15.15,15.15,5.35
"Suddreth, Jake",West Coast,BYU,So,P,,,8.2,38,42.11,2.63,39.48,0.161,0.316,0.258,0.277,15.79,10.53,3.39
"Sugg, Taylor",ACC,North Carolina,Jr,P,,,20.4,133,19.55,14.29,5.26,0.267,0.383,0.419,0.35,19.55,18.8,5.89
"Suhr, Austin",Summit League,South Dakota St.,Jr,P,,,7.1,42,16.67,21.43,-4.76,0.3,0.452,0.3,0.353,28.57,4.76,5.4
"Sujak, Aljo",Colonial,William & Mary,Fr,P,,,1.1,10,10,10,0,0.5,0.6,0.5,0.492,20,10,6.78
"Sullivan, Billy",Colonial,Delaware,Fr,P,,,17.2,86,27.91,18.6,9.31,0.265,0.395,0.397,0.351,18.6,11.63,3.9
"Sullivan, Casey",Conference USA,Louisiana Tech,Sr,P,,,12,95,25.26,15.79,9.47,0.304,0.411,0.456,0.377,14.74,17.89,5.06
"Sullivan, Collin",AAC,USF,So,P,,,24,136,25,18.38,6.62,0.264,0.397,0.33,0.332,16.91,15.44,3.56
"Sullivan, Gavin",ACC,Louisville,Fr,P,,,1,8,0,62.5,-62.5,0,0.625,0,0.432,12.5,25,18.15
"Sullivan, Joey",ACC,Virginia Tech,Sr,P,,,37.6,261,17.24,8.43,8.81,0.367,0.425,0.546,0.412,17.24,21.07,4.98
"Sullivan, Ryan",Mountain West,Fresno St.,So,P,,,3.4,22,18.18,27.27,-9.09,0.2,0.455,0.267,0.357,9.09,27.27,6.97
"Sundahl, Baylor",Northeast,Sacred Heart,Jr,P,,,31.6,212,10.85,13.68,-2.83,0.335,0.443,0.497,0.406,24.53,18.87,5.93
"Sundgren, Trevis",AAC,Houston,Fr,P,,,0.2,9,0,44.44,-44.44,0.5,0.778,1,0.659,0,22.22,78.15
"Sunitsch, Scott",Pac 12,Washington St.,Sr,P,2018,545,62,323,22.6,11.46,11.14,0.203,0.337,0.256,0.282,24.46,18.58,3.87
"Superko, Kevin",Big East,Georgetown,Sr,P,,,65.6,333,9.91,9.01,0.9,0.276,0.339,0.392,0.318,27.33,26.43,4.6
"Suponchick, Grant",Summit League,Omaha,Jr,P,,,20.4,133,9.02,8.27,0.75,0.354,0.406,0.442,0.365,20.3,25.56,4.67
"Supple, Rayne",ACC,Wake Forest,Jr,P,2018,396,25.8,166,22.89,22.29,0.6,0.218,0.41,0.339,0.347,11.45,24.1,5.47
"Susi, Brett",Northeast,Central Conn. St.,Sr,P,,,26.4,119,13.45,10.08,3.37,0.221,0.303,0.25,0.255,37.82,16.81,3.41
"Suter, Colin",West Coast,Gonzaga,Fr,P,,,0.2,2,50,0,50,0,0,0,0,50,0,-6.85
"Sutera, Tom",Metro Atlantic,Siena,Jr,P,,,27.4,147,11.56,7.48,4.08,0.344,0.388,0.458,0.363,24.49,22.45,4.17
"Sutherland, Casey",Atlantic 10,Davidson,Jr,P,,,27.4,148,16.89,4.73,12.16,0.274,0.304,0.319,0.272,27.03,22.3,2.67
"Svanson, Matt",Patriot,Lehigh,Fr,P,,,4.1,20,10,15,-5,0.313,0.4,0.313,0.323,35,10,4.37
"Svete, Jackson",Northeast,LIU Brooklyn,So,P,,,30.7,149,14.77,10.74,4.03,0.279,0.362,0.488,0.363,26.85,20.81,5.59
"Swad, Jimmy",Big East,Georgetown,Sr,P,,,32,217,17.97,13.82,4.15,0.291,0.406,0.423,0.363,21.2,17.97,4.99
"Swan, Nick",Conference USA,Fla. Atlantic,Jr,P,,,27,169,13.02,5.33,7.69,0.327,0.379,0.415,0.344,27.22,18.34,4.26
"Swanson, Kyle",Southland,Northwestern St.,Jr,C,,,14.2,83,14.46,10.84,3.62,0.225,0.301,0.352,0.285,24.1,27.71,6.1
"Sweany, Lucas",West Coast,Pacific,Fr,P,,,13.2,55,23.64,5.45,18.19,0.188,0.255,0.208,0.214,10.91,36.36,2.31
"Swedie, George",Horizon,Milwaukee,So,P,,,8.3,61,16.39,14.75,1.64,0.34,0.443,0.48,0.4,8.2,29.51,4.35
"Sweeney, Daniel",Southern,ETSU,Jr,P,,,10.6,57,17.54,10.53,7.01,0.292,0.404,0.5,0.392,19.3,22.81,6.26
"Sweet, Devin",Mid-Eastern,N.C. Central,Sr,P,,,72.2,367,25.07,10.9,14.17,0.24,0.33,0.353,0.303,16.62,23.98,3.73
"Swiech, Jake",Mountain West,San Jose St.,Sr,P,,,41.2,253,7.91,11.86,-3.95,0.313,0.403,0.45,0.37,24.11,25.3,6.06
"Swiggart, Tyler",Atlantic 10,George Washington,Sr,P,,,25.8,167,11.98,9.58,2.4,0.297,0.377,0.4,0.343,31.14,17.96,4.93
"Swiney, Nick",ACC,NC State,Fr,P,,,11.2,46,28.26,17.39,10.87,0.158,0.304,0.289,0.275,28.26,13.04,4.13
"Sykes, Brandon",Southwestern,Southern U.,Fr,P,,,4.2,26,0,15.38,-15.38,0.381,0.462,0.571,0.431,30.77,19.23,6
"Sylk, Augie",Pac 12,Southern Cal,Fr,P,,,0.2,4,50,0,50,0.333,0.5,0.333,0.4,0,0,-1.85
"Sylvester, Tyler",OVC,Tennessee Tech,Fr,P,,,8,38,23.68,15.79,7.89,0.226,0.368,0.484,0.369,10.53,28.95,6.77
"Sylvestri, Kevin",Atlantic 10,George Washington,Fr,P,,,1,3,0,0,0,0,0,0,0,33.33,66.67,3.15
"Sypher, Arik",Northeast,Central Conn. St.,So,P,,,5.6,40,17.5,2.5,15,0.447,0.45,0.842,0.531,20,15,10.47
"Szczypinski, Patrick",Conference USA,Charlotte,Fr,P,,,3,21,4.76,19.05,-14.29,0.429,0.571,0.786,0.54,19.05,14.29,12.81
"Szott, Jack",Mid American,Western Mich.,So,P,,,29.3,174,10.34,10.92,-0.58,0.383,0.454,0.506,0.418,24.71,19.54,5.74
"Taggart, Luke",Southland,Incarnate Word,So,P,,,46.6,217,14.29,8.76,5.53,0.279,0.341,0.442,0.337,20.28,30.88,4.43
"Taglieri, Zach",Southern,The Citadel,So,P,,,7.6,39,33.33,12.82,20.51,0.188,0.308,0.281,0.271,5.13,28.21,3.8
"Tailor, Christian",Patriot,Bucknell,Jr,P,,,4.1,34,11.76,14.71,-2.95,0.296,0.382,0.37,0.329,17.65,26.47,4.85
"Takacs, Connor",American East,Albany (NY),Fr,P,,,6.2,31,16.13,29.03,-12.9,0.048,0.355,0.048,0.252,22.58,25.81,6.37
"Takacs, Ryan",Metro Atlantic,Manhattan,Jr,P,,,16.3,123,9.76,18.7,-8.94,0.379,0.496,0.495,0.431,13.82,24.39,7.07
"Talley, Drew",AAC,Memphis,Fr,P,,,4.1,22,22.73,27.27,-4.54,0.143,0.455,0.214,0.35,18.18,13.64,6.56
"Tapani, Ryan",Big East,Creighton,Sr,P,2018,641,33.1,162,22.84,9.26,13.58,0.271,0.346,0.347,0.309,18.52,23.46,2.84
"Tarantola, Vinnie",Big South,Liberty,Sr,P,,,20.1,104,26.92,16.35,10.57,0.221,0.346,0.337,0.309,9.62,27.88,4.19
"Tassin, Bryce",Southland,Southeastern LA.,So,P,,,19.7,106,26.42,10.38,16.04,0.18,0.274,0.337,0.268,29.25,13.21,4.92
"Tatham, Thomas",Southern,Wofford,Jr,P,,,0.4,7,0,28.57,-28.57,0.2,0.429,0.2,0.323,0,57.14,18.15
"Tatum, Mccarthy",Mountain West,Fresno St.,Jr,INF,,,1.2,7,0,0,0,0.286,0.286,1.143,0.576,71.43,0,24.81
"Taubl, James",Northeast,Sacred Heart,Sr,P,,,50.4,286,9.44,9.09,0.35,0.349,0.42,0.45,0.379,28.67,18.53,4.3
"Taucher, Brett",OVC,SIUE,Fr,P,,,3.2,21,14.29,42.86,-28.57,0.333,0.619,0.417,0.481,4.76,19.05,9.71
"Tavera, Carlos",Sun Belt,UT Arlington,Fr,P,,,5.2,29,13.79,31.03,-17.24,0.2,0.448,0.5,0.414,17.24,24.14,11.8
"Taylor, Bryan",Southland,Nicholls St.,So,P,,,8.6,50,12,18,-6,0.263,0.42,0.289,0.336,24,20,5.59
"Taylor, Cameron",American East,UMBC,Fr,P,,,8.2,47,2.13,6.38,-4.25,0.442,0.468,0.512,0.422,29.79,19.15,4
"Taylor, Colby",Conference USA,Western Ky.,Jr,P,,,15.1,81,18.52,18.52,0,0.267,0.42,0.4,0.365,22.22,13.58,6.46
"Taylor, Jahmon",Mid-Eastern,Coppin St.,Jr,P,,,28.8,165,16.97,11.52,5.45,0.254,0.352,0.299,0.296,15.15,28.48,3.7
"Taylor, Jeff",Big 10,Penn State,Fr,P,,,6,32,18.75,15.63,3.12,0.36,0.469,0.52,0.424,12.5,18.75,6.31
"Teague, Logan",OVC,Eastern Ky.,Jr,P,,,26,124,24.19,11.29,12.9,0.315,0.403,0.481,0.384,18.55,16.94,3.69
"Tedeschi, Joshua",Pac 12,Utah,Jr,P,,,35,200,20,9,11,0.293,0.37,0.391,0.335,21.5,20,3.2
"Teel, Carson",Big 12,Oklahoma State,Jr,P,2018,491,50.4,272,23.9,6.99,16.91,0.254,0.324,0.383,0.309,20.59,21.32,3.98
"Tellache, Nico",Pac 12,Oregon,So,P,,,8.4,48,16.67,20.83,-4.16,0.316,0.458,0.553,0.433,22.92,14.58,7.91
"Teller, Brent",Northeast,Sacred Heart,Jr,P,,,53.2,288,18.06,14.58,3.48,0.287,0.396,0.397,0.352,20.83,19.79,5.01
"Temple, Austin",ASUN,Jacksonville,Fr,P,,,13.2,78,23.08,19.23,3.85,0.339,0.487,0.576,0.452,11.54,15.38,6.48
"Teofilo, Faleniko",OVC,Jacksonville St.,Jr,P,,,4.6,29,20.69,3.45,17.24,0.37,0.414,0.815,0.503,20.69,17.24,7.49
"Terry, Jake",Big 12,Oklahoma,Fr,P,,,4.2,20,10,10,0,0.278,0.35,0.611,0.4,10,45,6.72
"Terry, Ryan",Sun Belt,South Ala.,Jr,P,,,3.1,27,22.22,33.33,-11.11,0.353,0.593,0.588,0.508,11.11,7.41,13.15
"Terwilliger, Ben",American East,Maine,Fr,INF,,,2.1,13,30.77,23.08,7.69,0.3,0.462,0.3,0.362,7.69,15.38,3.62
"Theetge, Steve",Northeast,Bryant,Jr,P,,,26.9,151,13.91,9.93,3.98,0.305,0.364,0.422,0.336,25.17,19.87,4.34
"Theodorellis, Peter",Northeast,Fairleigh Dickinson,Fr,1B,,,6.1,37,16.22,10.81,5.41,0.345,0.459,0.724,0.482,18.92,16.22,11.02
"Theriot, Brayden",Sun Belt,Texas State,Jr,P,,,22.1,142,9.15,16.2,-7.05,0.265,0.387,0.402,0.351,25.35,26.06,7.58
"Therrian, Blake",Southern,Western Caro.,So,P,,,18.2,82,17.07,13.41,3.66,0.257,0.354,0.457,0.349,21.95,24.39,5.56
"Thiessen, Jacob",ASUN,USC Upstate,Jr,P,,,12.1,61,14.75,8.2,6.55,0.346,0.377,0.558,0.381,21.31,19.67,3.97
"Thomas, Brandon",Southwestern,Alcorn,Jr,P,,,4.2,34,8.82,17.65,-8.83,0.3,0.5,0.45,0.416,5.88,26.47,12.67
"Thomas, Brycen",Conference USA,Middle Tenn,Fr,UT,,,1,6,0,33.33,-33.33,0.25,0.5,1,0.566,0,50,22.15
"Thomas, Connor",ACC,Georgia Tech,So,P,,,29.8,148,22.97,5.41,17.56,0.315,0.351,0.485,0.35,28.38,8.78,3.28
"Thomas, Dylan",Big West,Hawaii,So,P,2018,1144,19.1,88,25,3.41,21.59,0.214,0.261,0.345,0.266,26.14,23.86,2.99
"Thomas, Harry",Big South,Campbell,Sr,P,,,16.5,100,16,14,2,0.244,0.33,0.346,0.293,25,18,4.54
"Thomas, Levi",Sun Belt,Troy,Fr,P,,,13.1,59,33.9,11.86,22.04,0.196,0.288,0.412,0.301,11.86,23.73,4.67
"Thomas, Nathan",Mid American,Northern Ill.,So,P,,,36.3,175,17.71,18.86,-1.15,0.213,0.36,0.301,0.305,20,23.43,4.97
"Thomas, Quenten",Mid-Eastern,Norfolk St.,So,P,,,5.2,42,9.52,21.43,-11.91,0.267,0.429,0.433,0.375,16.67,26.19,7.38
"Thomas, Tanner",Pac 12,Utah,Sr,P,,,57.6,314,15.61,10.51,5.1,0.305,0.385,0.402,0.345,21.34,21.97,4.21
"Thomas, Tyler",Big 12,Baylor,Fr,P,,,13.2,72,29.17,19.44,9.73,0.235,0.431,0.314,0.35,8.33,16.67,4.28
"Thomas, Zack",Western Athletic,Chicago St.,Sr,P,,,25.6,187,21.39,13.37,8.02,0.26,0.401,0.38,0.353,13.9,24.06,5.76
"Thompson, Cooper",Northeast,Sacred Heart,Fr,P,,,13.2,72,9.72,18.06,-8.34,0.321,0.444,0.5,0.405,13.89,29.17,6.25
"Thompson, Jarrett",Big South,Gardner-Webb,Jr,P,,,20.8,127,20.47,7.87,12.6,0.309,0.378,0.391,0.338,18.11,21.26,2.67
"Thompson, Noah",ASUN,Lipscomb,Fr,P,,,17,79,6.33,10.13,-3.8,0.304,0.38,0.435,0.354,20.25,34.18,4.91
"Thompson, Noah",Big East,Seton Hall,So,P,,,11.1,65,20,16.92,3.08,0.216,0.354,0.294,0.3,24.62,16.92,5.22
"Thompson, Riley",ACC,Louisville,Jr,P,2018,338,20.1,111,26.13,18.02,8.11,0.224,0.378,0.282,0.31,17.12,16.22,3.69
"Thompson, Ryan",Big 10,Illinois,So,P,,,27,124,28.23,9.68,18.55,0.176,0.306,0.216,0.253,29.84,9.68,3.26
"Thompson, Sean",Atlantic 10,VCU,Sr,P,,,72,349,22.64,11.46,11.18,0.223,0.318,0.295,0.28,18.05,27.22,3.47
"Thompson, Tyler",OVC,Austin Peay,So,P,,,9,65,18.46,21.54,-3.08,0.347,0.492,0.469,0.423,13.85,16.92,5.48
"Thompson, Zach",Southland,New Orleans,Jr,P,,,1.2,13,23.08,38.46,-15.38,0.286,0.615,0.714,0.544,0,15.38,23.98
"Thompson, Zack",SEC,Kentucky,So,P,2019,,29.2,133,38.35,9.02,29.33,0.145,0.248,0.222,0.222,18.05,18.8,2.19
"Thomsen, Kevin",Ivy League,Princeton,Sr,P,,,4.9,44,11.36,6.82,4.54,0.487,0.545,0.897,0.595,15.91,18.18,14.78
"Thomson, Tanner",Sun Belt,Georgia St.,Sr,P,,,17,115,24.35,16.52,7.83,0.283,0.409,0.413,0.364,13.04,20,5.85
"Thoresen, Sam",Big 10,Minnesota,Fr,P,,,12.2,61,21.31,19.67,1.64,0.191,0.361,0.255,0.295,24.59,16.39,4.21
"Thorington, Tyler",Mid American,Western Mich.,So,P,,,5.3,39,17.95,25.64,-7.69,0.414,0.564,0.517,0.475,10.26,15.38,6.17
"Threehouse, Evan",Big South,Radford,So,P,,,10.7,68,20.59,10.29,10.3,0.259,0.338,0.397,0.318,13.24,29.41,2.77
"Thurston, Ryan",Conference USA,Western Ky.,Sr,P,,,67.8,356,26.69,14.04,12.65,0.261,0.385,0.376,0.342,19.38,15.17,3.96
"Tibbs, Austin",Conference USA,Western Ky.,Sr,P,,,11,46,21.74,8.7,13.04,0.262,0.326,0.333,0.293,19.57,26.09,2.42
"Tieman, Jon",Horizon,Valparaiso,So,P,,,45.1,230,15.22,10,5.22,0.299,0.37,0.438,0.35,22.17,23.91,4.7
"Tighman, Andew",Colonial,UNCW,Jr,P,,,2,9,0,0,0,0.444,0.444,0.556,0.431,55.56,0,3.15
"Tillotson, Paul",Big 10,Nebraska,Fr,P,,,12.2,57,17.54,3.51,14.03,0.315,0.351,0.37,0.318,31.58,15.79,2.25
"Tinder, Trevor",SEC,Georgia,Jr,P,,,2.3,29,27.59,24.14,3.45,0.19,0.379,0.238,0.3,17.24,13.79,5.32
"Tirado, Jose",Southwestern,Jackson St.,Sr,P,,,18.2,98,13.27,7.14,6.13,0.247,0.347,0.318,0.304,20.41,31.63,3.86
"Todorowski, Billy",Mid American,Toledo,Jr,P,,,1.2,13,23.08,38.46,-15.38,0.375,0.615,0.5,0.496,7.69,7.69,10.65
"Toe, Sylvester",Conference USA,UAB,So,P,,,4.7,38,13.16,26.32,-13.16,0.321,0.5,0.464,0.427,23.68,13.16,7.4
"Toelken, Andy",SEC,Missouri,Sr,P,2018,579,49.4,228,18.86,11.4,7.46,0.244,0.333,0.386,0.316,22.37,24.12,4.69
"Toikka, Braeden",Horizon,Ill.-Chicago,Jr,P,,,5,30,23.33,10,13.33,0.375,0.5,0.542,0.455,16.67,10,6.55
"Tolson, Marty",Mid-Eastern,UMES,So,P,,,20.7,113,11.5,12.39,-0.89,0.368,0.434,0.579,0.423,20.35,21.24,5.8
"Tom, Tristan",Sun Belt,UT Arlington,So,P,,,3.2,17,23.53,11.76,11.77,0.267,0.353,0.267,0.288,17.65,23.53,2.52
"Tomczyk, Luke",American East,UMass Lowell,Sr,P,,,13.6,81,20.99,25.93,-4.94,0.167,0.383,0.283,0.32,19.75,20.99,6.24
"Tomfohrde, Patrick",Horizon,Milwaukee,Fr,P,,,12,45,17.78,8.89,8.89,0.244,0.311,0.39,0.303,24.44,26.67,2.81
"Tomlinson, Will",Ivy League,Brown,So,P,,,20.3,107,20.56,14.95,5.61,0.235,0.364,0.329,0.315,14.95,25.23,4.43
"Toner, Michael",Colonial,William & Mary,Sr,P,,,20,121,15.7,7.44,8.26,0.324,0.372,0.486,0.368,25.62,20.66,4.55
"Toohers, Ryan",Big East,Villanova,So,1B,,,0.1,3,0,33.33,-33.33,0,0.667,0,0.471,0,33.33,63.15
"Toplikar, Trenton",Big West,UC Riverside,So,P,,,39.8,198,13.64,4.55,9.09,0.32,0.359,0.42,0.337,26.26,22.22,3.42
"Torbert, Luke",ASUN,Kennesaw State,Fr,P,,,6.1,30,16.67,6.67,10,0.32,0.4,0.64,0.428,16.67,23.33,7.74
"Torres-Lopez, Luis",Mid-Eastern,Savannah St.,Fr,P,,,9.2,51,11.76,9.8,1.96,0.364,0.431,0.523,0.407,29.41,13.73,5.21
"Torres, Hunter",American East,Albany (NY),Jr,P,,,15.1,90,20,7.78,12.22,0.215,0.289,0.329,0.273,32.22,16.67,3.41
"Torres, Joseph",Big West,UC Davis,Jr,P,,,2.1,10,10,0,10,0.4,0.4,0.6,0.42,20,30,2.19
"Torres, Rauvardo",Southwestern,Jackson St.,Jr,P,,,7.1,37,5.41,8.11,-2.7,0.382,0.432,0.441,0.384,18.92,32.43,3.85
"Toth, Austin",Southwestern,Ark. Pine Bluff,Jr,UT,,,1.2,9,11.11,0,11.11,0.444,0.444,0.444,0.39,22.22,22.22,1.48
"Towns, Parker",Missouri Valley,Dallas Baptist,Jr,P,2018,1108,7.1,40,22.5,15,7.5,0.375,0.45,0.531,0.413,12.5,15,3.15
"Townsend-Chase, Jimmy",Mid American,Western Mich.,Sr,P,,,33.5,180,10,14.44,-4.44,0.267,0.383,0.418,0.351,21.67,27.78,5.92
"Townsend, Christian",ASUN,FGCU,Sr,P,,,6.2,75,10.67,17.33,-6.66,0.377,0.48,0.557,0.443,26.67,13.33,8.95
"Townsend, Cole",Sun Belt,Little Rock,Sr,P,,,29.8,147,24.49,10.2,14.29,0.242,0.327,0.43,0.326,23.81,17.69,4.62
"Townsend, Colin",Atlantic 10,Saint Louis,Fr,P,,,7,31,12.9,3.23,9.67,0.345,0.387,0.655,0.437,32.26,16.13,6.58
"Townsend, Grant",Summit League,Oral Roberts,Jr,P,2018,1016,10.1,50,26,8,18,0.333,0.4,0.667,0.445,8,26,7.21
"Townsend, Michael",Pac 12,UCLA,Fr,P,,,4,17,11.76,11.76,0,0.214,0.294,0.214,0.236,23.53,29.41,3.65
"Trabacchi, Nick",American East,UMBC,Fr,P,,,6,23,13.04,17.39,-4.35,0.105,0.261,0.105,0.197,39.13,21.74,4.15
"Trace, Austin",Horizon,Youngstown St.,Fr,C,,,0.1,4,25,50,-25,0.5,0.75,1,0.656,0,0,43.15
"Trautner, Alex",Big West,UC Davis,Jr,P,,,1.2,8,12.5,0,12.5,0.167,0.375,0.333,0.336,37.5,12.5,6.48
"Trautwein, Wyatt",Horizon,Ill.-Chicago,Sr,P,,,10.3,45,13.33,15.56,-2.23,0.143,0.311,0.229,0.262,35.56,17.78,5.87
"Tremblay, Derek",Southern,VMI,So,P,,,9.3,70,8.57,8.57,0,0.397,0.457,0.534,0.42,20,21.43,4.76
"Tressler, Ethan",Big South,UNC Asheville,Fr,P,,,4,21,14.29,28.57,-14.28,0.214,0.429,0.429,0.377,14.29,23.81,9.4
"Treu, Hudson",Big 12,Kansas State,Sr,P,,,24.3,130,19.23,13.85,5.38,0.257,0.362,0.543,0.376,20,20.77,7.84
"Treuel, Will",Northeast,Bryant,Fr,P,,,1.2,9,11.11,33.33,-22.22,0.167,0.444,0.167,0.328,22.22,22.22,8.98
"Treyes, Corey",Mid-Eastern,Coppin St.,So,P,,,14.2,71,25.35,7.04,18.31,0.238,0.31,0.333,0.286,18.31,23.94,3.92
"Triantos, Thomas",Big West,Cal Poly,So,P,,,12.8,73,10.96,13.7,-2.74,0.333,0.425,0.476,0.392,28.77,17.81,4.24
"Tribucher, William",Big 10,Michigan,Jr,P,,,28.5,164,32.32,11.59,20.73,0.226,0.329,0.314,0.291,17.68,14.63,2.76
"Trichel, Cole",Sun Belt,La.-Monroe,So,P,,,5.3,38,15.79,10.53,5.26,0.529,0.579,0.676,0.537,15.79,10.53,3.15
"Triebold, Tucker",Big 10,Penn State,So,P,,,1.8,18,5.56,11.11,-5.55,0.375,0.444,0.625,0.448,38.89,11.11,5.37
"Trimble, Sean",Sun Belt,South Ala.,Jr,P,,,8.9,48,8.33,16.67,-8.34,0.25,0.375,0.5,0.375,37.5,16.67,7.87
"Triplett, Jeremiah",Southern,UNCG,So,P,,,5.4,29,27.59,17.24,10.35,0.182,0.345,0.227,0.278,17.24,17.24,3.52
"Tripp, Christian",Mountain West,New Mexico,Jr,P,2018,380,23.8,147,14.97,6.12,8.85,0.293,0.34,0.383,0.315,24.49,24.49,3.23
"Tripp, Dayton",ASUN,Lipscomb,Sr,P,,,32.3,179,7.82,13.41,-5.59,0.349,0.43,0.474,0.391,31.84,15.64,5.31
"Tritch, Blake",Summit League,North Dakota St.,So,P,,,10.2,49,10.2,10.2,0,0.293,0.388,0.317,0.322,24.49,24.49,4.23
"Troutt, Riley",Big 12,West Virginia,So,P,,,6,40,17.5,10,7.5,0.294,0.375,0.441,0.353,20,22.5,5.48
"Trower, Grant",Western Athletic,Chicago St.,Sr,P,,,18.6,120,12.5,10,2.5,0.36,0.442,0.52,0.411,16.67,24.17,5.67
"Trower, Grayson",Mid-Eastern,UMES,Sr,OF,,,0.1,2,0,50,-50,0,0.5,0,0.345,0,50,33.15
"Troye, Chris",Big West,UC Santa Barbara,Fr,C,,,5.1,31,35.48,25.81,9.67,0.286,0.484,0.524,0.432,6.45,6.45,6.68
"Truso, Austin",Summit League,North Dakota St.,Jr,P,,,1,6,16.67,16.67,0,0.4,0.5,0.6,0.468,33.33,0,4.15
"Tucker, Bryce",AAC,UCF,Jr,P,2018,406,24,131,39.69,12.21,27.48,0.167,0.282,0.213,0.236,10.69,18.32,1.73
"Tully, Scott",ACC,Notre Dame,Sr,P,,,41,227,15.86,10.13,5.73,0.263,0.357,0.397,0.332,17.18,29.96,5.49
"Tuohy, Alec",Big 10,Maryland,Sr,P,,,4,22,13.64,22.73,-9.09,0.313,0.5,0.5,0.441,13.64,22.73,9.4
"Turcotte, Sam",American East,Stony Brook,So,P,,,19.7,110,20,12.73,7.27,0.237,0.345,0.28,0.29,18.18,26.36,3.35
