Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"Kelly, Sean",Northeast,Mt. St. Marys,So,1B,,,144,0.185,0.257,0.315,2,0.131,0,1,28.47,7.64,-20.83,0.253,0.254,-10,8
"Kelly, Shane",Northeast,Bryant,Fr,OF,,,168,0.296,0.411,0.444,3,0.148,4,4,19.64,11.9,-7.74,0.359,0.374,6,26
"Kelly, Trevor",Atlantic 10,George Mason,Sr,1B,,,790,0.286,0.332,0.429,17,0.143,4,6,17.47,4.81,-12.66,0.327,0.329,-4,92
"Kelton, Koby",West Coast,BYU,Fr,INF,,,29,0.207,0.207,0.379,0,0.172,0,0,27.59,0,-27.59,0.286,0.243,-2,1
"Kemp, Chase",Southland,Lamar,Fr,INF,,,111,0.184,0.27,0.224,0,0.041,0,1,9.91,5.41,-4.5,0.207,0.234,-9,4
"Kemp, Ryan",Conference USA,Middle Tenn,Sr,2B,,,377,0.35,0.401,0.526,11,0.176,18,23,7.43,8.75,1.32,0.355,0.401,21,67
"Kendall, Kevin",Pac 12,UCLA,Fr,INF,,,197,0.278,0.345,0.391,3,0.112,13,15,20.81,8.12,-12.69,0.344,0.326,-1,23
"Kendrick, Andrew",Horizon,Youngstown St.,Sr,1B,,,642,0.227,0.354,0.439,30,0.212,6,10,26.48,13.24,-13.24,0.269,0.346,6,84
"Keng, Chase",Conference USA,UTSA,Fr,OF,,,122,0.25,0.336,0.389,2,0.139,4,5,21.31,9.84,-11.47,0.313,0.319,-2,13
"Kengott, Jared",Missouri Valley,Southern Ill.,So,OF,,,91,0.267,0.385,0.373,1,0.107,2,3,25.27,14.29,-10.98,0.365,0.34,0,11
"Kenley, Jack",SEC,Arkansas,So,INF,,,114,0.19,0.333,0.226,0,0.036,2,3,24.56,13.16,-11.4,0.276,0.283,-5,9
"Kennedy, Evan",Big 10,Purdue,Sr,C,,,238,0.243,0.328,0.33,1,0.087,4,4,18.49,8.82,-9.67,0.301,0.297,-8,21
"Kensinger, Tim",Metro Atlantic,Canisius,Sr,OF,,,416,0.263,0.373,0.329,1,0.066,11,20,18.51,11.3,-7.21,0.335,0.323,-4,47
"Kephart, Matthew",Northeast,Mt. St. Marys,Fr,C,,,57,0.159,0.298,0.182,0,0.023,0,0,33.33,17.54,-15.79,0.269,0.244,-4,3
"Kerbs, Caleb",American East,Maine,Jr,INF,,,504,0.24,0.313,0.309,3,0.069,8,13,16.07,8.73,-7.34,0.284,0.283,-22,39
"Kerner, Adam",West Coast,San Diego,Fr,INF,,,171,0.338,0.415,0.48,2,0.142,2,2,19.88,8.19,-11.69,0.421,0.388,8,29
"Kerr, Jimmy",Big 10,Michigan,Jr,INF,,,232,0.253,0.332,0.366,2,0.113,5,7,20.69,11.21,-9.48,0.315,0.31,-5,23
"Kerr, Ryland",OVC,Eastern Ky.,Jr,INF,,,507,0.32,0.355,0.45,7,0.129,14,20,23.67,5.13,-18.54,0.414,0.349,6,68
"Kerschner, Alex",ACC,Notre Dame,Sr,OF,,,193,0.268,0.363,0.415,2,0.146,0,2,15.54,13.47,-2.07,0.318,0.343,1,25
"Kersey, Chris",Patriot,Lehigh,Sr,INF,,,395,0.312,0.403,0.439,4,0.128,15,22,11.9,13.16,1.26,0.349,0.373,13,61
"Kessinger, Grae",SEC,Ole Miss,So,INF,2019,,474,0.252,0.342,0.385,10,0.134,10,14,13.5,11.81,-1.69,0.274,0.324,-4,53
"Kessinger, Nolan",Atlantic 10,Massachusetts,So,OF,,,379,0.292,0.367,0.371,1,0.079,5,8,14.51,7.65,-6.86,0.347,0.335,0,46
"Kessler, Coltyn",SEC,Kentucky,Fr,C,,,41,0.147,0.268,0.176,0,0.029,0,0,31.71,9.76,-21.95,0.227,0.219,-4,1
"Keys, J.C.",Conference USA,Southern Miss,Jr,P,,,4,0,0,0,0,0,0,0,75,0,-75,0,0,-1,-1
"Keys, Jaylon",Conference USA,Southern Miss,Jr,INF,,,42,0.257,0.357,0.343,1,0.086,1,2,26.19,11.9,-14.29,0.348,0.322,0,5
"Khan, Pierce",Sun Belt,La.-Monroe,Jr,INF,,,93,0.256,0.323,0.295,1,0.038,4,7,13.98,8.6,-5.38,0.288,0.285,-4,7
"Khawam, Christian",Conference USA,FIU,Sr,OF,,,187,0.265,0.369,0.342,1,0.077,6,10,17.11,10.16,-6.95,0.323,0.324,-2,21
"Kiel, Alex",Western Athletic,Northern Colo.,Sr,C,,,361,0.288,0.36,0.376,4,0.088,5,6,22.71,10.53,-12.18,0.377,0.334,0,44
"Kilgore, Will",Sun Belt,Georgia St.,Sr,INF,,,547,0.267,0.362,0.417,13,0.15,8,11,22.67,12.07,-10.6,0.335,0.345,5,71
"Kim, Andres",ASUN,USC Upstate,Jr,INF,,,200,0.265,0.36,0.29,0,0.025,3,4,17,9.5,-7.5,0.331,0.308,-5,20
"Kim, Josh",Big East,Villanova,Fr,INF,,,172,0.239,0.395,0.284,0,0.045,3,5,20.93,15.12,-5.81,0.323,0.324,-2,19
"Kim, Ryan",West Coast,Portland,So,OF,,,268,0.236,0.317,0.348,4,0.112,7,10,20.9,10.82,-10.08,0.293,0.298,-8,24
"Kimball, Tyler",Southland,SFA,Jr,INF,,,41,0.063,0.171,0.094,0,0.031,0,0,31.71,12.2,-19.51,0.1,0.147,-7,-2
"Kimbrell, Forest",Mid-Eastern,N.C. A&T,Sr,INF,,,407,0.238,0.31,0.284,3,0.046,28,32,17.94,8.6,-9.34,0.289,0.275,-21,29
"Kimmell, Tripp",Mid-Eastern,Delaware St.,Fr,PH,,,53,0.265,0.321,0.265,0,0,0,2,18.87,3.77,-15.1,0.333,0.269,-3,4
"King, Alex",Atlantic 10,Saint Louis,Sr,SS,2018,1059,917,0.283,0.366,0.438,24,0.156,21,33,17.12,11.01,-6.11,0.324,0.353,14,126
"King, Jason",Mid-Eastern,N.C. A&T,Jr,OF,,,117,0.226,0.282,0.255,0,0.028,1,1,31.62,6.84,-24.78,0.348,0.247,-9,6
"King, Khaalis",Southwestern,Grambling,So,INF,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"King, Riley",SEC,Georgia,Fr,INF,,,8,0.167,0.375,0.167,0,0,0,0,25,25,0,0.25,0.282,0,1
"King, Ryan",Big 10,Michigan State,Fr,INF,,,156,0.259,0.282,0.287,0,0.028,0,2,16.03,4.49,-11.54,0.308,0.255,-11,9
"Kinneman, Brett",ACC,NC State,Jr,OF,2018,204,689,0.282,0.388,0.54,33,0.258,16,19,24.24,14.37,-9.87,0.339,0.393,34,118
"Kinney, Payton",Summit League,Omaha,Sr,P,,,4,0,0.25,0,0,0,0,0,50,25,-25,0,0.173,-1,0
"Kinney, William",Southern,The Citadel,Sr,P,,,864,0.258,0.336,0.383,12,0.125,19,24,19.68,8.56,-11.12,0.317,0.321,-10,95
"Kinsey, Fran",Metro Atlantic,Iona,Jr,INF,,,559,0.281,0.349,0.341,1,0.06,12,18,13.42,9.66,-3.76,0.326,0.31,-12,56
"Kirk, Bryce",West Coast,Pacific,Fr,C,,,21,0.316,0.381,0.368,0,0.053,0,0,28.57,9.52,-19.05,0.462,0.334,0,3
"Kirkpatrick, Justin",Mid American,Ball St.,Sr,INF,,,251,0.231,0.303,0.324,3,0.093,7,11,27.89,7.97,-19.92,0.329,0.287,-10,20
"Kiser, Brian",Western Athletic,New Mexico St.,Sr,OF,,,51,0.261,0.294,0.348,1,0.087,0,0,15.69,5.88,-9.81,0.282,0.277,-2,4
"Kjerstad, Heston",SEC,Arkansas,Fr,OF,2020,,313,0.332,0.419,0.553,14,0.221,3,3,17.57,8.31,-9.26,0.365,0.412,20,59
"Kjolsing, Tony",Summit League,South Dakota St.,Sr,INF,,,691,0.26,0.356,0.407,15,0.147,34,42,24.31,12.3,-12.01,0.335,0.338,2,86
"Klein, Bailey",Atlantic 10,George Mason,Jr,C,,,88,0.237,0.295,0.461,4,0.224,0,0,21.59,7.95,-13.64,0.255,0.322,-1,10
"Klein, Brian",Big 12,Texas Tech,So,INF,,,332,0.302,0.386,0.459,6,0.157,4,5,15.96,12.65,-3.31,0.346,0.365,8,49
"Klein, Michael",Mid American,Ohio,Sr,INF,,,450,0.261,0.353,0.428,12,0.167,3,4,21.33,10.67,-10.66,0.315,0.342,3,58
"Klemann, Connor",Big 10,Penn State,Jr,INF,,,329,0.229,0.331,0.312,4,0.082,7,8,20.06,11.25,-8.81,0.283,0.294,-11,29
"Klenke, Ben",Big 10,Nebraska,So,OF,,,101,0.18,0.248,0.247,0,0.067,1,1,28.71,7.92,-20.79,0.267,0.229,-9,3
"Kleszcz, Cole",Big West,UC Santa Barbara,So,OF,,,22,0.053,0.182,0.105,0,0.053,0,1,36.36,4.55,-31.81,0.091,0.153,-3,-1
"Kloehn, A.J.",Patriot,Lafayette,Sr,C,,,285,0.194,0.302,0.285,4,0.091,1,3,26.67,11.58,-15.09,0.265,0.272,-15,20
"Kloehr, Daniel",Summit League,Oral Roberts,So,INF,,,14,0.167,0.214,0.25,0,0.083,0,0,14.29,7.14,-7.15,0.182,0.201,-2,0
"Klosterboer, Ethan",Sun Belt,Texas State,Jr,INF,,,18,0.077,0.333,0.077,0,0,0,0,38.89,22.22,-16.67,0.167,0.242,-1,1
"Klotz, Kyle",OVC,Belmont,Jr,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klugerman, Evan",Patriot,Bucknell,Jr,C,,,342,0.258,0.368,0.371,4,0.113,12,13,16.08,14.33,-1.75,0.303,0.334,0,41
"Kmet, Cole",ACC,Notre Dame,Fr,INF,,,4,0.333,0.5,0.333,0,0,0,0,25,25,0,0.5,0.392,0,1
"Knauth, Kyle",Southland,Nicholls St.,Sr,C,,,630,0.296,0.402,0.436,12,0.14,4,8,14.13,12.38,-1.75,0.334,0.369,18,95
"Knehr, Reiss",Atlantic 10,Fordham,Jr,INF,2018,591,226,0.236,0.288,0.387,6,0.151,15,21,26.55,7.52,-19.03,0.299,0.293,-8,20
"Knernschield, Ryan",OVC,Eastern Ill.,So,C,,,178,0.306,0.36,0.376,1,0.07,0,1,19.1,6.74,-12.36,0.382,0.33,-1,21
"Knight, Caleb",ACC,Virginia,Sr,C,,,327,0.26,0.422,0.402,7,0.142,1,3,16.82,14.68,-2.14,0.305,0.375,11,51
"Knowles, Gabe",Big 10,Minnesota,Fr,OF,,,8,0,0.125,0,0,0,0,0,50,12.5,-37.5,0,0.086,-2,-1
"Knowles, Logan",Patriot,Navy,Sr,OF,,,867,0.287,0.385,0.382,3,0.095,41,48,7.27,12.34,5.07,0.31,0.349,10,116
"Knudsen, Riley",Colonial,Col. of Charleston,Sr,INF,,,101,0.193,0.337,0.398,5,0.205,0,0,22.77,14.85,-7.92,0.2,0.327,-1,12
"Koch, Grant",SEC,Arkansas,Jr,C,2018,144,620,0.258,0.361,0.44,22,0.182,5,8,17.9,13.23,-4.67,0.286,0.349,7,83
"Koch, Ryan",Western Athletic,CSU Bakersfield,Jr,C,,,203,0.257,0.31,0.432,4,0.175,1,1,13.79,6.4,-7.39,0.279,0.317,-3,22
"Kocher, Ben",OVC,Belmont,Sr,INF,,,726,0.258,0.364,0.372,11,0.113,14,21,15.01,12.95,-2.06,0.296,0.332,-2,87
"Kochmansky, Jake",Patriot,Lehigh,So,1B,,,40,0.194,0.225,0.25,0,0.056,1,1,27.5,5,-22.5,0.269,0.212,-4,1
"Kocinski, Greg",Metro Atlantic,Marist,Sr,INF,,,566,0.274,0.355,0.403,11,0.13,5,6,17.49,11.31,-6.18,0.319,0.334,0,69
"Kocis, Garrett",Missouri Valley,Wichita St.,Fr,UT,,,14,0.231,0.286,0.308,0,0.077,0,0,42.86,7.14,-35.72,0.429,0.264,-1,1
"Koehler, Matthew",Southern,Western Caro.,Jr,OF,,,553,0.262,0.351,0.398,10,0.136,23,30,22.24,9.95,-12.29,0.332,0.332,-1,66
"Koelzer, Clay",Big 12,Texas Tech,So,C,,,117,0.212,0.333,0.283,0,0.071,1,1,29.06,13.68,-15.38,0.323,0.286,-5,9
"Koenig, Michael",Sun Belt,Coastal Carolina,Jr,INF,,,80,0.269,0.35,0.373,0,0.104,1,1,22.5,12.5,-10,0.36,0.323,-1,9
"Koep, Hunter",Summit League,North Dakota St.,Fr,UT,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kokoska, Zach",ACC,Virginia Tech,Fr,OF,,,15,0.267,0.267,0.333,0,0.067,0,0,26.67,0,-26.67,0.364,0.258,-1,1
"Kokoski, Steven",Metro Atlantic,Niagara,Fr,C,,,37,0.176,0.243,0.353,1,0.176,0,0,37.84,2.7,-35.14,0.263,0.26,-2,2
"Kolesar, Michael",Mountain West,Air Force,Fr,OF,,,32,0.241,0.281,0.483,2,0.241,0,2,31.25,3.13,-28.12,0.294,0.329,0,4
"Kondo, Nick",American East,Albany (NY),So,INF,,,327,0.211,0.355,0.277,2,0.066,15,22,20.8,14.07,-6.73,0.274,0.301,-9,31
"Kone, Zack",ACC,Duke,Jr,INF,2018,384,789,0.289,0.34,0.381,8,0.092,22,34,13.69,6.34,-7.35,0.328,0.318,-11,85
"Konecny-Pena, Hunter",West Coast,Pacific,So,INF,,,5,0,0.4,0,0,0,0,0,40,20,-20,0,0.282,0,0
"Koniencki, Clay",Metro Atlantic,Monmouth,Jr,C,,,302,0.253,0.371,0.369,4,0.116,2,3,22.19,11.26,-10.93,0.33,0.336,0,37
"Konishi, Connor",Mountain West,San Jose St.,Fr,P,,,129,0.248,0.318,0.257,0,0.009,0,0,14.73,9.3,-5.43,0.297,0.273,-7,9
"Koos, Jacob",ASUN,Stetson,Jr,OF,,,685,0.29,0.371,0.37,3,0.08,49,64,9.64,11.24,1.6,0.319,0.332,-2,82
"Kopach, Connor",Missouri Valley,Southern Ill.,Sr,INF,2018,748,825,0.297,0.366,0.45,13,0.152,75,96,17.09,8.85,-8.24,0.348,0.353,13,113
"Koppens, Mason",Colonial,Northeastern,Sr,OF,,,718,0.26,0.32,0.324,1,0.064,32,49,21.17,7.66,-13.51,0.34,0.294,-25,63
"Korchak, Mike",Patriot,Bucknell,Sr,OF,,,234,0.183,0.218,0.283,4,0.1,0,3,21.79,4.27,-17.52,0.216,0.218,-23,5
"Kornacker, Mike",Big 10,Purdue,Jr,P,,,21,0.1,0.143,0.1,0,0,0,0,33.33,4.76,-28.57,0.154,0.117,-4,-1
"Korte, Jeff",Big 10,Illinois,Jr,C,,,192,0.261,0.344,0.382,3,0.121,0,0,10.94,8.33,-2.61,0.28,0.322,-2,21
"Koss, Christian",Big West,UC Irvine,So,INF,,,371,0.246,0.296,0.319,1,0.073,4,7,18.33,7.01,-11.32,0.303,0.279,-18,28
"Kovalcik, Carter",Mid-Eastern,N.C. Central,Sr,P,,,4,0.333,0.5,0.333,0,0,0,0,25,25,0,0.5,0.392,0,1
"Kozemchak, Matt",Patriot,Lehigh,Sr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Kozicky, Jordan",Big 10,Minnesota,So,INF,,,432,0.296,0.394,0.447,9,0.151,6,7,18.52,11.57,-6.95,0.354,0.367,12,64
"Kozorosky, CJ",Northeast,Mt. St. Marys,Fr,OF,,,56,0.224,0.286,0.224,0,0,3,4,35.71,8.93,-26.78,0.379,0.243,-4,2
"Kraft, Steven",Conference USA,Western Ky.,Sr,UT,,,653,0.32,0.409,0.445,10,0.126,17,24,14.85,11.64,-3.21,0.373,0.377,23,103
"Krainz, Ryan",Ivy League,Cornell,Sr,INF,,,342,0.337,0.43,0.396,0,0.059,18,26,12.87,14.33,1.46,0.393,0.369,10,52
"Kramer, Shea",Pac 12,Utah,Fr,INF,,,135,0.225,0.267,0.325,2,0.1,0,1,16.3,6.67,-9.63,0.25,0.259,-9,8
"Kratt, Evan",Mid American,Central Mich.,Jr,C,,,440,0.285,0.373,0.324,0,0.039,2,3,21.36,11.82,-9.54,0.373,0.32,-6,48
"Kraus, Jack",Horizon,Milwaukee,Fr,C,,,43,0.167,0.302,0.222,0,0.056,1,1,41.86,11.63,-30.23,0.333,0.253,-3,2
"Kregel, Brian",Ivy League,Princeton,Fr,OF,,,26,0.16,0.192,0.16,0,0,0,0,38.46,3.85,-34.61,0.267,0.162,-4,-1
"Kreidler, Ryan",Pac 12,UCLA,So,INF,2019,,411,0.232,0.331,0.342,7,0.11,8,9,18.98,11.92,-7.06,0.273,0.304,-11,39
"Kreiter, Colin",Horizon,Milwaukee,Jr,OF,,,225,0.318,0.4,0.462,4,0.144,8,8,13.33,6.67,-6.66,0.358,0.377,8,35
"Kremer, Kris",Big 10,Penn State,Fr,INF,,,53,0.224,0.283,0.367,0,0.143,0,0,20.75,5.66,-15.09,0.289,0.282,-2,4
"Kreske, Jason",West Coast,San Francisco,Jr,INF,,,37,0.148,0.243,0.148,0,0,0,0,13.51,13.51,0,0.182,0.218,-4,1
"Kreuter, Cole",Big West,UC Irvine,Sr,INF,2018,1083,837,0.271,0.331,0.393,14,0.122,14,27,23.78,7.17,-16.61,0.348,0.318,-12,90
"Kreutzer, Nick",Southwestern,Ark. Pine Bluff,Jr,INF,,,173,0.319,0.451,0.543,5,0.225,1,1,16.76,18.5,1.74,0.371,0.426,13,34
"Kringlen, Keaton",West Coast,BYU,Jr,OF,,,648,0.327,0.387,0.459,11,0.132,6,10,12.5,8.8,-3.7,0.357,0.367,17,97
"Kriss, Alex",Northeast,Mt. St. Marys,Jr,INF,,,555,0.28,0.357,0.389,7,0.109,11,21,17.12,10.45,-6.67,0.332,0.329,-3,65
"Kristan, Ian",Missouri Valley,Bradley,Sr,C,,,519,0.27,0.345,0.399,11,0.129,0,1,20.23,8.29,-11.94,0.327,0.329,-3,61
"Kristofak, Zac",SEC,Georgia,So,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krob, Brendan",Missouri Valley,Evansville,So,C,,,143,0.163,0.266,0.301,3,0.138,1,1,30.77,9.79,-20.98,0.221,0.256,-10,8
"Kroon, Matt",Big 12,Oklahoma State,Jr,3B,2018,527,268,0.3,0.418,0.544,11,0.244,18,22,21.27,13.43,-7.84,0.36,0.414,18,51
"Krowiak, CJ",American East,Binghamton,Sr,OF,,,759,0.304,0.375,0.408,7,0.104,42,56,7.77,9.88,2.11,0.323,0.346,7,100
"Krsolovic, Ronnie",Horizon,Oakland,Jr,INF,,,112,0.202,0.295,0.323,2,0.121,0,0,29.46,8.93,-20.53,0.281,0.277,-5,8
"Krull, William",Metro Atlantic,Canisius,So,C,,,241,0.249,0.361,0.343,4,0.095,3,7,19.92,10.79,-9.13,0.305,0.32,-3,26
"Krumwiede, Keil",Summit League,Omaha,So,INF,,,186,0.228,0.355,0.315,2,0.087,2,2,19.89,16.13,-3.76,0.286,0.31,-4,19
"Krupp, Mack",Big South,Radford,Sr,P,,,2,0.5,0.5,0.5,0,0,0,0,50,0,-50,1,0.439,0,0
"Krusinski, Mike",Colonial,Delaware,Jr,OF,,,63,0.148,0.27,0.222,0,0.074,0,1,33.33,11.11,-22.22,0.242,0.234,-5,2
"Kryzsko, Kade",Big 10,Indiana,Sr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Krzeminski, Cameron",ASUN,FGCU,So,OF,,,30,0.125,0.3,0.125,0,0,1,1,46.67,13.33,-33.34,0.3,0.228,-3,1
"Krzmarzick, Cole",Mountain West,Nevada,Sr,OF,,,671,0.321,0.376,0.421,5,0.1,10,16,7.9,8.2,0.3,0.344,0.355,11,93
"Kuchmaner, Zach",Southern,UNCG,Jr,P,,,121,0.28,0.314,0.402,1,0.121,3,6,17.36,5.79,-11.57,0.333,0.313,-2,13
"Kueber, Garrett",OVC,Austin Peay,Sr,INF,,,207,0.34,0.454,0.5,4,0.16,12,16,21.26,16.43,-4.83,0.443,0.421,15,40
"Kuet, Jesse",Pac 12,Stanford,Sr,INF,,,308,0.243,0.302,0.27,1,0.026,4,5,11.36,5.52,-5.84,0.272,0.265,-18,19
"Kuhns, Ryder",Big West,CSUN,Jr,INF,,,6,0.25,0.5,1,1,0.75,0,0,33.33,33.33,0,0,0.566,1,2
"Kukowski, Mason",Ivy League,Yale,Sr,P,,,6,0,0.333,0,0,0,1,1,0,33.33,33.33,0,0.23,-1,0
"Kuncl, Trevor",Atlantic 10,George Washington,Fr,INF,,,41,0.167,0.268,0.167,0,0,1,2,29.27,7.32,-21.95,0.25,0.214,-4,1
"Kunert, Lenni",Southland,Northwestern St.,So,INF,,,227,0.26,0.357,0.38,4,0.12,1,1,12.78,12.33,-0.45,0.286,0.328,-1,26
"Kunsa, Phillip",Conference USA,Middle Tenn,Sr,OF,,,50,0.227,0.3,0.364,1,0.136,0,1,26,8,-18,0.3,0.296,-2,4
"Kunst, Paul",West Coast,San Diego,So,UT,,,403,0.282,0.35,0.35,3,0.068,12,19,10.92,7.94,-2.98,0.316,0.322,-4,45
"Kunz, Justin",Big South,Gardner-Webb,Jr,C,,,567,0.262,0.367,0.434,14,0.172,1,2,18.87,8.64,-10.23,0.305,0.351,8,77
"Kurtz, Zach",Atlantic 10,Richmond,Jr,INF,,,112,0.236,0.384,0.315,0,0.079,3,3,23.21,16.96,-6.25,0.333,0.326,-1,13
"Kusz, Jake",Southern,UNCG,Sr,C,,,511,0.266,0.333,0.443,17,0.177,3,4,17.42,8.22,-9.2,0.291,0.334,0,62
"Kutruff, Mason",Atlantic 10,Dayton,Sr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Kutzke, Josh",Summit League,South Dakota St.,Jr,INF,,,68,0.224,0.338,0.259,0,0.034,0,0,33.82,14.71,-19.11,0.371,0.28,-3,5
"Kuzbel, Michael",Ivy League,Columbia,Jr,OF,,,45,0.186,0.222,0.256,0,0.07,0,0,24.44,4.44,-20,0.25,0.21,-5,1
"Kuzma, Jack",Big West,Cal Poly,So,INF,,,46,0.132,0.239,0.158,0,0.026,0,0,23.91,13.04,-10.87,0.185,0.202,-5,0
"Kwan, Steven",Pac 12,Oregon St.,Jr,OF,2018,163,597,0.328,0.414,0.418,3,0.089,22,32,6.37,13.74,7.37,0.35,0.377,21,94
"Kwiatkowski, Clayton",ACC,Florida St,So,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyle, Caleb",Southland,Abilene Christian,So,OF,,,182,0.313,0.429,0.49,4,0.177,12,14,10.44,13.19,2.75,0.339,0.404,11,33
"Kyriacou, David",Big 12,Kansas,Jr,INF,,,365,0.226,0.345,0.327,6,0.101,1,1,21.1,10.41,-10.69,0.281,0.31,-8,37
"Labaut, Randy",Pac 12,Arizona,So,P,,,7,0.4,0.429,0.4,0,0,0,0,14.29,14.29,0,0.4,0.35,0,1
"Labella, Nick",Atlantic 10,Fordham,Fr,OF,,,159,0.235,0.327,0.353,3,0.118,4,8,27.67,11.32,-16.35,0.319,0.303,-4,15
"Labosky, Jack",ACC,Duke,Sr,INF,2018,660,884,0.263,0.391,0.431,21,0.168,14,16,23.87,12.78,-11.09,0.338,0.362,20,128
"LaBrasca, Nick",Horizon,Youngstown St.,Fr,1B,,,91,0.277,0.33,0.422,2,0.145,0,0,31.87,6.59,-25.28,0.396,0.324,-1,10
"Lacasio, Noah",Colonial,William & Mary,So,C,,,13,0,0.231,0,0,0,0,0,38.46,15.38,-23.08,0,0.162,-2,0
"Lacayo, Nic",Big 10,Michigan State,Jr,C,,,70,0.226,0.286,0.258,0,0.032,1,2,17.14,4.29,-12.85,0.28,0.254,-5,4
"Lacey, Mitchel",Atlantic 10,VCU,Sr,INF,,,480,0.277,0.385,0.393,9,0.116,7,10,18.54,9.38,-9.16,0.331,0.348,5,64
"Lackey, Lemuel",Southwestern,Alabama A&M,Fr,UT,,,33,0.214,0.273,0.214,0,0,0,0,33.33,9.09,-24.24,0.353,0.237,-3,1
"LaCoste, Peyton",Sun Belt,La.-Monroe,Jr,INF,,,202,0.222,0.312,0.335,5,0.114,4,4,25.25,9.41,-15.84,0.276,0.292,-7,17
"Ladowski, Josh",ACC,North Carolina,So,OF,,,50,0.289,0.36,0.422,0,0.133,3,4,28,10,-18,0.419,0.34,0,6
"LaFleur, Zach",Sun Belt,Louisiana,Sr,OF,,,261,0.245,0.318,0.305,0,0.059,16,24,9.58,7.66,-1.92,0.276,0.29,-10,22
"Lagattuta, John",Pac 12,California,Fr,OF,,,10,0,0.3,0,0,0,0,0,40,20,-20,0,0.21,-1,0
"Lagravinese, Patrick",American East,Albany (NY),Jr,INF,,,479,0.274,0.399,0.357,2,0.083,9,22,11.48,17.75,6.27,0.313,0.345,4,62
"Lagreco, J.P.",Southland,Northwestern St.,Jr,OF,,,254,0.279,0.382,0.391,4,0.112,0,1,22.05,6.69,-15.36,0.357,0.346,2,33
"Lahare, Daniel",Sun Belt,Louisiana,Jr,OF,,,240,0.321,0.388,0.47,4,0.149,6,9,13.75,9.58,-4.17,0.363,0.37,7,36
"Lake, TJ",Big 12,West Virginia,Jr,OF,,,104,0.22,0.298,0.264,0,0.044,7,10,19.23,8.65,-10.58,0.282,0.262,-6,6
"LaManna, David",ACC,Notre Dame,Fr,C,,,182,0.234,0.269,0.281,1,0.048,1,4,15.93,3.85,-12.08,0.273,0.247,-14,9
"Lamb, Culver",Conference USA,Old Dominion,Sr,INF,,,423,0.303,0.376,0.462,13,0.159,13,15,14.66,8.98,-5.68,0.329,0.362,10,61
"Lamb, Haiden",Atlantic 10,VCU,Sr,OF,,,533,0.289,0.338,0.311,0,0.022,42,49,14.26,7.13,-7.13,0.344,0.304,-14,51
"Lamb, Joshua",Conference USA,UTSA,Fr,INF,,,176,0.289,0.358,0.388,0,0.099,2,4,14.2,9.09,-5.11,0.344,0.332,0,21
"Lambeau, Alex",West Coast,Loyola Marymount,Fr,INF,,,28,0.296,0.286,0.519,0,0.222,0,0,39.29,0,-39.29,0.5,0.34,0,4
"Lambert, Chase",West Coast,Pepperdine,Sr,INF,2018,924,564,0.246,0.316,0.361,8,0.115,5,11,12.59,7.27,-5.32,0.269,0.301,-16,53
"Lambert, Gunnar",Conference USA,Fla. Atlantic,Jr,C,,,361,0.262,0.407,0.465,13,0.203,1,1,19.11,18.28,-0.83,0.302,0.383,15,59
"Lambert, Kevin",Conference USA,Western Ky.,So,INF,,,389,0.224,0.275,0.31,6,0.085,4,4,24.68,6.43,-18.25,0.292,0.263,-24,24
"Lambert, Neil",Mid American,Bowling Green,Jr,INF,,,198,0.273,0.369,0.394,2,0.121,12,17,20.2,13.64,-6.56,0.35,0.343,1,25
"Lancaster, Seth",Sun Belt,Coastal Carolina,Sr,3B,2018,227,852,0.283,0.403,0.499,34,0.217,53,68,20.42,17.14,-3.28,0.331,0.394,42,146
"Lancellotti, Joey",ACC,North Carolina,Fr,P,,,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.439,0,0
"Landers, Freddie",Mid-Eastern,Savannah St.,Jr,3B,,,176,0.293,0.398,0.407,3,0.113,1,2,14.2,6.82,-7.38,0.336,0.36,4,25
"Landestoy, Michael",Big 12,TCU,Sr,INF,,,419,0.264,0.344,0.346,5,0.082,9,11,18.38,8.59,-9.79,0.319,0.311,-8,43
"Landry, Michael",Patriot,Lafayette,Fr,INF,,,4,0,0,0,0,0,0,0,75,0,-75,0,0,-1,-1
"Lane, Chase",Big South,Gardner-Webb,So,INF,,,13,0.077,0.077,0.154,0,0.077,0,0,61.54,0,-61.54,0.2,0.096,-3,-1
"Lane, II, Derrick",Southwestern,Mississippi Val.,So,DH,,,19,0.118,0.211,0.176,0,0.059,1,1,73.68,10.53,-63.15,0.667,0.184,-2,0
"Lane, Kam",ACC,Miami (FL),Jr,OF,,,4,0.25,0.25,0.25,0,0,1,1,25,0,-25,0.333,0.22,0,0
