Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"Casaceli, Guy",Big South,Presbyterian,Sr,OF,,,214,0.185,0.304,0.202,0,0.017,6,9,19.16,11.68,-7.48,0.239,0.248,-16,10
"Casals, Danny",American East,Maine,Jr,INF,,,574,0.295,0.392,0.486,18,0.192,24,36,19.86,12.37,-7.49,0.349,0.381,22,92
"Casanova, Trevor",Big West,CSUN,Jr,C,2018,394,257,0.345,0.405,0.48,4,0.135,1,3,14.01,8.17,-5.84,0.384,0.38,10,41
"Cascadden, Tucker",Big 12,Baylor,Sr,INF,,,292,0.252,0.308,0.343,1,0.091,6,11,16.1,7.53,-8.57,0.299,0.29,-11,25
"Cascio, Frank",Metro Atlantic,Quinnipiac,Fr,UT,,,20,0.111,0.2,0.333,1,0.222,0,0,65,10,-55,0.25,0.232,-2,1
"Case, Aaron",Atlantic 10,Saint Louis,Sr,OF,,,536,0.255,0.366,0.408,9,0.153,14,17,13.81,13.06,-0.75,0.285,0.345,5,70
"Casey, Collin",Colonial,Northeastern,So,C,,,9,0.333,0.333,0.333,0,0,0,0,33.33,0,-33.33,0.5,0.293,0,1
"Casey, Joe",Pac 12,Oregon St.,So,OF,,,18,0.5,0.611,0.643,0,0.143,0,0,16.67,22.22,5.55,0.636,0.535,3,5
"Cash, Andrew",Sun Belt,South Ala.,So,OF,,,17,0.143,0.294,0.143,0,0,1,1,17.65,17.65,0,0.182,0.225,-2,0
"Cash, Ryan",Big 12,Oklahoma State,So,INF,,,300,0.247,0.36,0.264,0,0.017,8,15,17.33,15,-2.33,0.316,0.303,-8,28
"Casparius, Ben",ACC,North Carolina,Fr,INF,,,67,0.316,0.403,0.404,0,0.088,0,1,20.9,13.43,-7.47,0.419,0.361,1,10
"Cassala, John",ASUN,Jacksonville,Jr,OF,,,196,0.274,0.362,0.381,2,0.107,2,2,12.76,10.71,-2.05,0.308,0.33,-1,23
"Cassala, Mike",ASUN,Jacksonville,Jr,INF,,,267,0.292,0.341,0.354,1,0.063,2,3,9.74,7.12,-2.62,0.321,0.31,-6,27
"Cassaleggio, Mike",Metro Atlantic,Marist,Fr,INF,,,2,0,0,0,0,0,0,0,50,0,-50,0,0,-1,0
"Cassard, Andrew",Colonial,Towson,So,OF,,,248,0.26,0.335,0.32,1,0.059,5,8,18.55,8.06,-10.49,0.326,0.298,-8,23
"Casserly, Kyle",Horizon,Wright St.,Jr,OF,,,21,0.15,0.19,0.25,0,0.1,0,0,28.57,4.76,-23.81,0.214,0.193,-3,0
"Castanon, Marcos",Big West,UC Santa Barbara,Fr,INF,,,146,0.214,0.274,0.321,1,0.107,2,4,8.9,7.53,-1.37,0.229,0.264,-9,9
"Castellanos, Joey",American East,UMass Lowell,Fr,INF,,,195,0.227,0.287,0.267,0,0.041,0,2,21.54,6.15,-15.39,0.295,0.255,-13,11
"Castillo, Cris",Western Athletic,UTRGV,Sr,P,,,166,0.223,0.295,0.266,0,0.043,2,3,15.66,9.64,-6.02,0.263,0.259,-11,10
"Castillo, Marcos",Mid-Eastern,Coppin St.,Fr,CF,,,175,0.303,0.371,0.467,2,0.164,12,16,16,8,-8,0.352,0.36,4,25
"Castro, Alexander",Southwestern,Alabama St.,Fr,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castro, Jacob",Big West,UC Irvine,Fr,C,,,95,0.247,0.316,0.306,0,0.059,0,0,24.21,8.42,-15.79,0.333,0.279,-4,7
"Catalano, Jake",Big South,UNC Asheville,Fr,P,,,48,0.122,0.229,0.146,0,0.024,1,1,37.5,10.42,-27.08,0.217,0.19,-6,0
"Causa, Patrick",Northeast,Mt. St. Marys,Jr,INF,,,602,0.277,0.355,0.4,9,0.124,7,12,14.29,11.3,-2.99,0.309,0.331,-2,71
"Cavaliere, Greg",Atlantic 10,Rhode Island,So,OF,,,228,0.25,0.338,0.316,1,0.066,18,21,17.98,10.53,-7.45,0.308,0.297,-7,21
"Cavalli, Cade",Big 12,Oklahoma,Fr,INF,,,235,0.202,0.332,0.332,6,0.13,0,0,40,14.04,-25.96,0.347,0.302,-7,22
"Cavanaugh, Kyle",ACC,Florida St,Sr,1B,,,71,0.305,0.423,0.424,2,0.119,0,0,28.17,12.68,-15.49,0.432,0.378,3,11
"Cavanaugh, Tim",Atlantic 10,Saint Josephs,Fr,DH,,,4,0,0.25,0,0,0,0,0,75,25,-50,NA,0.173,-1,0
"Caveness, Ryan",Southern,UNCG,So,C,,,62,0.294,0.371,0.392,0,0.098,1,1,17.74,12.9,-4.84,0.375,0.348,1,8
"Centracchio, Brett",Atlantic 10,Davidson,So,INF,,,357,0.257,0.359,0.428,14,0.171,6,7,25.77,12.04,-13.73,0.32,0.345,3,47
"Cerda, Alex",Metro Atlantic,Manhattan,So,INF,,,311,0.173,0.241,0.238,2,0.065,0,0,27.01,6.11,-20.9,0.238,0.221,-30,8
"Cerfolio, Matt",Ivy League,Columbia,Fr,INF,,,198,0.251,0.328,0.333,0,0.082,4,5,9.6,9.6,0,0.281,0.299,-6,18
"Cerno, Eric",Metro Atlantic,Fairfield,So,INF,,,60,0.278,0.35,0.352,0,0.074,0,1,35,10,-25,0.455,0.313,-1,6
"Cerny, Victor",Big West,CSUN,Fr,C,,,17,0.125,0.118,0.25,0,0.125,0,0,23.53,0,-23.53,0.154,0.146,-3,-1
"Cerny, Will",Southland,SFA,Fr,1B,,,25,0.136,0.24,0.273,1,0.136,0,0,20,12,-8,0.125,0.234,-2,1
"Cerrillo, Mason",Pac 12,Washington,Jr,OF,,,254,0.341,0.386,0.404,0,0.063,4,6,19.69,7.48,-12.21,0.432,0.351,3,34
"Chabut, David",ASUN,Kennesaw State,Jr,INF,,,604,0.267,0.344,0.316,1,0.049,3,11,20.7,9.93,-10.77,0.351,0.306,-15,59
"Chally, Ben",Horizon,Milwaukee,Sr,INF,,,436,0.299,0.362,0.387,4,0.088,10,12,11.93,7.11,-4.82,0.33,0.33,-2,51
"Chamberlain, Jace",Big West,Cal St. Fullerton,Fr,1B,,,112,0.309,0.384,0.361,1,0.052,0,0,25,8.04,-16.96,0.426,0.339,0,14
"Chambers, Chandler",ASUN,Lipscomb,Fr,OF,,,31,0.138,0.194,0.241,1,0.103,0,0,48.39,3.23,-45.16,0.231,0.196,-4,0
"Chambers, Chase",OVC,Tennessee Tech,Sr,1B,2018,530,1026,0.32,0.436,0.557,49,0.237,2,5,14.81,12.87,-1.94,0.34,0.424,77,202
"Chambers, Isaiah",Mid-Eastern,UMES,Sr,2B,,,331,0.223,0.275,0.261,0,0.039,23,32,28.7,6.34,-22.36,0.33,0.251,-23,17
"Champion, Wendell",AAC,Houston,So,1B,,,92,0.221,0.37,0.368,2,0.147,4,4,25,17.39,-7.61,0.295,0.342,1,12
"Chandler, Grant",OVC,Jacksonville St.,Sr,P,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"Chandler, Ryan",Conference USA,Rice,Sr,OF,,,1134,0.292,0.38,0.388,7,0.096,30,49,14.46,10.58,-3.88,0.342,0.343,8,146
"Chaney, Collin",Southland,Abilene Christian,Jr,INF,,,24,0.2,0.333,0.25,0,0.05,0,0,20.83,16.67,-4.16,0.267,0.277,-1,2
"Channell, Cole",Big East,Villanova,Jr,OF,,,117,0.138,0.231,0.149,0,0.011,2,4,41.88,5.98,-35.9,0.289,0.201,-13,1
"Chapman, Brandon",Atlantic 10,George Washington,Sr,C,,,770,0.231,0.323,0.313,6,0.082,5,7,21.56,9.09,-12.47,0.297,0.291,-29,65
"Chapman, Colton",Big South,Presbyterian,Sr,INF,,,258,0.224,0.31,0.381,7,0.157,1,2,21.32,9.3,-12.02,0.262,0.304,-7,25
"Chapman, Denz'L",Mountain West,San Diego St.,Sr,OF,,,121,0.231,0.306,0.269,0,0.038,7,11,28.93,9.92,-19.01,0.348,0.269,-7,8
"Chapman, Derek",Pac 12,Washington St.,Sr,OF,,,352,0.225,0.307,0.275,0,0.05,22,28,17.33,10.23,-7.1,0.28,0.27,-19,24
"Charles, Web",Horizon,Youngstown St.,Jr,INF,,,435,0.24,0.313,0.308,2,0.068,19,24,22.3,8.51,-13.79,0.316,0.282,-19,34
"Charleston, Jay",SEC,Tennessee,So,OF,,,315,0.279,0.349,0.344,4,0.065,26,32,20.95,8.25,-12.7,0.351,0.313,-6,33
"Charping, Connor",Mid American,Western Mich.,Fr,C,,,13,0.364,0.462,0.455,0,0.091,0,0,15.38,7.69,-7.69,0.444,0.407,1,2
"Charron, Jacob",Sun Belt,La.-Monroe,Jr,C,,,43,0.114,0.209,0.2,1,0.086,0,1,23.26,6.98,-16.28,0.125,0.204,-5,0
"Chastain, Austin",Mountain West,Fresno St.,Jr,OF,,,15,0.154,0.267,0.154,0,0,0,1,13.33,13.33,0,0.182,0.209,-2,0
"Chatfield, Chris",AAC,USF,Jr,OF,,,601,0.226,0.328,0.403,19,0.178,8,13,31.45,9.82,-21.63,0.313,0.321,-7,66
"Chatman, Tyler",Southwestern,Alabama A&M,Sr,P,,,39,0.222,0.385,0.259,0,0.037,0,0,25.64,23.08,-2.56,0.353,0.329,0,5
"Chauvin, Austin",West Coast,Saint Marys (CA),Jr,INF,,,337,0.269,0.323,0.352,3,0.083,0,1,22.85,6.23,-16.62,0.345,0.299,-10,31
"Chavers, Parker",Sun Belt,Coastal Carolina,Fr,2B,,,264,0.323,0.432,0.498,7,0.175,9,14,20.45,14.77,-5.68,0.401,0.405,16,48
"Chavez, Marcus",Big 10,Michigan,Fr,C,,,42,0.176,0.333,0.235,0,0.059,0,0,16.67,16.67,0,0.222,0.275,-2,3
"Cheek, Chase",ACC,Duke,So,OF,,,67,0.18,0.239,0.23,0,0.049,4,5,37.31,7.46,-29.85,0.306,0.215,-7,1
"Cheneau, Noel",Southwestern,Alabama St.,Jr,OF,,,203,0.314,0.379,0.44,2,0.126,13,19,20.69,5.91,-14.78,0.396,0.359,4,29
"Cheney, Griffin",Sun Belt,Georgia St.,Fr,INF,,,13,0,0.308,0,0,0,0,0,30.77,23.08,-7.69,0,0.215,-1,0
"Cheney, Henry",West Coast,Portland,So,OF,,,67,0.237,0.299,0.356,2,0.119,0,0,28.36,5.97,-22.39,0.308,0.29,-3,6
"Chentouf, Yaya",ACC,Pittsburgh,Jr,P,,,177,0.225,0.305,0.245,0,0.02,10,12,29.94,7.91,-22.03,0.343,0.261,-11,11
"Chernin, Marc",Patriot,Bucknell,So,C,,,12,0.25,0.25,0.417,0,0.167,0,0,25,0,-25,0.333,0.28,-1,1
"Chernow, Jack",Ivy League,Columbia,Fr,INF,,,132,0.259,0.303,0.31,1,0.052,5,5,18.18,6.82,-11.36,0.315,0.28,-6,10
"Cherry, Brady",Big 10,Ohio State,Jr,3B,,,560,0.238,0.32,0.395,12,0.157,2,6,28.93,10.54,-18.39,0.324,0.312,-11,57
"Chilcutt, Luke",Mountain West,Air Force,Fr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Childs, Phillip",Sun Belt,UT Arlington,Fr,OF,,,46,0.356,0.37,0.489,1,0.133,0,1,13.04,2.17,-10.87,0.395,0.368,1,7
"Chilton, Bryan",OVC,Murray St.,So,C,,,76,0.246,0.368,0.328,1,0.082,0,0,22.37,14.47,-7.9,0.311,0.317,-1,8
"Chinea, Brandon",SEC,Tennessee,So,INF,,,165,0.152,0.242,0.239,2,0.087,3,4,18.79,7.88,-10.91,0.176,0.226,-15,5
"Ching, Zac",Atlantic 10,VCU,Jr,INF,,,541,0.268,0.353,0.359,5,0.092,11,12,20.7,10.35,-10.35,0.339,0.32,-7,59
"Chisolm, Blake",Southland,Sam Houston St.,Sr,P,2018,851,454,0.332,0.447,0.534,12,0.202,7,11,20.93,9.91,-11.02,0.416,0.423,34,89
"Chmielewski, Dan",Big 10,Michigan State,Jr,OF,,,429,0.262,0.308,0.358,4,0.096,22,26,13.05,4.43,-8.62,0.296,0.296,-14,38
"Christian, Carlin",Big South,Radford,So,OF,,,129,0.238,0.357,0.327,2,0.089,7,10,24.81,12.4,-12.41,0.324,0.321,-2,14
"Christian, Myles",Conference USA,Middle Tenn,Fr,OF,,,194,0.259,0.376,0.358,2,0.099,9,11,29.9,13.92,-15.98,0.392,0.333,0,23
"Christman, Connor",Big East,Butler,So,C,,,79,0.167,0.278,0.258,1,0.091,1,1,34.18,10.13,-24.05,0.25,0.247,-6,4
"Christman, Garrett",Big East,Butler,Sr,P,,,805,0.275,0.342,0.323,2,0.049,8,11,17.02,8.2,-8.82,0.333,0.301,-23,75
"Christofori, Cal",Ivy League,Yale,Fr,C,,,70,0.27,0.343,0.349,0,0.079,1,1,25.71,8.57,-17.14,0.378,0.309,-2,7
"Chumley, Dezmond",Southwestern,Jackson St.,Jr,OF,,,215,0.32,0.419,0.483,5,0.163,11,13,13.49,11.16,-2.33,0.36,0.4,12,38
"Chung, Patrick",West Coast,Gonzaga,Jr,INF,,,164,0.243,0.305,0.25,0,0.007,1,2,14.02,7.93,-6.09,0.288,0.263,-10,10
"Ciancio, Michael",Western Athletic,Seattle U,Jr,INF,,,161,0.223,0.366,0.362,3,0.138,2,3,26.71,14.91,-11.8,0.306,0.329,-1,19
"Ciandro, Nick",Big West,Cal St. Fullerton,Jr,C,,,13,0.091,0.154,0.091,0,0,0,0,38.46,7.69,-30.77,0.143,0.121,-2,-1
"Cichocki, Eric",Patriot,Lehigh,Fr,INF,,,26,0.227,0.269,0.273,0,0.045,0,0,15.38,3.85,-11.53,0.278,0.257,-2,1
"Ciliento, James",Northeast,Bryant,So,OF,,,370,0.33,0.397,0.449,4,0.119,5,7,14.86,6.76,-8.1,0.384,0.374,12,57
"Cillis, Teddy",Colonial,Hofstra,Sr,OF,,,506,0.253,0.314,0.442,20,0.19,5,9,28.06,7.71,-20.35,0.32,0.325,-4,57
"Ciocco, Nick",Metro Atlantic,Saint Peters,Sr,OF,,,554,0.229,0.273,0.33,10,0.101,11,15,20.4,3.97,-16.43,0.275,0.266,-32,35
"Citta, Brendt",Big 12,Kansas,So,OF,2018,1134,232,0.322,0.397,0.473,4,0.151,3,6,15.95,7.33,-8.62,0.376,0.378,8,37
"Ciufo, Rich",Ivy League,Brown,So,INF,,,293,0.222,0.29,0.291,2,0.069,12,18,23.21,7.85,-15.36,0.292,0.264,-18,18
"Claborn, Koby",Southland,Abilene Christian,Jr,INF,,,306,0.271,0.359,0.349,3,0.078,2,5,17.97,12.75,-5.22,0.33,0.322,-3,34
"Claeys, Jack",Big 10,Northwestern,Sr,C,,,534,0.27,0.352,0.408,12,0.138,13,16,20.97,9.36,-11.61,0.326,0.334,0,65
"Clanton, Blake",Pac 12,Washington St.,Sr,OF,,,313,0.309,0.396,0.565,13,0.257,4,8,26.2,11.5,-14.7,0.395,0.405,18,57
"Clark, Chris",Mid-Eastern,Florida A&M,Jr,P,,,5,0,0.4,0,0,0,0,0,20,20,0,0,0.282,0,0
"Clark, Dallas",Metro Atlantic,Rider,Sr,OF,,,133,0.11,0.241,0.128,0,0.018,4,6,34.59,10.53,-24.06,0.19,0.196,-16,1
"Clark, Lee",Southland,Nicholls St.,Sr,OF,,,333,0.266,0.33,0.433,7,0.166,2,5,13.21,6.61,-6.6,0.288,0.332,-1,40
"Clark, Tyler",Southland,Houston Baptist,Jr,OF,,,17,0.333,0.412,0.533,1,0.2,0,0,5.88,11.76,5.88,0.308,0.406,1,3
"Clarke, Philip",SEC,Vanderbilt,Fr,C,2019,,252,0.294,0.381,0.45,6,0.156,4,6,15.87,10.71,-5.16,0.335,0.363,6,37
"Clary, Chris",Big South,Gardner-Webb,Jr,OF,,,229,0.29,0.384,0.462,8,0.172,26,31,32.75,11.35,-21.4,0.442,0.376,8,36
"Claudio, Ian",Mid-Eastern,Bethune-Cookman,Fr,INF,,,74,0.317,0.405,0.365,1,0.048,0,0,20.27,12.16,-8.11,0.404,0.351,1,10
"Claunch, Troy",Pac 12,Oregon St.,Fr,C,,,43,0.321,0.488,0.571,2,0.25,0,0,13.95,27.91,13.96,0.333,0.459,4,10
"Clawson, David",West Coast,BYU,So,C,2018,1111,302,0.28,0.331,0.428,5,0.148,0,0,16.89,7.62,-9.27,0.323,0.327,-2,35
"Clayborne, Tyrese",Southland,Lamar,Fr,INF,,,15,0,0.133,0,0,0,2,2,26.67,6.67,-20,0,0.094,-3,-1
"Clayton, Chris",Conference USA,Louisiana Tech,Jr,C,,,198,0.25,0.338,0.366,3,0.116,1,5,16.16,9.6,-6.56,0.292,0.32,-3,22
"Clayton, Zach",Pac 12,Oregon St.,Fr,INF,,,6,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-2,-1
"Cleary, Michael",Atlantic 10,Dayton,Fr,OF,,,145,0.261,0.372,0.336,0,0.076,12,17,16.55,11.03,-5.52,0.326,0.328,-1,17
"Clemens, Kody",Big 12,Texas,Jr,INF,2018,79,754,0.284,0.365,0.513,34,0.229,11,15,16.71,11.41,-5.3,0.305,0.379,28,120
"Clementi, Dominic",Big 10,Michigan,So,OF,,,192,0.373,0.479,0.551,4,0.177,2,5,16.15,15.63,-0.52,0.444,0.442,17,41
"Cleveland, Blake",Mid American,Central Mich.,Jr,C,,,210,0.21,0.324,0.241,0,0.031,1,1,20.48,8.57,-11.91,0.283,0.282,-9,16
"Climo, Cam",American East,UMass Lowell,So,OF,,,343,0.27,0.335,0.414,7,0.143,11,14,31.78,5.25,-26.53,0.392,0.327,-2,40
"Clinch, Ryan",Southern,UNCG,Sr,OF,,,376,0.268,0.33,0.38,6,0.111,6,14,22.34,6.38,-15.96,0.339,0.314,-7,39
"Cline, Austin",Atlantic 10,Dayton,Jr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Cline, Matt",Southern,The Citadel,Fr,C,,,2,0,0.5,0,0,0,0,0,0,50,50,0,0.345,0,0
"Cloonan, Dylan",ACC,Miami (FL),Fr,P,,,120,0.289,0.408,0.402,0,0.113,1,3,26.67,15.83,-10.84,0.431,0.365,3,18
"Closner IV, Oliver",Western Athletic,UTRGV,Fr,C,,,75,0.138,0.32,0.207,1,0.069,0,0,32,10.67,-21.33,0.212,0.268,-4,5
"Coale, Ryan",Colonial,James Madison,Sr,C,,,211,0.289,0.351,0.4,2,0.111,6,7,19.43,8.53,-10.9,0.362,0.337,0,26
"Cocciadiferro, Matthew",ASUN,NJIT,So,OF,,,376,0.248,0.311,0.354,6,0.106,8,11,22.07,6.38,-15.69,0.31,0.295,-13,33
"Cochran, Jake",Southland,McNeese,Jr,INF,,,395,0.259,0.322,0.339,4,0.08,7,10,13.92,8.35,-5.57,0.296,0.297,-13,36
"Cockrell, Chase",SEC,Ole Miss,Jr,INF,,,274,0.296,0.354,0.494,11,0.198,1,2,31.02,6.2,-24.82,0.403,0.362,6,40
"Codispoti, Matt",American East,Albany (NY),Jr,C,,,332,0.219,0.328,0.358,7,0.14,7,9,21.39,11.14,-10.25,0.265,0.307,-8,33
"Cody, Charlie",ACC,Virginia,Sr,INF,,,420,0.242,0.35,0.375,8,0.133,4,6,16.67,10.71,-5.96,0.277,0.327,-3,48
"Cofer, Jackson",Sun Belt,Troy,Sr,OF,,,68,0.207,0.279,0.31,2,0.103,0,0,22.06,7.35,-14.71,0.238,0.268,-4,4
"Coffers, Marc",ASUN,FGCU,So,OF,,,463,0.281,0.356,0.404,8,0.123,27,32,19.65,8.64,-11.01,0.34,0.336,0,57
"Coffey, Brendan",Northeast,Sacred Heart,So,C,,,3,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-1,0
"Coffey, Cole",Sun Belt,Texas State,So,INF,,,125,0.184,0.32,0.204,0,0.019,0,0,40,16.8,-23.2,0.358,0.257,-8,7
"Coffey, Micah",Big 10,Minnesota,Sr,INF,2018,888,839,0.308,0.374,0.45,16,0.142,8,11,16.21,9.18,-7.03,0.353,0.359,17,119
"Cogen, Matt",OVC,Belmont,So,OF,2018,914,527,0.352,0.41,0.53,14,0.177,20,30,6.83,8.73,1.9,0.358,0.402,30,94
"Cohen, Sam",Big West,UC Santa Barbara,Jr,C,,,348,0.246,0.319,0.433,15,0.187,4,9,18.1,9.48,-8.62,0.261,0.326,-3,40
"Cohen, Steven",Patriot,Lafayette,Sr,INF,,,729,0.306,0.379,0.466,16,0.161,24,29,20.99,7.41,-13.58,0.379,0.368,20,109
"Coker, Chase",Sun Belt,Little Rock,Jr,INF,,,220,0.297,0.377,0.479,4,0.182,12,17,25.45,6.82,-18.63,0.402,0.372,7,34
"Coker, Cole",Southland,Lamar,So,INF,,,392,0.269,0.334,0.323,1,0.054,6,7,16.07,8.16,-7.91,0.322,0.295,-13,35
"Coker, Luke",Sun Belt,Louisiana,Fr,INF,,,27,0.231,0.222,0.231,0,0,0,0,37.04,0,-37.04,0.375,0.203,-3,0
"Colacchio, Demitri",Pac 12,Utah,Fr,INF,,,17,0.059,0.059,0.059,0,0,1,1,47.06,0,-47.06,0.111,0.052,-4,-2
"Colacchio, Domenic",Big West,Long Beach St.,Jr,3B,,,152,0.206,0.257,0.234,0,0.028,2,4,19.74,6.58,-13.16,0.261,0.224,-14,4
"Colarossi, Chris",West Coast,San Diego,Sr,UT,,,16,0.214,0.313,0.214,0,0,5,6,12.5,12.5,0,0.25,0.251,-1,1
"Coldiron, Cooper",AAC,Houston,Sr,INF,,,336,0.204,0.286,0.236,1,0.033,23,28,16.67,10.71,-5.96,0.244,0.249,-24,17
"Cole, David",Mid American,Central Mich.,Jr,OF,,,223,0.231,0.309,0.242,0,0.011,8,12,15.7,7.17,-8.53,0.283,0.266,-13,14
"Cole, Dazon",Mid American,Central Mich.,Jr,OF,2018,751,333,0.255,0.324,0.312,1,0.057,12,18,20.42,9.31,-11.11,0.324,0.29,-13,28
"Cole, Eric",SEC,Arkansas,Jr,OF,2018,122,684,0.294,0.373,0.445,19,0.151,9,13,14.18,10.82,-3.36,0.323,0.358,13,97
"Cole, Ryan",ACC,Notre Dame,Fr,OF,,,38,0.179,0.368,0.286,0,0.107,2,4,21.05,10.53,-10.52,0.25,0.319,-1,4
"Coleman, Blake",Mid-Eastern,UMES,So,OF,,,109,0.212,0.266,0.323,0,0.111,0,2,25.69,4.59,-21.1,0.292,0.259,-7,6
"Coleman, Hunter",SEC,Texas A&M,So,C,,,403,0.263,0.367,0.426,10,0.163,1,1,19.35,11.66,-7.69,0.309,0.346,4,53
"Coleman, Thatcher",Big South,Presbyterian,Sr,C,,,185,0.198,0.259,0.315,4,0.117,0,1,28.11,7.03,-21.08,0.264,0.26,-12,11
"Coleman, Ward",Atlantic 10,Davidson,So,INF,,,250,0.283,0.364,0.365,3,0.082,0,1,18.4,8.4,-10,0.343,0.325,-2,28
"Colette, Jack",Mountain West,San Jose St.,Fr,OF,,,6,0.333,0.333,0.5,0,0.167,0,0,16.67,0,-16.67,0.4,0.353,0,1
"Collard, Kevin",West Coast,San Diego,Jr,OF,,,483,0.268,0.313,0.436,14,0.168,7,12,22.77,5.8,-16.97,0.323,0.32,-6,53
"Collett, Cameron",Conference USA,Marshall,Fr,SS,,,60,0.224,0.3,0.265,0,0.041,1,2,21.67,11.67,-10,0.306,0.271,-3,4
"Collett, T.J.",SEC,Kentucky,So,1B,,,176,0.27,0.381,0.52,11,0.25,0,0,21.02,10.8,-10.22,0.287,0.386,8,29
"Collier, Caleb",Southwestern,Mississippi Val.,So,OF,,,33,0.25,0.394,0.25,0,0,2,2,18.18,6.06,-12.12,0.333,0.331,0,4
"Collier, Danny",Mountain West,New Mexico,Sr,OF,,,669,0.326,0.407,0.434,4,0.108,20,25,11.06,11.96,0.9,0.365,0.371,20,102
"Collins, Cole",Conference USA,UAB,Jr,OF,,,182,0.264,0.418,0.3,0,0.036,4,8,14.84,15.38,0.54,0.327,0.344,1,24
"Collins, Isaac",Big East,Creighton,So,INF,,,436,0.273,0.376,0.37,4,0.097,23,31,19.72,13.99,-5.73,0.344,0.336,0,54
"Collins, Justin",Conference USA,Rice,Fr,C,,,241,0.266,0.373,0.384,6,0.118,1,1,24.07,9.13,-14.94,0.343,0.34,1,30
"Collins, Matt",Ivy League,Cornell,So,INF,,,63,0.176,0.317,0.314,1,0.137,1,2,26.98,15.87,-11.11,0.235,0.287,-3,5
"Collins, Travis",American East,Albany (NY),Jr,INF,,,409,0.269,0.35,0.433,12,0.164,6,13,11.25,9.54,-1.71,0.277,0.341,2,52
"Colon, Adam",Southern,The Citadel,Fr,INF,,,72,0.235,0.278,0.324,0,0.088,0,0,20.83,5.56,-15.27,0.302,0.263,-4,4
"Colon, Danny",Missouri Valley,Indiana St.,Fr,UT,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Columbo, Jacob",Southwestern,Ark. Pine Bluff,Sr,C,,,242,0.305,0.339,0.427,3,0.123,7,10,17.77,3.31,-14.46,0.356,0.329,-1,28
"Combs, Brayden",SEC,Kentucky,Fr,1B,,,16,0.143,0.25,0.357,1,0.214,0,0,18.75,6.25,-12.5,0.1,0.269,-1,1
"Comeaux, Braden",Conference USA,Rice,So,INF,,,278,0.319,0.381,0.412,2,0.092,8,11,11.15,6.12,-5.03,0.354,0.353,4,38
"Comer, Cameron",ACC,Virginia,Jr,C,,,202,0.252,0.371,0.393,4,0.141,1,2,18.32,14.85,-3.47,0.303,0.346,2,27
"Conant, Jeremy",Mountain West,New Mexico,Jr,1B,,,15,0.167,0.333,0.167,0,0,0,0,6.67,20,13.33,0.182,0.255,-1,1
"Concannon, Charlie",Atlantic 10,Saint Josephs,Jr,1B,,,612,0.291,0.356,0.464,16,0.174,10,13,25.49,8.5,-16.99,0.376,0.353,9,84
"Conger, Kyle",OVC,Belmont,Sr,INF,,,881,0.279,0.376,0.402,14,0.124,41,46,18.96,10.78,-8.18,0.339,0.346,8,116
"Conine, Brett",Big West,Cal St. Fullerton,Jr,P,2018,342,4,0.25,0.25,0.25,0,0,0,0,25,0,-25,0.333,0.22,0,0
"Conine, Griffin",ACC,Duke,Jr,OF,2018,52,631,0.28,0.403,0.531,31,0.251,12,13,21.39,15.06,-6.33,0.32,0.399,34,111
"Conklin, Corey",OVC,Eastern Ky.,Jr,INF,,,19,0.125,0.211,0.125,0,0,1,1,42.11,5.26,-36.85,0.25,0.176,-3,0
"Conlan, Riley",Big West,CSUN,Sr,OF,,,286,0.275,0.388,0.408,5,0.133,3,7,21.33,9.44,-11.89,0.347,0.356,5,40
"Conley, Brendan",Metro Atlantic,Siena,Fr,OF,,,33,0.083,0.303,0.125,0,0.042,1,3,45.45,15.15,-30.3,0.222,0.242,-3,1
"Conley, Christ",Metro Atlantic,Canisius,Sr,C,,,612,0.283,0.443,0.41,10,0.127,2,5,12.25,16.99,4.74,0.313,0.387,27,102
"Conley, Jack",ACC,NC State,Jr,C,2018,797,106,0.307,0.406,0.432,2,0.125,1,2,15.09,13.21,-1.88,0.357,0.374,3,16
"Constantine, Richard",Conference USA,Western Ky.,So,1B,,,87,0.247,0.322,0.26,0,0.013,1,1,19.54,8.05,-11.49,0.311,0.268,-5,6
"Constantini, Austin",Atlantic 10,La Salle,Sr,INF,,,457,0.301,0.374,0.356,1,0.056,13,22,8.53,9.85,1.32,0.329,0.329,-2,53
"Conti, John",Metro Atlantic,Canisius,Sr,OF,,,292,0.196,0.312,0.233,1,0.037,13,17,31.51,10.62,-20.89,0.305,0.26,-18,17
"Convers, Chris",American East,UMBC,So,OF,,,91,0.13,0.33,0.232,2,0.101,0,2,38.46,20.88,-17.58,0.212,0.276,-5,7
"Cook, Billy",West Coast,Pepperdine,Fr,INF,,,138,0.248,0.348,0.325,0,0.077,1,3,20.29,13.77,-6.52,0.322,0.305,-3,13
