Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"Chapman, Derek",Pac 12,Washington St.,Sr,OF,,,6,0.2,0.333,0.2,0,0,0,0,16.67,16.67,0,0.25,0.262,0,0
"Charles, Web",Horizon,Youngstown St.,Jr,INF,,,30,0.083,0.214,0.125,0,0.042,0,0,40,13.33,-26.67,0.167,0.174,-4,0
"Charleston, Jay",SEC,Tennessee,So,OF,,,64,0.3,0.333,0.467,2,0.167,4,8,20.31,3.13,-17.18,0.356,0.343,0,8
"Charping, Connor",Mid American,Western Mich.,Fr,C,,,6,0.333,0.333,0.5,0,0.167,0,0,33.33,0,-33.33,0.5,0.353,0,1
"Charron, Jacob",Sun Belt,La.-Monroe,Jr,C,,,12,0.182,0.182,0.182,0,0,0,0,25,0,-25,0.25,0.16,-2,0
"Chastain, Austin",Mountain West,Fresno St.,Jr,OF,,,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.439,0,0
"Chatfield, Chris",AAC,USF,Jr,OF,,,66,0.19,0.288,0.259,0,0.069,1,3,36.36,7.58,-28.78,0.324,0.253,-5,3
"Chauvin, Austin",West Coast,Saint Marys (CA),Jr,INF,,,47,0.167,0.213,0.19,0,0.023,0,0,25.53,4.26,-21.27,0.219,0.183,-6,0
"Chavers, Parker",Sun Belt,Coastal Carolina,Fr,2B,,,81,0.279,0.43,0.443,2,0.164,5,7,19.75,17.28,-2.47,0.341,0.386,3,13
"Chavez, Marcus",Big 10,Michigan,Fr,C,,,17,0.143,0.294,0.214,0,0.071,0,0,23.53,17.65,-5.88,0.2,0.247,-1,1
"Cheek, Chase",ACC,Duke,So,OF,,,3,0.333,0.333,0.333,0,0,2,2,66.67,0,-66.67,1,0.293,0,0
"Cheneau, Noel",Southwestern,Alabama St.,Jr,OF,,,22,0.238,0.273,0.286,0,0.048,2,2,22.73,4.55,-18.18,0.313,0.247,-2,1
"Cheney, Griffin",Sun Belt,Georgia St.,Fr,INF,,,5,0,0.4,0,0,0,0,0,40,20,-20,0,0.282,0,0
"Cheney, Henry",West Coast,Portland,So,OF,,,31,0.385,0.433,0.654,2,0.269,0,0,16.13,9.68,-6.45,0.4,0.45,3,7
"Chernow, Jack",Ivy League,Columbia,Fr,INF,,,21,0.059,0.2,0.118,0,0.059,0,0,33.33,9.52,-23.81,0.1,0.167,-3,0
"Cherry, Brady",Big 10,Ohio State,Jr,2B,,,51,0.273,0.373,0.568,3,0.295,0,1,23.53,11.76,-11.77,0.31,0.397,3,9
"Childs, Phillip",Sun Belt,UT Arlington,Fr,OF,,,8,0.5,0.5,1,1,0.5,0,0,0,0,0,0.429,0.627,2,3
"Chilton, Bryan",OVC,Murray St.,So,C,,,11,0.375,0.545,0.5,0,0.125,0,0,27.27,27.27,0,0.6,0.461,1,3
"Chinea, Brandon",SEC,Tennessee,So,INF,,,28,0.2,0.286,0.4,1,0.2,0,0,17.86,7.14,-10.72,0.211,0.299,-1,3
"Ching, Zac",Atlantic 10,VCU,Jr,INF,,,51,0.341,0.431,0.477,0,0.136,4,4,13.73,13.73,0,0.405,0.394,3,9
"Chisolm, Blake",Southland,Sam Houston St.,Sr,P,2018,851,57,0.383,0.491,0.553,1,0.17,0,0,21.05,12.28,-8.77,0.5,0.452,6,13
"Chmielewski, Dan",Big 10,Michigan State,Jr,OF,,,45,0.182,0.2,0.25,0,0.068,3,3,8.89,2.22,-6.67,0.2,0.195,-5,0
"Christian, Carlin",Big South,Radford,So,OF,,,34,0.25,0.387,0.417,1,0.167,1,1,17.65,17.65,0,0.278,0.352,0,5
"Christian, Myles",Conference USA,Middle Tenn,Fr,OF,,,64,0.255,0.359,0.309,0,0.054,3,4,39.06,10.94,-28.12,0.467,0.307,-2,6
"Christman, Connor",Big East,Butler,So,C,,,9,0.2,0.444,0.2,0,0,0,0,33.33,22.22,-11.11,0.333,0.331,0,1
"Christman, Garrett",Big East,Butler,Sr,P,,,61,0.34,0.433,0.46,1,0.12,2,3,9.84,9.84,0,0.364,0.39,3,10
"Christofori, Cal",Ivy League,Yale,Fr,C,,,16,0.4,0.438,0.467,0,0.067,0,0,25,6.25,-18.75,0.545,0.395,1,3
"Chumley, Dezmond",Southwestern,Jackson St.,Jr,OF,,,29,0.346,0.393,0.538,1,0.192,2,3,17.24,3.45,-13.79,0.4,0.399,2,5
"Chung, Patrick",West Coast,Gonzaga,Jr,INF,,,6,0,0.2,0,0,0,0,0,16.67,16.67,0,0,0.138,-1,0
"Ciancio, Michael",Western Athletic,Seattle U,Jr,INF,,,18,0.188,0.278,0.25,0,0.062,0,0,22.22,11.11,-11.11,0.25,0.243,-1,1
"Ciandro, Nick",Big West,Cal St. Fullerton,Jr,C,,,3,0,0.333,0,0,0,0,0,33.33,33.33,0,0,0.23,0,0
"Cichocki, Eric",Patriot,Lehigh,Fr,INF,,,3,0.333,0.333,0.333,0,0,0,0,33.33,0,-33.33,0.5,0.293,0,0
"Ciliento, James",Northeast,Bryant,So,OF,,,70,0.333,0.42,0.467,2,0.134,1,1,12.86,10,-2.86,0.367,0.389,3,12
"Cillis, Teddy",Colonial,Hofstra,Sr,OF,,,38,0.188,0.289,0.219,0,0.031,0,0,42.11,10.53,-31.58,0.353,0.24,-3,2
"Ciocco, Nick",Metro Atlantic,Saint Peters,Sr,OF,,,45,0.268,0.318,0.366,1,0.098,1,1,20,4.44,-15.56,0.323,0.301,-1,4
"Citta, Brendt",Big 12,Kansas,So,OF,2018,1134,61,0.34,0.426,0.528,1,0.188,1,2,11.48,11.48,0,0.378,0.411,4,11
"Ciufo, Rich",Ivy League,Brown,So,INF,,,28,0.24,0.321,0.24,0,0,0,0,10.71,10.71,0,0.273,0.262,-2,2
"Claborn, Koby",Southland,Abilene Christian,Jr,INF,,,18,0.083,0.333,0.167,0,0.084,0,0,16.67,22.22,5.55,0.1,0.263,-1,1
"Claeys, Jack",Big 10,Northwestern,Sr,C,,,56,0.388,0.464,0.755,5,0.367,4,4,21.43,12.5,-8.93,0.438,0.505,8,15
"Clanton, Blake",Pac 12,Washington St.,Sr,OF,,,57,0.269,0.333,0.327,0,0.058,0,0,29.82,5.26,-24.56,0.4,0.296,-2,5
"Clark, Chris",Mid-Eastern,Florida A&M,Jr,P,,,2,0,0.5,0,0,0,0,0,50,0,-50,NA,0.36,0,0
"Clark, Dallas",Metro Atlantic,Rider,Sr,OF,,,18,0,0.125,0,0,0,1,1,38.89,5.56,-33.33,0,0.088,-4,-2
"Clark, Lee",Southland,Nicholls St.,Sr,OF,,,67,0.246,0.288,0.377,1,0.131,1,1,16.42,2.99,-13.43,0.28,0.287,-3,5
"Clark, Tyler",Southland,Houston Baptist,Jr,OF,,,4,0.25,0.25,1,1,0.75,0,0,0,0,0,0,0.504,1,1
"Clarke, Philip",SEC,Vanderbilt,Fr,C,2019,,78,0.269,0.364,0.313,0,0.044,2,4,17.95,7.69,-10.26,0.34,0.311,-2,8
"Clary, Chris",Big South,Gardner-Webb,Jr,OF,,,43,0.353,0.476,0.647,3,0.294,6,7,32.56,13.95,-18.61,0.529,0.474,5,10
"Claudio, Ian",Mid-Eastern,Bethune-Cookman,Fr,INF,,,11,0.333,0.455,0.333,0,0,0,0,18.18,18.18,0,0.429,0.365,0,2
"Claunch, Troy",Pac 12,Oregon St.,Fr,C,,,16,0.333,0.467,0.583,1,0.25,0,0,6.25,18.75,12.5,0.3,0.448,2,3
"Clawson, David",West Coast,BYU,So,C,2018,1111,38,0.294,0.368,0.382,0,0.088,0,0,18.42,7.89,-10.53,0.37,0.332,0,5
"Clayborne, Tyrese",Southland,Lamar,Fr,INF,,,6,0,0,0,0,0,0,0,16.67,0,-16.67,0,0,-2,-1
"Clayton, Chris",Conference USA,Louisiana Tech,Jr,C,,,44,0.324,0.381,0.541,1,0.217,0,1,13.64,9.09,-4.55,0.355,0.386,2,7
"Clayton, Zach",Pac 12,Oregon St.,Fr,INF,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cleary, Michael",Atlantic 10,Dayton,Fr,OF,,,28,0.286,0.423,0.333,0,0.047,4,5,17.86,3.57,-14.29,0.375,0.354,0,4
"Clemens, Kody",Big 12,Texas,Jr,INF,2018,79,116,0.357,0.447,0.714,9,0.357,2,2,14.66,13.79,-0.87,0.361,0.482,14,29
"Clementi, Dominic",Big 10,Michigan,So,OF,,,50,0.209,0.32,0.209,0,0,0,0,18,12,-6,0.265,0.255,-3,3
"Cleveland, Blake",Mid American,Central Mich.,Jr,C,,,50,0.378,0.467,0.432,0,0.054,1,1,4,10,6,0.389,0.398,3,9
"Climo, Cam",American East,UMass Lowell,So,OF,,,55,0.391,0.463,0.587,1,0.196,1,1,21.82,9.09,-12.73,0.5,0.444,5,12
"Clinch, Ryan",Southern,UNCG,Sr,OF,,,39,0.278,0.333,0.444,2,0.166,0,2,35.9,5.13,-30.77,0.4,0.337,0,5
"Cloonan, Dylan",ACC,Miami (FL),Fr,P,,,21,0.188,0.316,0.188,0,0,0,0,33.33,9.52,-23.81,0.333,0.249,-2,1
"Closner IV, Oliver",Western Athletic,UTRGV,Fr,C,,,15,0.222,0.533,0.222,0,0,0,0,26.67,20,-6.67,0.4,0.399,1,3
"Coale, Ryan",Colonial,James Madison,Sr,C,,,29,0.231,0.286,0.269,0,0.038,0,1,27.59,3.45,-24.14,0.333,0.252,-2,2
"Cocciadiferro, Matthew",ASUN,NJIT,So,OF,,,25,0.13,0.2,0.13,0,0,1,1,24,8,-16,0.176,0.161,-4,-1
"Cochran, Jake",Southland,McNeese,Jr,INF,,,59,0.226,0.293,0.226,0,0,0,0,11.86,8.47,-3.39,0.261,0.241,-5,3
"Cockrell, Chase",SEC,Ole Miss,Jr,INF,,,57,0.327,0.386,0.462,1,0.135,1,2,26.32,8.77,-17.55,0.444,0.368,2,9
"Codispoti, Matt",American East,Albany (NY),Jr,C,,,50,0.143,0.26,0.31,2,0.167,1,1,34,10,-24,0.167,0.256,-3,3
"Cody, Charlie",ACC,Virginia,Sr,INF,,,44,0.189,0.302,0.27,0,0.081,0,0,27.27,11.36,-15.91,0.28,0.265,-3,3
"Coffers, Marc",ASUN,FGCU,So,OF,,,38,0.242,0.316,0.303,0,0.061,5,6,23.68,10.53,-13.15,0.32,0.277,-2,3
"Coffey, Micah",Big 10,Minnesota,Sr,INF,2018,888,98,0.289,0.375,0.446,2,0.157,0,0,23.47,9.18,-14.29,0.373,0.356,2,14
"Cogen, Matt",OVC,Belmont,So,OF,2018,914,86,0.346,0.384,0.556,3,0.21,2,3,6.98,4.65,-2.33,0.347,0.399,5,15
"Cohen, Sam",Big West,UC Santa Barbara,Jr,C,,,29,0.292,0.414,0.708,3,0.416,0,0,31.03,17.24,-13.79,0.333,0.461,3,7
"Cohen, Steven",Patriot,Lafayette,Sr,INF,,,43,0.341,0.349,0.463,1,0.122,1,1,18.6,2.33,-16.27,0.394,0.345,0,6
"Coker, Chase",Sun Belt,Little Rock,Jr,INF,,,63,0.259,0.365,0.426,1,0.167,2,4,23.81,7.94,-15.87,0.342,0.348,1,8
"Coker, Cole",Southland,Lamar,So,INF,,,55,0.306,0.364,0.388,0,0.082,0,0,21.82,5.45,-16.37,0.395,0.33,0,6
"Coker, Luke",Sun Belt,Louisiana,Fr,INF,,,2,0,0,0,0,0,0,0,50,0,-50,NA,0,-1,0
"Colacchio, Demitri",Pac 12,Utah,Fr,INF,,,5,0,0,0,0,0,0,0,40,0,-40,0,0,-1,-1
"Colacchio, Domenic",Big West,Long Beach St.,Jr,3B,,,21,0.1,0.143,0.1,0,0,0,0,14.29,4.76,-9.53,0.118,0.117,-4,-1
"Colarossi, Chris",West Coast,San Diego,Sr,UT,,,1,1,1,1,0,0,0,0,0,0,0,1,0.878,0,1
"Coldiron, Cooper",AAC,Houston,Sr,INF,,,59,0.137,0.179,0.157,0,0.02,5,7,18.64,5.08,-13.56,0.167,0.153,-9,-2
"Cole, David",Mid American,Central Mich.,Jr,OF,,,49,0.231,0.318,0.231,0,0,4,4,12.24,2.04,-10.2,0.273,0.261,-3,3
"Cole, Dazon",Mid American,Central Mich.,Jr,OF,2018,751,18,0.133,0.125,0.2,0,0.067,2,2,38.89,0,-38.89,0.222,0.133,-3,-1
"Cole, Eric",SEC,Arkansas,Jr,OF,2018,122,86,0.279,0.43,0.5,4,0.221,3,3,17.44,18.6,1.16,0.306,0.405,5,16
"Cole, Ryan",ACC,Notre Dame,Fr,OF,,,19,0.25,0.368,0.375,0,0.125,1,1,10.53,5.26,-5.27,0.286,0.333,0,2
"Coleman, Blake",Mid-Eastern,UMES,So,OF,,,14,0.167,0.214,0.25,0,0.083,0,0,21.43,7.14,-14.29,0.2,0.201,-2,0
"Coleman, Hunter",SEC,Texas A&M,So,C,,,51,0.3,0.412,0.425,0,0.125,1,1,19.61,15.69,-3.92,0.375,0.364,1,7
"Coleman, Thatcher",Big South,Presbyterian,Sr,C,,,19,0.25,0.368,0.375,0,0.125,0,1,15.79,10.53,-5.26,0.308,0.334,0,2
"Coleman, Ward",Atlantic 10,Davidson,So,INF,,,56,0.25,0.339,0.354,1,0.104,0,0,19.64,12.5,-7.14,0.297,0.308,-1,6
"Collard, Kevin",West Coast,San Diego,Jr,OF,,,29,0.333,0.379,0.444,0,0.111,1,1,24.14,6.9,-17.24,0.45,0.358,1,4
"Collett, Cameron",Conference USA,Marshall,Fr,SS,,,21,0.118,0.25,0.118,0,0,0,0,28.57,14.29,-14.28,0.182,0.191,-3,0
"Collett, T.J.",SEC,Kentucky,So,1B,,,48,0.317,0.417,0.634,4,0.317,0,0,12.5,8.33,-4.17,0.29,0.443,4,10
"Collier, Caleb",Southwestern,Mississippi Val.,So,OF,,,6,0.333,0.333,0.333,0,0,1,1,33.33,0,-33.33,0.5,0.293,0,1
"Collier, Danny",Mountain West,New Mexico,Sr,OF,,,52,0.133,0.231,0.133,0,0,1,1,23.08,9.62,-13.46,0.176,0.182,-7,0
"Collins, Cole",Conference USA,UAB,Jr,OF,,,61,0.217,0.41,0.239,0,0.022,1,3,14.75,16.39,1.64,0.27,0.322,-1,7
"Collins, Isaac",Big East,Creighton,So,INF,,,73,0.306,0.397,0.532,1,0.226,2,2,17.81,13.7,-4.11,0.367,0.392,4,12
"Collins, Justin",Conference USA,Rice,Fr,C,,,84,0.274,0.357,0.493,5,0.219,0,0,28.57,7.14,-21.43,0.333,0.365,2,12
"Collins, Matt",Ivy League,Cornell,So,INF,,,14,0.111,0.357,0.111,0,0,0,0,21.43,28.57,7.14,0.143,0.26,-1,1
"Collins, Travis",American East,Albany (NY),Jr,INF,,,52,0.2,0.347,0.25,0,0.05,1,3,17.31,7.69,-9.62,0.258,0.288,-2,4
"Colon, Adam",Southern,The Citadel,Fr,INF,,,17,0.118,0.118,0.176,0,0.058,0,0,35.29,0,-35.29,0.182,0.125,-3,-1
"Columbo, Jacob",Southwestern,Ark. Pine Bluff,Sr,C,,,21,0.211,0.286,0.474,1,0.263,1,2,23.81,4.76,-19.05,0.231,0.323,0,2
"Combs, Brayden",SEC,Kentucky,Fr,1B,,,4,0.25,0.25,0.25,0,0,0,0,25,0,-25,0.333,0.22,0,0
"Comeaux, Braden",Conference USA,Rice,So,INF,,,95,0.301,0.372,0.361,0,0.06,3,4,12.63,5.26,-7.37,0.347,0.328,-1,11
"Comer, Cameron",ACC,Virginia,Jr,C,,,49,0.216,0.383,0.243,0,0.027,0,0,34.69,12.24,-22.45,0.4,0.307,-1,5
"Conant, Jeremy",Mountain West,New Mexico,Jr,1B,,,5,0.2,0.2,0.2,0,0,0,0,20,0,-20,0.25,0.176,-1,0
"Concannon, Charlie",Atlantic 10,Saint Josephs,Jr,1B,,,42,0.314,0.415,0.343,0,0.029,2,2,16.67,11.9,-4.77,0.393,0.346,0,6
"Conger, Kyle",OVC,Belmont,Sr,INF,,,79,0.286,0.346,0.486,2,0.2,4,4,12.66,7.59,-5.07,0.305,0.354,1,11
"Conine, Griffin",ACC,Duke,Jr,OF,2018,52,74,0.279,0.392,0.525,4,0.246,0,1,24.32,10.81,-13.51,0.325,0.392,4,13
"Conklin, Corey",OVC,Eastern Ky.,Jr,INF,,,3,0,0,0,0,0,0,0,66.67,0,-66.67,0,0,-1,0
"Conlan, Riley",Big West,CSUN,Sr,OF,,,27,0.364,0.444,0.545,1,0.181,0,1,22.22,3.7,-18.52,0.438,0.421,2,5
"Conley, Brendan",Metro Atlantic,Siena,Fr,OF,,,6,0,0.167,0,0,0,1,1,66.67,16.67,-50,0,0.115,-1,0
"Conley, Christ",Metro Atlantic,Canisius,Sr,C,,,57,0.196,0.339,0.304,1,0.108,0,0,8.77,12.28,3.51,0.2,0.299,-2,5
"Conley, Jack",ACC,NC State,Jr,C,2018,797,22,0.211,0.318,0.368,1,0.157,0,0,27.27,13.64,-13.63,0.25,0.306,-1,2
"Constantine, Richard",Conference USA,Western Ky.,So,1B,,,34,0.258,0.294,0.258,0,0,0,0,26.47,5.88,-20.59,0.348,0.247,-3,2
"Constantini, Austin",Atlantic 10,La Salle,Sr,INF,,,58,0.319,0.411,0.319,0,0,0,1,13.79,8.62,-5.17,0.375,0.336,0,7
"Conti, John",Metro Atlantic,Canisius,Sr,OF,,,15,0.273,0.467,0.273,0,0,0,0,33.33,20,-13.33,0.5,0.362,0,2
"Convers, Chris",American East,UMBC,So,OF,,,7,0.143,0.143,0.143,0,0,0,0,42.86,0,-42.86,0.25,0.125,-1,0
"Cook, Billy",West Coast,Pepperdine,Fr,INF,,,33,0.241,0.333,0.414,0,0.173,1,1,33.33,12.12,-21.21,0.389,0.324,0,4
"Cook, Chris",Southern,ETSU,Sr,INF,,,77,0.388,0.446,0.612,1,0.224,1,2,15.58,6.49,-9.09,0.463,0.449,7,17
"Cook, Justin",Atlantic 10,Richmond,So,INF,,,41,0.308,0.341,0.333,0,0.025,0,0,19.51,4.88,-14.63,0.387,0.3,-1,4
"Cook, Noah",Southern,VMI,Fr,INF,,,13,0.25,0.308,0.333,0,0.083,0,0,38.46,0,-38.46,0.429,0.286,-1,1
"Cook, Zac",Sun Belt,UT Arlington,So,INF,,,61,0.3,0.417,0.34,0,0.04,5,6,22.95,9.84,-13.11,0.417,0.349,1,8
"Cooke, Justin",Big 12,Oklahoma,Fr,C,,,2,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,0
"Coolen, Bo",Big 10,Ohio State,Sr,1B,,,19,0.267,0.421,0.333,0,0.066,0,0,10.53,21.05,10.52,0.308,0.349,0,3
"Cooley, Welles",Southland,McNeese,So,INF,,,16,0.154,0.267,0.231,0,0.077,1,1,31.25,6.25,-25,0.25,0.235,-1,1
"Coomes, Nick",SEC,LSU,Sr,C,,,42,0.25,0.262,0.35,1,0.1,1,1,14.29,2.38,-11.91,0.265,0.261,-3,3
"Cooper, Dillon",ACC,NC State,So,INF,,,60,0.217,0.351,0.239,0,0.022,3,3,18.33,11.67,-6.66,0.278,0.283,-3,5
"Cooper, Joey",Big West,CSUN,Jr,OF,,,55,0.22,0.418,0.293,1,0.073,2,2,21.82,18.18,-3.64,0.286,0.342,0,7
"Cooper, Matt",ACC,Clemson,Fr,UT,,,3,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-1,0
"Cooper, Storme",Conference USA,Southern Miss,Jr,INF,,,12,0,0.083,0,0,0,0,0,25,8.33,-16.67,0,0.058,-3,-1
"Cooper, Tanner",American East,Stony Brook,Fr,INF,,,4,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,-1
"Cope, Daniel",Big West,Cal St. Fullerton,So,C,,,95,0.238,0.277,0.393,3,0.155,0,1,23.16,5.26,-17.9,0.27,0.283,-4,7
"Coppo, Tyler",American East,Hartford,So,P,,,3,0.333,0.333,0.333,0,0,0,0,0,0,0,0.333,0.293,0,0
"Corbin, Kyle",Mid-Eastern,Bethune-Cookman,Sr,OF,,,41,0.4,0.475,0.514,0,0.114,3,3,17.07,7.32,-9.75,0.5,0.43,3,8
"Cordeiro, RJ",West Coast,San Francisco,Jr,OF,,,19,0,0.316,0,0,0,0,0,26.32,26.32,0,0,0.22,-2,0
"Cordell, Brian",Mid-Eastern,UMES,Fr,OF,,,16,0.182,0.438,0.182,0,0,1,1,18.75,31.25,12.5,0.25,0.326,0,2
"Cordova-Smith, Peyton",OVC,SIUE,Jr,INF,,,41,0.286,0.375,0.514,2,0.228,0,0,31.71,7.32,-24.39,0.4,0.382,2,7
"Coritz, Michael",Patriot,Navy,So,INF,,,50,0.195,0.327,0.22,0,0.025,1,1,4,16,12,0.205,0.264,-3,3
"Corley, Chandler",Sun Belt,Georgia Southern,Sr,OF,,,53,0.25,0.308,0.333,1,0.083,1,1,16.98,7.55,-9.43,0.289,0.285,-2,4
"Corliss, Craig",Metro Atlantic,Siena,Fr,C,,,11,0.222,0.364,0.333,0,0.111,0,0,18.18,18.18,0,0.286,0.318,0,1
"Cornelius, Chris",SEC,Missouri,So,INF,,,37,0.25,0.324,0.312,0,0.062,0,0,21.62,8.11,-13.51,0.32,0.285,-2,3
"Cornell, Conrad",Southern,Mercer,Sr,P,,,17,0.2,0.2,0.267,0,0.067,0,0,29.41,0,-29.41,0.3,0.2,-2,0
"Corso, Jake",Sun Belt,Georgia St.,Jr,1B,,,16,0,0.062,0,0,0,0,0,62.5,0,-62.5,0,0.045,-4,-2
"Cortes, Carlos",SEC,South Carolina,So,OF,2018,83,90,0.25,0.389,0.403,3,0.153,2,2,10,16.67,6.67,0.246,0.353,1,12
"Cosentino, James",Big 12,Kansas,So,INF,,,68,0.288,0.424,0.423,1,0.135,4,5,29.41,10.29,-19.12,0.438,0.377,2,11
"Cosentino, Matt",Atlantic 10,George Washington,Sr,OF,,,43,0.27,0.372,0.351,0,0.081,2,3,20.93,11.63,-9.3,0.357,0.327,0,5
"Cosgrove, Jake",Western Athletic,Seattle U,Fr,INF,,,57,0.312,0.411,0.417,0,0.105,2,3,14.04,8.77,-5.27,0.375,0.367,2,8
"Coss III, Jon",Western Athletic,Chicago St.,Jr,OF,,,18,0.214,0.353,0.214,0,0,1,1,33.33,16.67,-16.66,0.375,0.277,-1,1
"Coss, Parker",Big West,UC Irvine,Sr,INF,,,61,0.367,0.411,0.469,1,0.102,0,1,4.92,6.56,1.64,0.362,0.378,2,10
"Costa, Jason",Southern,Furman,Sr,C,,,56,0.304,0.429,0.457,1,0.153,0,0,16.07,14.29,-1.78,0.361,0.39,3,9
"Costello, Jeff",Colonial,Northeastern,Fr,OF,,,14,0.25,0.357,0.333,0,0.083,0,0,14.29,14.29,0,0.3,0.313,0,1
"Costello, Vinnie",Colonial,Hofstra,So,OF,,,32,0.172,0.25,0.276,0,0.104,1,1,53.13,3.13,-50,0.417,0.238,-3,1
"Costello, Zack",Northeast,Mt. St. Marys,Jr,C,,,46,0.324,0.432,0.432,0,0.108,1,1,17.39,15.22,-2.17,0.414,0.382,2,7
"Costes, Marty",Big 10,Maryland,Jr,OF,2018,672,74,0.182,0.365,0.273,0,0.091,4,4,16.22,18.92,2.7,0.222,0.303,-2,7
"Cote, Ian",Summit League,South Dakota St.,Jr,C,,,13,0.111,0.333,0.222,0,0.111,0,0,61.54,23.08,-38.46,1,0.276,-1,1
"Cothran, Taylor",Southern,The Citadel,Sr,OF,,,65,0.288,0.302,0.407,1,0.119,1,3,16.92,1.54,-15.38,0.327,0.3,-2,6
"Cottam, Kole",SEC,Kentucky,Jr,C,2018,130,78,0.308,0.41,0.631,6,0.323,1,2,12.82,11.54,-1.28,0.28,0.434,7,16
"Cotton, Quin",Western Athletic,Grand Canyon,So,OF,2019,,76,0.415,0.493,0.6,1,0.185,5,6,11.84,10.53,-1.31,0.473,0.467,8,18
"Coutts, Jackson",Atlantic 10,Rhode Island,Fr,UT,,,31,0.192,0.29,0.231,0,0.039,0,0,22.58,9.68,-12.9,0.25,0.243,-2,1
"Covert, Trey",Southwestern,Alcorn,So,OF,,,2,0,0.5,0,0,0,0,0,0,0,0,0,0.36,0,0
"Cowles, Tyler",Big 10,Ohio State,Sr,OF,,,68,0.345,0.426,0.707,4,0.362,0,0,8.82,11.76,2.94,0.327,0.465,7,16
"Cox, Cage",Southwestern,Alabama St.,So,OF,,,27,0.375,0.444,0.5,0,0.125,1,2,22.22,11.11,-11.11,0.5,0.409,2,5
"Cox, Caleb",Sun Belt,Little Rock,Jr,C,,,3,0,0,0,0,0,0,0,66.67,0,-66.67,0,0,-1,0
"Cox, Dominic",Conference USA,Rice,Fr,OF,,,62,0.184,0.288,0.245,0,0.061,0,0,29.03,12.9,-16.13,0.273,0.246,-5,3
"Cox, Khalyd",Mid-Eastern,Savannah St.,Jr,OF,,,9,0,0.111,0,0,0,0,0,44.44,0,-44.44,0,0.08,-2,-1
"Cox, Matt",Western Athletic,Chicago St.,Jr,UT,,,46,0.225,0.326,0.25,0,0.025,2,2,21.74,13.04,-8.7,0.3,0.27,-3,3
"Coyle, Caleb",Mid-Eastern,N.C. Central,Jr,INF,,,16,0.214,0.312,0.357,0,0.143,0,0,37.5,6.25,-31.25,0.375,0.298,0,1
"Craan, David",Big 10,Illinois,Jr,C,,,13,0,0.091,0,0,0,0,0,30.77,0,-30.77,0,0.066,-3,-1
"Crabbe, Cam",AAC,USF,Sr,OF,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Crabtree, Chris",ACC,Duke,Fr,INF,,,5,0.5,0.6,0.75,0,0.25,0,0,0,20,20,0.5,0.562,1,2
"Crabtree, Scott",Southland,New Orleans,Jr,1B,,,28,0.167,0.464,0.222,0,0.055,0,0,10.71,21.43,10.72,0.2,0.358,1,4
"Craig, Tanner",Missouri Valley,Evansville,Fr,INF,,,52,0.319,0.385,0.532,2,0.213,0,0,17.31,9.62,-7.69,0.361,0.391,2,9
"Crail, Sam",Big 10,Indiana,Fr,OF,,,7,0,0.286,0,0,0,0,0,42.86,28.57,-14.29,0,0.197,-1,0
"Crain, Eric",Big South,Longwood,Jr,OF,,,23,0.1,0.182,0.1,0,0,1,1,39.13,0,-39.13,0.182,0.145,-4,-1
"Crawford, Jake",Southern,Furman,Jr,3B,,,56,0.358,0.393,0.472,1,0.114,2,2,16.07,3.57,-12.5,0.419,0.375,2,9
"Crawford, Kenton",Missouri Valley,Southern Ill.,Jr,OF,,,41,0.256,0.293,0.333,0,0.077,1,3,19.51,4.88,-14.63,0.323,0.274,-2,3
"Crebs, Austin",Northeast,Fairleigh Dickinson,Fr,P,,,2,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,0
"Cresto, John",West Coast,Santa Clara,Jr,INF,2018,846,55,0.347,0.418,0.49,2,0.143,1,1,20,10.91,-9.09,0.417,0.395,3,9
"Crews, Danny",Big 12,TCU,Jr,INF,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"Crews, Kenton",Missouri Valley,Evansville,So,OF,,,61,0.327,0.431,0.429,0,0.102,6,6,21.31,13.11,-8.2,0.444,0.381,2,10
"Crimmin, Jonathan",Metro Atlantic,Siena,So,OF,,,46,0.289,0.364,0.395,0,0.106,0,0,15.22,10.87,-4.35,0.344,0.33,0,5
"Crisan, Jeffrey",ASUN,Lipscomb,Sr,C,,,41,0.333,0.415,0.361,0,0.028,0,0,4.88,9.76,4.88,0.353,0.351,1,6
"Crispin, Josh",Southwestern,Jackson St.,Jr,INF,,,8,0,0.125,0,0,0,0,0,0,12.5,12.5,0,0.086,-2,-1
"Crocket, Ryan",Southern,Samford,So,3B,,,44,0.308,0.364,0.436,1,0.128,1,1,15.91,6.82,-9.09,0.344,0.345,0,6
"Croft, Noah",Missouri Valley,Wichita St.,So,C,,,38,0.219,0.324,0.312,1,0.093,1,2,21.05,13.16,-7.89,0.261,0.29,-1,3
