Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"McDermott, Sean",Southern,Mercer,Jr,1B,,,30,0.167,0.286,0.208,0,0.041,0,0,23.33,3.33,-20,0.235,0.24,-2,1
"McDevitt, Cole",Big 10,Minnesota,Jr,C,,,77,0.317,0.408,0.587,5,0.27,1,1,27.27,14.29,-12.98,0.385,0.415,5,15
"McDonald, Cutter",Southwestern,Ark. Pine Bluff,Jr,OF,,,14,0.214,0.214,0.286,0,0.072,0,0,14.29,0,-14.29,0.25,0.214,-1,0
"McDonald, Evan",Northeast,Fairleigh Dickinson,Jr,C,,,57,0.222,0.333,0.422,2,0.2,1,1,21.05,8.77,-12.28,0.235,0.324,-1,6
"McDonald, John",OVC,Austin Peay,Fr,1B,,,19,0.333,0.421,0.467,0,0.134,0,0,26.32,15.79,-10.53,0.455,0.378,1,3
"McDonough, Jordan",Missouri Valley,Evansville,Jr,C,,,5,0,0.2,0,0,0,0,0,20,0,-20,0,0.144,-1,0
"McDougald, Max",Southern,Wofford,Sr,INF,,,55,0.208,0.296,0.25,0,0.042,5,6,16.36,9.09,-7.27,0.256,0.253,-4,3
"McDyre, Trey",Big South,Liberty,So,INF,,,46,0.314,0.422,0.486,0,0.172,2,2,13.04,17.39,4.35,0.355,0.385,2,8
"McElreath, Sam",Conference USA,Western Ky.,Jr,INF,,,7,0.429,0.429,0.429,0,0,0,0,0,0,0,0.429,0.376,0,1
"McFadden, Jacob",Southland,New Orleans,Jr,OF,,,11,0.2,0.273,0.2,0,0,0,0,27.27,9.09,-18.18,0.286,0.222,-1,0
"McFalls, Scout",Big South,Winthrop,So,OF,,,37,0.207,0.378,0.207,0,0,0,0,27.03,21.62,-5.41,0.316,0.292,-1,3
"McFarland, Daniel",OVC,Eastern Ky.,Sr,OF,,,74,0.259,0.397,0.397,1,0.138,2,3,17.57,12.16,-5.41,0.311,0.355,1,10
"McFarland, Jordan",SEC,Arkansas,So,INF,,,36,0.206,0.25,0.294,1,0.088,0,1,13.89,5.56,-8.33,0.214,0.241,-3,2
"McGeagh, Matt",Ivy League,Penn,Jr,INF,,,34,0.531,0.559,1.219,5,0.688,0,0,5.88,2.94,-2.94,0.48,0.722,11,15
"McGee, Ashton",ACC,North Carolina,So,INF,,,90,0.261,0.416,0.377,1,0.116,0,0,30,18.89,-11.11,0.405,0.358,2,13
"McGee, Mike",Horizon,Oakland,Jr,INF,,,31,0.292,0.452,0.333,0,0.041,0,0,9.68,22.58,12.9,0.333,0.366,1,5
"McGehee, Brady",Sun Belt,La.-Monroe,So,INF,,,14,0.083,0.083,0.083,0,0,0,0,21.43,0,-21.43,0.111,0.073,-3,-1
"McGill, Liam",Ivy League,Columbia,So,C,,,56,0.283,0.411,0.478,1,0.195,0,0,21.43,17.86,-3.57,0.364,0.386,2,9
"McGovern, Keegan",SEC,Georgia,Sr,OF,2018,268,75,0.292,0.387,0.554,4,0.262,3,3,24,10.67,-13.33,0.349,0.4,4,13
"McGowan, Jacson",Big 10,Purdue,Jr,1B,2018,330,82,0.263,0.488,0.439,3,0.176,0,2,21.95,26.83,4.88,0.333,0.418,6,16
"McGowan, Jordan",Southwestern,Alcorn,So,OF,,,15,0.286,0.286,0.286,0,0,0,0,6.67,0,-6.67,0.308,0.251,-1,1
"McGowan, Kendall",Sun Belt,Appalachian St.,Fr,OF,,,35,0.345,0.457,0.414,0,0.069,0,0,14.29,17.14,2.85,0.417,0.39,2,6
"McGowan, Kevin",Atlantic 10,La Salle,Jr,2B,,,23,0.176,0.391,0.235,0,0.059,1,2,26.09,21.74,-4.35,0.273,0.312,0,2
"McGowan, Noah",Big 10,Ohio State,Sr,UT,,,67,0.367,0.507,0.592,1,0.225,0,0,17.91,22.39,4.48,0.447,0.461,7,15
"McGowan, Sean",Ivy League,Dartmouth,So,UT,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"McGregory, Carson",Southwestern,Alabama A&M,Sr,1B,,,23,0.3,0.391,0.45,0,0.15,0,0,13.04,13.04,0,0.353,0.365,1,3
"McGregory, Quavante",Southwestern,Mississippi Val.,Sr,OF,,,28,0.158,0.333,0.211,0,0.053,2,2,32.14,17.86,-14.28,0.3,0.269,-2,2
"McGuffin, Bowen",SEC,Auburn,Sr,OF,,,3,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-1,0
"McGuinness, Joe",Mid American,Bowling Green,Jr,C,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"McGuire, Andy",Big 12,Texas,Jr,P,2018,836,11,0.273,0.273,0.364,0,0.091,0,0,27.27,0,-27.27,0.375,0.273,-1,1
"McGuire, JP",Big South,Gardner-Webb,Fr,C,,,6,0.25,0.5,0.25,0,0,1,1,16.67,16.67,0,0.333,0.382,0,1
"McGuire, Max",Missouri Valley,Missouri St.,Fr,C,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"McGuire, Shane",West Coast,San Diego,Fr,C,,,40,0.24,0.474,0.28,0,0.04,2,2,25,25,0,0.375,0.368,1,6
"McGuire, Zack",Big 10,Michigan State,Sr,INF,,,55,0.245,0.315,0.408,2,0.163,1,1,21.82,9.09,-12.73,0.286,0.315,-1,6
"McILwain, Nazier",Mid-Eastern,Coppin St.,Jr,1B,,,36,0.258,0.306,0.323,0,0.065,0,0,36.11,8.33,-27.78,0.4,0.273,-2,3
"McInerny, Will",Pac 12,UCLA,So,C,,,28,0.211,0.36,0.421,1,0.21,0,0,14.29,10.71,-3.58,0.2,0.341,0,4
"McIntyre, Justin",Mid American,Western Mich.,Fr,INF,,,5,0.333,0.5,0.333,0,0,0,0,40,20,-20,1,0.392,0,1
"McIntyre, Mitch",West Coast,BYU,Fr,P,,,32,0.233,0.258,0.367,1,0.134,1,2,12.5,3.13,-9.37,0.24,0.269,-2,2
"McKay, Bradley",Colonial,James Madison,Sr,INF,,,46,0.227,0.261,0.318,0,0.091,0,2,30.43,4.35,-26.08,0.333,0.253,-3,2
"McKay, Jared",Southland,New Orleans,Sr,OF,,,11,0.286,0.545,0.286,0,0,0,0,0,36.36,36.36,0.286,0.411,1,2
"McKenna, Alex",Big West,Cal Poly,Jr,OF,2018,132,48,0.395,0.521,0.632,1,0.237,3,3,8.33,18.75,10.42,0.424,0.487,6,12
"McKenna, John",Patriot,Army,So,1B,,,59,0.22,0.339,0.32,0,0.1,2,3,23.73,10.17,-13.56,0.306,0.3,-2,5
"McKenna, Mark",Metro Atlantic,Canisius,Jr,OF,,,40,0.382,0.45,0.412,0,0.03,3,3,7.5,7.5,0,0.406,0.382,2,6
"McKenna, Quinn",Patriot,Lehigh,Fr,OF,,,21,0.167,0.286,0.222,0,0.055,1,1,38.1,14.29,-23.81,0.3,0.241,-2,1
"McKenzie, Jake",Big 12,Texas,Sr,P,,,52,0.325,0.391,0.4,0,0.075,0,0,9.62,7.69,-1.93,0.361,0.348,1,7
"McKinney, Chad",Southland,Lamar,Sr,C,,,37,0.233,0.333,0.333,0,0.1,0,0,21.62,10.81,-10.81,0.304,0.297,-1,3
"McKinney, Jace",West Coast,Portland,Jr,UT,,,24,0.238,0.333,0.286,0,0.048,0,1,8.33,12.5,4.17,0.263,0.284,-1,2
"McKinnon, Duncan",West Coast,Pepperdine,So,INF,,,41,0.333,0.436,0.333,0,0,2,2,19.51,12.2,-7.31,0.417,0.351,1,6
"McKinnon, Kole",Sun Belt,Louisiana,Jr,C,,,45,0.278,0.35,0.556,1,0.278,2,2,15.56,6.67,-8.89,0.321,0.381,2,7
"McKnight, Riley",Southland,Sam Houston St.,Jr,INF,,,36,0.258,0.294,0.323,0,0.065,2,2,11.11,5.56,-5.55,0.286,0.268,-2,2
"McLain, Josh",ACC,NC State,Sr,OF,2018,284,97,0.37,0.381,0.522,2,0.152,6,7,11.34,2.06,-9.28,0.395,0.382,4,16
"McLane, Craig",Colonial,William & Mary,Sr,OF,,,9,0.286,0.444,0.286,0,0,0,0,33.33,11.11,-22.22,0.5,0.352,0,1
"McLaughlin, Jack",Big South,Presbyterian,Sr,P,,,51,0.282,0.431,0.59,3,0.308,1,1,5.88,17.65,11.77,0.235,0.428,4,10
"McLaughlin, Jaylon",Mountain West,Nevada,So,SS,,,24,0.1,0.182,0.1,0,0,1,1,25,0,-25,0.143,0.145,-4,-1
"McLean, Jayse",Summit League,North Dakota St.,Jr,OF,,,58,0.32,0.414,0.54,1,0.22,4,4,22.41,13.79,-8.62,0.417,0.406,3,11
"McLean, Zach",Mid-Eastern,N.C. A&T,So,INF,,,26,0.308,0.308,0.538,1,0.23,0,0,19.23,0,-19.23,0.35,0.356,0,4
"McMahan, Kyler",Pac 12,Oregon St.,Fr,INF,,,2,0,0,0,0,0,0,0,50,0,-50,0,0,-1,0
"McMahon, Conrad",Western Athletic,UTRGV,Jr,OF,,,44,0.189,0.273,0.243,0,0.054,2,2,18.18,6.82,-11.36,0.226,0.235,-4,2
"McManus, Brett",Atlantic 10,Rhode Island,Jr,INF,,,29,0.192,0.241,0.308,0,0.116,3,3,31.03,6.9,-24.13,0.278,0.235,-2,1
"McMaster, Trent",Big 12,Kansas State,Sr,INF,,,48,0.194,0.396,0.306,1,0.112,0,0,16.67,16.67,0,0.222,0.335,0,6
"McMillon, John",Big 12,Texas Tech,So,OF,,,4,0,0,0,0,0,0,0,25,0,-25,0,0,-1,-1
"McMullen, Kirby",SEC,Florida,So,OF,,,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.439,0,0
"McMurray, Nick",Missouri Valley,Bradley,Jr,INF,,,17,0.111,0.529,0.111,0,0,1,2,17.65,41.18,23.53,0.167,0.379,1,3
"McNamara, Tyler",Big 10,Rutgers,Jr,C,,,29,0.3,0.464,0.3,0,0,1,2,13.79,24.14,10.35,0.353,0.361,1,4
"McNamee, Cole",ACC,Wake Forest,Fr,UT,,,17,0.133,0.235,0.2,0,0.067,0,0,41.18,11.76,-29.42,0.25,0.206,-2,0
"McPhillips, Dylan",Western Athletic,Sacramento St.,Fr,INF,,,43,0.162,0.262,0.243,1,0.081,1,2,27.91,11.63,-16.28,0.208,0.235,-4,2
"McRae, Logan",Colonial,Col. of Charleston,Sr,OF,,,57,0.28,0.357,0.58,4,0.3,1,1,17.54,10.53,-7.01,0.278,0.394,3,10
"McShane, Steve",Summit League,Western Ill.,Jr,OF,,,61,0.304,0.35,0.375,0,0.071,3,4,1.64,4.92,3.28,0.309,0.319,-1,7
"McVey, Connor",AAC,Cincinnati,Sr,INF,,,68,0.286,0.455,0.469,2,0.183,5,5,19.12,17.65,-1.47,0.343,0.407,4,12
"McWhertor, TK",Big 12,Kansas State,Jr,C,,,47,0.19,0.277,0.262,1,0.072,0,0,10.64,8.51,-2.13,0.194,0.248,-3,2
"McWhorter, Mason",Sun Belt,Georgia Southern,So,OF,,,71,0.254,0.324,0.508,4,0.254,2,2,40.85,5.63,-35.22,0.387,0.352,1,10
"McWhorter, Sam",Southern,Samford,So,INF,,,8,0,0.5,0,0,0,1,1,12.5,25,12.5,0,0.353,0,1
"McWilliam, Andrew",Western Athletic,Sacramento St.,Sr,OF,,,41,0.371,0.463,0.514,0,0.143,1,1,14.63,12.2,-2.43,0.448,0.425,3,8
"Meadows, Jackson",Colonial,UNCW,So,INF,,,43,0.282,0.333,0.308,0,0.026,2,2,23.26,6.98,-16.28,0.379,0.288,-2,4
"Meadows, Mason",SEC,Georgia,Fr,C,,,52,0.333,0.431,0.429,1,0.096,0,0,25,13.46,-11.54,0.448,0.379,2,8
"Means, Jake",Missouri Valley,Indiana St.,Jr,INF,,,69,0.262,0.333,0.459,3,0.197,0,1,20.29,7.25,-13.04,0.289,0.339,0,9
"Meduri, Anthony",American East,Binghamton,Jr,P,,,38,0.344,0.432,0.5,0,0.156,1,1,15.79,10.53,-5.26,0.423,0.404,2,7
"Meehan, Pat",Atlantic 10,Dayton,Jr,INF,,,39,0.4,0.436,0.686,3,0.286,3,5,12.82,5.13,-7.69,0.393,0.466,4,9
"Meeker, James",Colonial,Delaware,Sr,INF,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mehan, Scott",Pac 12,Arizona St.,Fr,OF,,,13,0.167,0.231,0.167,0,0,0,0,23.08,7.69,-15.39,0.222,0.188,-2,0
"Mehl, Kyle",Big South,Campbell,Sr,INF,,,43,0.152,0.282,0.182,0,0.03,2,2,20.93,6.98,-13.95,0.208,0.231,-4,1
"Meilleur, Taylor",West Coast,Saint Marys (CA),So,C,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"Mejia, Joey",West Coast,Pacific,Jr,C,,,4,0,0,0,0,0,0,0,50,0,-50,0,0,-1,-1
"Melendez, Alvin",Atlantic 10,Fordham,So,INF,,,24,0.25,0.375,0.3,0,0.05,5,5,12.5,16.67,4.17,0.294,0.313,0,2
"Mendenhall, Kyle",Big 12,Oklahoma,Sr,INF,,,49,0.273,0.312,0.409,1,0.136,0,0,16.33,6.12,-10.21,0.306,0.309,-1,5
"Mendez, Joey",Big South,Longwood,So,C,,,36,0.167,0.278,0.2,0,0.033,0,0,13.89,13.89,0,0.192,0.228,-3,1
"Mendez, Joseph",Mountain West,Fresno St.,Fr,OF,,,1,1,1,1,0,0,0,0,0,0,0,1,0.878,0,1
"Mendoza, Drew",ACC,Florida St,So,INF,2019,,117,0.287,0.427,0.436,3,0.149,1,1,23.93,13.68,-10.25,0.381,0.385,5,19
"Mendoza, Johnny",Mountain West,San Jose St.,So,C,,,31,0.25,0.29,0.25,0,0,0,0,6.45,6.45,0,0.259,0.243,-2,1
"Mendoza, Matthew",Western Athletic,UTRGV,Jr,P,,,20,0.125,0.3,0.125,0,0,0,0,50,15,-35,0.333,0.227,-2,1
"Menken, Nick",ACC,Virginia Tech,Jr,OF,,,72,0.317,0.343,0.508,2,0.191,5,6,6.94,2.78,-4.16,0.305,0.355,1,10
"Mennitt, Sam",Conference USA,Charlotte,Fr,INF,,,3,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-1,0
"Meola, Jonathan",ASUN,Stetson,Jr,INF,,,50,0.359,0.5,0.615,0,0.256,2,2,18,22,4,0.467,0.468,6,12
"Mercadante, Joe",Northeast,LIU Brooklyn,Jr,OF,,,27,0.292,0.37,0.292,0,0,0,1,14.81,11.11,-3.7,0.35,0.304,-1,3
"Mercadel, Tristan",Big West,Long Beach St.,Sr,OF,,,41,0.176,0.243,0.206,0,0.03,0,0,12.2,4.88,-7.32,0.207,0.209,-4,1
"Mercado, Eli",Big South,Longwood,Jr,INF,,,20,0.143,0.4,0.143,0,0,1,1,30,15,-15,0.25,0.3,-1,2
"Mercado, Eric",Metro Atlantic,Saint Peters,So,2B,,,17,0.118,0.118,0.118,0,0,0,0,29.41,0,-29.41,0.167,0.103,-3,-1
"Mercer, Hunter",Sun Belt,Troy,So,INF,,,9,0,0.25,0,0,0,0,0,22.22,22.22,0,0,0.173,-1,0
"Mercer, Jace",AAC,Cincinnati,So,INF,,,21,0.067,0.286,0.067,0,0,0,0,14.29,14.29,0,0.077,0.209,-2,0
"Mercurio, Dominic",Horizon,Northern Ky.,Sr,INF,,,33,0.308,0.438,0.308,0,0,0,0,9.09,12.12,3.03,0.348,0.351,0,4
"Meredith, Kier",ACC,Clemson,Fr,OF,,,27,0.2,0.407,0.45,1,0.25,1,1,25.93,14.81,-11.12,0.25,0.38,1,4
"Merino, Matt",Sun Belt,Little Rock,Jr,INF,,,66,0.219,0.242,0.312,1,0.093,3,3,12.12,1.52,-10.6,0.236,0.241,-5,3
"Merritt, Brayden",Mountain West,New Mexico,Fr,OF,,,25,0.409,0.435,0.455,0,0.046,1,1,16,4,-12,0.5,0.389,1,4
"Mervis, Matt",ACC,Duke,So,INF,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Messinger, Skyler",Big 12,Kansas,Fr,INF,,,47,0.286,0.362,0.476,1,0.19,2,3,21.28,8.51,-12.77,0.355,0.36,1,7
"Metcalf, Nolan",Big 12,Kansas,Fr,C,,,7,0,0.143,0,0,0,0,0,28.57,14.29,-14.28,0,0.099,-1,-1
"Metten, Tristan",Missouri Valley,Dallas Baptist,Jr,INF,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Mettetal, Zach",AAC,Memphis,Fr,INF,,,2,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,0
"Metz, Robbie",Atlantic 10,George Washington,Sr,INF,,,39,0.273,0.297,0.424,1,0.151,2,2,10.26,5.13,-5.13,0.267,0.301,-1,4
"Metzdorf, Drew",Atlantic 10,Massachusetts,Fr,INF,,,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
"Meyer, Cam",Patriot,Holy Cross,Fr,INF,,,45,0.243,0.302,0.297,0,0.054,0,0,20,8.89,-11.11,0.3,0.265,-3,3
"Meyer, Max",Big 10,Minnesota,Fr,UT,,,11,0.111,0.273,0.111,0,0,0,0,18.18,0,-18.18,0.143,0.211,-1,0
"Meyer, Nick",Big West,Cal Poly,Jr,C,2018,170,48,0.447,0.523,0.632,0,0.185,1,1,4.17,12.5,8.33,0.472,0.491,6,12
"Meyer, Wyatt",Summit League,Western Ill.,Jr,INF,,,4,0.25,0.25,0.25,0,0,0,0,50,0,-50,0.5,0.22,0,0
"Meyers, Chris",Mid American,Toledo,Fr,INF,,,45,0.256,0.356,0.308,0,0.052,0,0,22.22,11.11,-11.11,0.345,0.303,-1,4
"Meylan, Grant",West Coast,Santa Clara,Sr,OF,,,29,0.227,0.346,0.273,0,0.046,0,0,17.24,10.34,-6.9,0.294,0.29,-1,2
"Mezzenga, Ben",Big 10,Minnesota,Jr,OF,,,67,0.296,0.391,0.333,0,0.037,3,3,26.87,11.94,-14.93,0.432,0.329,0,8
"Miano, Anthony",Big South,Radford,Sr,OF,,,20,0.125,0.3,0.125,0,0,1,1,30,15,-15,0.2,0.227,-2,1
"Micak, Christopher",Metro Atlantic,Saint Peters,Sr,1B,,,8,0.333,0.5,0.833,1,0.5,0,0,12.5,12.5,0,0.25,0.538,1,2
"Michalak, Michael",Big 10,Illinois,Jr,INF,,,69,0.316,0.406,0.421,1,0.105,0,0,18.84,11.59,-7.25,0.378,0.362,2,10
"Michalski, Kolton",Summit League,South Dakota St.,Jr,C,,,24,0.059,0.238,0.059,0,0,0,0,25,12.5,-12.5,0.091,0.175,-3,0
"Michalski, Zach",Mid-Eastern,N.C. Central,Sr,1B,,,35,0.303,0.314,0.424,0,0.121,0,0,20,2.86,-17.14,0.37,0.312,-1,4
"Michie, Brandon",Southern,Mercer,Jr,INF,,,46,0.5,0.609,0.794,2,0.294,0,0,10.87,19.57,8.7,0.536,0.572,9,15
"Migliore, Brett",Metro Atlantic,Canisius,So,INF,,,20,0.118,0.25,0.118,0,0,1,1,30,15,-15,0.182,0.191,-2,0
"Migueles, Erick",Pac 12,Utah,Jr,OF,,,57,0.17,0.291,0.362,2,0.192,0,0,29.82,12.28,-17.54,0.214,0.29,-2,5
"Mihalik, Jared",Southern,Furman,Fr,3B,,,21,0.158,0.238,0.316,1,0.158,0,0,28.57,4.76,-23.81,0.167,0.247,-2,1
"Mihalik, Riley",Metro Atlantic,Rider,Jr,1B,,,47,0.333,0.404,0.5,2,0.167,1,2,19.15,8.51,-10.64,0.387,0.392,2,8
"Mika, Matthew",AAC,UCF,Jr,INF,,,67,0.328,0.379,0.41,1,0.082,5,8,14.93,7.46,-7.47,0.38,0.347,1,9
"Miknis, Jake",Atlantic 10,St. Bonaventure,So,INF,,,15,0,0.133,0,0,0,0,0,33.33,13.33,-20,0,0.092,-3,-1
"Milam, Kevin",West Coast,Saint Marys (CA),So,P,,,68,0.375,0.485,0.607,3,0.232,1,1,22.06,13.24,-8.82,0.474,0.465,7,16
"Milam, Zach",Mid American,Ball St.,Jr,3B,,,13,0.083,0.083,0.083,0,0,0,0,38.46,0,-38.46,0.143,0.073,-3,-1
"Miles, Jr, Jacky",Mid-Eastern,Florida A&M,Sr,C,,,31,0.385,0.452,0.423,0,0.038,0,0,6.45,12.9,6.45,0.4,0.384,1,5
"Milkowski, Joe",American East,UMBC,Jr,OF,,,27,0.12,0.185,0.12,0,0,3,3,14.81,7.41,-7.4,0.143,0.149,-4,-1
"Millard, Tim",Missouri Valley,Dallas Baptist,Jr,INF,2018,1051,89,0.329,0.416,0.605,5,0.276,1,2,12.36,12.36,0,0.328,0.429,7,18
"Millas, Drew",Missouri Valley,Missouri St.,So,C,,,82,0.357,0.451,0.557,3,0.2,1,2,19.51,13.41,-6.1,0.431,0.433,7,17
"Miller, Aaron",Big South,Charleston So.,So,1B,,,27,0.12,0.185,0.2,0,0.08,0,0,25.93,7.41,-18.52,0.167,0.176,-4,0
"Miller, Austin",Western Athletic,Northern Colo.,Sr,OF,,,65,0.312,0.492,0.396,1,0.084,2,2,18.46,12.31,-6.15,0.4,0.411,4,12
"Miller, Brandon",Big East,St. Johns (NY),Fr,OF,,,5,0.25,0.4,0.25,0,0,0,0,20,20,0,0.333,0.314,0,1
"Miller, Cody",Southern,Wofford,Sr,C,,,49,0.279,0.34,0.349,0,0.07,2,2,22.45,6.12,-16.33,0.375,0.307,-1,5
"Miller, Dean",Big West,UC Riverside,Jr,OF,,,47,0.279,0.34,0.349,0,0.07,1,1,27.66,8.51,-19.15,0.4,0.306,-1,5
"Miller, Henry",Big East,Xavier,Fr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Miller, Jared",ACC,Notre Dame,Fr,INF,,,26,0.111,0.333,0.111,0,0,2,2,15.38,11.54,-3.84,0.143,0.25,-2,1
"Miller, Jason",Big South,Charleston So.,Jr,INF,,,30,0.227,0.433,0.409,1,0.182,0,2,13.33,23.33,10,0.235,0.382,1,5
"Miller, Luke",Big 10,Indiana,Jr,OF,2018,647,43,0.415,0.419,0.756,3,0.341,0,0,20.93,2.33,-18.6,0.467,0.485,5,11
"Miller, Max",ACC,Duke,Sr,INF,,,64,0.236,0.317,0.291,1,0.055,1,1,9.38,6.25,-3.13,0.245,0.277,-3,5
"Miller, Owen",Missouri Valley,Illinois St.,Jr,INF,2018,84,70,0.413,0.471,0.571,1,0.158,5,5,7.14,10,2.86,0.439,0.448,7,15
"Miller, Richard",Colonial,Towson,Jr,INF,,,34,0.222,0.364,0.37,1,0.148,0,0,23.53,11.76,-11.77,0.278,0.333,0,4
"Miller, Sammy",Big South,Longwood,Sr,INF,,,49,0.297,0.447,0.378,0,0.081,7,9,12.24,18.37,6.13,0.355,0.376,2,8
"Miller, Thomas",Horizon,Oakland,So,INF,,,25,0.222,0.44,0.222,0,0,2,2,16,28,12,0.286,0.334,0,3
"Miller, Tim",Atlantic 10,Richmond,Fr,UT,,,31,0.207,0.258,0.241,0,0.034,0,0,22.58,6.45,-16.13,0.273,0.226,-3,1
"Miller, Zach",Colonial,Delaware,Fr,C,,,38,0.237,0.237,0.447,2,0.21,0,0,26.32,0,-26.32,0.269,0.287,-2,3
"Milligan, Cody",Big 12,Oklahoma State,Fr,UT,,,3,1,1,1,0,0,0,0,0,33.33,33.33,1,0.784,1,2
"Millwee, Daniel",Big South,High Point,Jr,C,,,45,0.243,0.378,0.432,1,0.189,0,0,17.78,15.56,-2.22,0.286,0.356,1,6
"Mims, Jackson",Conference USA,Charlotte,Jr,INF,,,76,0.343,0.421,0.537,3,0.194,1,2,10.53,10.53,0,0.357,0.412,5,14
"Minato, Chad",Ivy League,Harvard,So,INF,,,28,0.136,0.296,0.182,0,0.046,1,1,17.86,17.86,0,0.176,0.239,-2,1
"Mingus, Eric",Western Athletic,New Mexico St.,Jr,INF,,,3,0.5,0.333,1,0,0.5,0,0,33.33,0,-33.33,0.5,0.414,0,1
"Minjarez, Josh",Sun Belt,UT Arlington,Jr,INF,,,56,0.255,0.375,0.404,1,0.149,1,1,12.5,16.07,3.57,0.282,0.345,0,7
"Minnick, Brett",Western Athletic,Northern Colo.,Sr,INF,,,69,0.254,0.343,0.508,3,0.254,0,0,36.23,10.14,-26.09,0.387,0.362,2,10
"Minnick, Zach",Big South,Campbell,Jr,C,,,57,0.224,0.304,0.245,0,0.021,2,2,17.54,8.77,-8.77,0.275,0.254,-4,3
"Minnis, Cody",Big West,Cal St. Fullerton,Fr,OF,,,3,0,0,0,0,0,0,0,33.33,0,-33.33,0,0,-1,0
"Minogue, Randall",Northeast,Mt. St. Marys,Sr,OF,,,43,0.256,0.326,0.538,2,0.282,1,1,39.53,9.3,-30.23,0.4,0.363,1,6
"Minor, Nic",Southland,SFA,Jr,OF,,,37,0.333,0.361,0.394,0,0.061,2,2,2.7,5.41,2.71,0.333,0.327,0,4
"Minorik, Riley",Mid American,Bowling Green,Jr,INF,,,33,0.296,0.387,0.333,0,0.037,1,1,18.18,6.06,-12.12,0.381,0.329,0,4
"Minter, Drew",AAC,Houston,Fr,OF,,,23,0.3,0.391,0.35,0,0.05,3,3,26.09,13.04,-13.05,0.429,0.335,0,3
"Miranda, David",Conference USA,Fla. Atlantic,Sr,OF,2018,740,67,0.305,0.388,0.475,3,0.17,0,0,17.91,4.48,-13.43,0.341,0.377,2,11
"Mircovich, Max",Atlantic 10,Rhode Island,Fr,OF,,,20,0.267,0.4,0.4,0,0.133,0,0,20,15,-5,0.333,0.35,0,3
"Misch, Emerson",Horizon,Oakland,Sr,OF,,,39,0.29,0.436,0.419,1,0.129,0,0,23.08,20.51,-2.57,0.381,0.383,2,6
"Misner, Kameron",SEC,Missouri,So,1B,2019,,35,0.357,0.471,0.571,1,0.214,3,4,17.14,14.29,-2.85,0.429,0.447,3,8
"Missal, Ryan",Mid American,Western Mich.,Fr,OF,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitchell Jr., Danny",Sun Belt,Little Rock,Jr,OF,,,25,0.318,0.4,0.364,0,0.046,3,3,24,4,-20,0.438,0.346,0,3
"Mitchell, Dalton",Southwestern,Alabama A&M,Jr,P,,,28,0.333,0.333,0.37,0,0.037,1,1,10.71,0,-10.71,0.375,0.306,-1,3
"Mitchell, Eian",Southwestern,Southern U.,Jr,C,,,4,0,0.25,0,0,0,0,0,25,0,-25,0,0.18,-1,0
"Mitchell, Garrett",Pac 12,UCLA,Fr,OF,2020,,55,0.255,0.308,0.319,0,0.064,0,0,20,5.45,-14.55,0.324,0.277,-3,4
"Mitchell, Jr., Jeffrey",Pac 12,California,Jr,OF,,,32,0.36,0.469,0.52,1,0.16,2,2,15.63,12.5,-3.13,0.4,0.425,2,6
"Mitchell, Justin",Big South,Longwood,Sr,1B,,,47,0.222,0.364,0.278,0,0.056,4,5,21.28,14.89,-6.39,0.308,0.302,-1,4
"Mitchell, Justin",Big 12,Oklahoma,Fr,C,,,27,0.417,0.44,0.667,0,0.25,0,0,11.11,3.7,-7.41,0.476,0.463,3,6
"Mitchell, Malachi",Mid-Eastern,Florida A&M,Jr,INF,,,8,0.333,0.5,0.333,0,0,0,1,37.5,12.5,-25,0.667,0.396,0,1
"Mitchell, Marcus",Mid-Eastern,Savannah St.,Sr,1B,,,6,0.2,0.333,0.8,1,0.6,0,0,33.33,16.67,-16.66,0,0.451,1,1
"Mitchell, Tevin",Big West,UC Santa Barbara,Jr,INF,,,25,0.389,0.56,0.5,0,0.111,0,1,24,24,0,0.583,0.47,3,6
"Mixon, Matt",ASUN,Kennesaw State,Sr,OF,,,5,0.4,0.4,0.4,0,0,2,2,20,0,-20,0.5,0.351,0,1
"Mize, Brad",Mid-Eastern,N.C. Central,Jr,OF,,,5,0,0.6,0,0,0,0,0,20,40,20,0,0.421,0,1
"Modica, Edward",Northeast,LIU Brooklyn,Jr,C,,,55,0.38,0.418,0.48,1,0.1,2,2,23.64,7.27,-16.37,0.486,0.387,2,9
