Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Conaway, Clay",Colonial,Delaware,Jr,P,,,21.1,92,15.22,7.61,7.61,0.25,0.348,0.3,0.298,22.83,27.17,3.53
"Concato, Michael",Ivy League,Dartmouth,Sr,P,,,35.8,150,11.33,4,7.33,0.248,0.287,0.291,0.256,32.67,26.67,2.87
"Concevitch, Ian",Mid-Eastern,Savannah St.,So,P,,,15.3,93,13.98,13.98,0,0.32,0.419,0.413,0.366,20.43,20.43,4.39
"Conger, Maddux",SEC,Vanderbilt,Jr,P,2018,645,36,176,27.84,13.64,14.2,0.207,0.324,0.269,0.275,21.59,15.91,3.04
"Conine, Brett",Big West,Cal St. Fullerton,Jr,P,2018,342,50.5,249,26.51,3.61,22.9,0.219,0.257,0.277,0.234,22.09,21.69,1.68
"Conlon, Jack",SEC,Texas A&M,Fr,P,,,1,3,0,0,0,0,0,0,0,66.67,33.33,3.15
"Conn, Trevor",Missouri Valley,Dallas Baptist,Sr,P,,,79.6,366,15.03,8.2,6.83,0.257,0.342,0.357,0.311,25.68,24.04,4.37
"Connolly, Charlie",Patriot,Navy,Fr,P,,,8.1,40,35,12.5,22.5,0.286,0.375,0.314,0.315,15,12.5,1.54
"Connolly, Ryan",Big East,Creighton,So,P,,,7,34,14.71,8.82,5.89,0.333,0.382,0.4,0.341,23.53,20.59,3
"Connolly, Shane",Southern,The Citadel,Fr,P,,,5.1,32,9.38,12.5,-3.12,0.4,0.469,0.72,0.475,18.75,18.75,7.46
"Conroy, Henry",Metro Atlantic,Iona,So,P,,,7,37,16.22,5.41,10.81,0.375,0.432,0.469,0.39,21.62,16.22,3.15
"Conroy, Ryan",Colonial,Elon,Jr,P,2018,235,124.4,589,18.85,8.32,10.53,0.272,0.34,0.395,0.319,26.15,18.51,3.85
"Constant, Ricky",American East,UMass Lowell,Jr,P,,,42.4,240,15.83,24.58,-8.75,0.241,0.463,0.373,0.385,18.33,18.33,6.68
"Constantakos, Nik",Big South,Charleston So.,So,P,,,51.3,253,25.3,6.72,18.58,0.308,0.348,0.446,0.337,14.62,21.34,3.03
"Constantini, Austin",Atlantic 10,La Salle,Sr,INF,,,24.6,125,21.6,8,13.6,0.266,0.32,0.376,0.3,18.4,24,3.35
"Contento, Ben",Atlantic 10,St. Bonaventure,Sr,P,,,31.8,153,22.22,10.46,11.76,0.236,0.34,0.331,0.302,14.38,26.8,3.9
"Conway, Austin",ACC,Louisville,Sr,P,2018,918,15,64,26.56,12.5,14.06,0.185,0.313,0.259,0.27,15.63,26.56,3.75
"Conway, Cory",OVC,Morehead St.,Fr,P,,,29.1,122,25.41,9.84,15.57,0.25,0.32,0.361,0.299,18.85,22.13,3.59
"Cook, Braydon",OVC,Murray St.,Fr,P,,,35,163,15.34,10.43,4.91,0.287,0.374,0.463,0.359,20.86,23.31,5.46
"Cook, Brett",Metro Atlantic,Niagara,Jr,P,,,3.1,21,14.29,38.1,-23.81,0.182,0.476,0.182,0.347,14.29,14.29,8.95
"Cook, Cole",Missouri Valley,Bradley,Jr,P,,,97.7,471,12.31,7.22,5.09,0.317,0.369,0.433,0.347,22.29,26.33,3.88
"Cook, Jeremy",ACC,Miami (FL),Fr,P,,,12.2,59,23.73,11.86,11.87,0.3,0.407,0.4,0.361,13.56,22.03,4.13
"Cook, Karter",Mountain West,Air Force,Jr,P,,,0.1,2,0,50,-50,0,0.5,0,0.345,0,50,33.15
"Cook, Matt",OVC,Southeast Mo. St.,Fr,P,,,3.1,15,13.33,6.67,6.66,0.357,0.4,0.429,0.363,33.33,13.33,2.82
"Cooner, Joey",Conference USA,Charlotte,Jr,P,,,45,200,12,6.5,5.5,0.271,0.31,0.424,0.31,27.5,25,4.46
"Cooper, Chris",Southland,A&M-Corpus Chris,Sr,P,,,75.7,374,17.11,7.49,9.62,0.245,0.321,0.319,0.286,24.6,24.06,3.56
"Cooper, Cristian",Southwestern,Prairie View,Sr,P,,,23.9,142,12.68,12.68,0,0.354,0.458,0.513,0.417,19.01,19.72,5.87
"Cooper, Riley",Southland,Sam Houston St.,Sr,P,,,35.4,183,18.03,7.65,10.38,0.292,0.355,0.453,0.346,24.59,19.67,3.91
"Cooper, Sam",Atlantic 10,Massachusetts,Fr,P,,,19.1,89,13.48,4.49,8.99,0.342,0.393,0.468,0.372,28.09,16.85,4.51
"Copeland, Cameron",Southland,Houston Baptist,Sr,P,,,9.1,35,14.29,2.86,11.43,0.235,0.257,0.529,0.328,17.14,42.86,6.66
"Coppo, Tyler",American East,Hartford,So,P,,,10,54,5.56,22.22,-16.66,0.3,0.481,0.5,0.431,20.37,25.93,9.35
"Corbell, Jack",Mid American,Miami (OH),Jr,P,,,13.2,59,18.64,6.78,11.86,0.3,0.373,0.44,0.351,23.73,16.95,5.04
"Corbin, Luke",Southern,Samford,So,P,,,4.9,37,16.22,16.22,0,0.345,0.486,0.586,0.457,8.11,27.03,8.25
"Corbitt, Andrew",Big South,Longwood,Sr,P,,,0.3,10,0,0,0,0.625,0.7,1.25,0.77,20,10,66.48
"Cordell, Brian",Mid-Eastern,UMES,Fr,OF,,,8.1,43,11.63,11.63,0,0.342,0.419,0.632,0.439,16.28,30.23,5.37
"Cordrey, Troy",Conference USA,UAB,Fr,P,,,8.1,45,15.56,11.11,4.45,0.333,0.422,0.583,0.416,26.67,11.11,5.62
"Cornatzer, Jason",Sun Belt,Appalachian St.,Fr,P,,,7,34,0,11.76,-11.76,0.367,0.441,0.467,0.397,35.29,20.59,4.86
"Cornish, Austin",Southland,SFA,Jr,P,,,7,44,20.45,31.82,-11.37,0.208,0.545,0.292,0.418,6.82,15.91,8.72
"Correira, Arthur",Metro Atlantic,Quinnipiac,Fr,P,,,17.1,91,9.89,19.78,-9.89,0.366,0.495,0.535,0.444,17.58,21.98,6.95
"Corrigan, Brady",Pac 12,Arizona St.,Fr,P,,,18,88,19.32,14.77,4.55,0.235,0.364,0.294,0.303,15.91,23.86,4.65
"Cortelli, Cody",Conference USA,FIU,Fr,P,,,6.2,34,20.59,11.76,8.83,0.2,0.353,0.28,0.295,17.65,20.59,4.28
"Coss, Mike",Metro Atlantic,Marist,Sr,P,,,82,400,24.25,5.5,18.75,0.249,0.302,0.335,0.278,25,16.25,2.5
"Costanzo, Michael",OVC,Austin Peay,Sr,P,2018,930,146.5,722,20.64,9.56,11.08,0.296,0.36,0.505,0.366,14.13,26.87,5.27
"Cota, Bryce",Big South,Campbell,So,P,,,7.2,39,17.95,17.95,0,0.313,0.436,0.5,0.405,12.82,25.64,5.92
"Cota, Clark",Colonial,UNCW,Jr,OF,2018,293,38.9,181,30.39,14.36,16.03,0.125,0.282,0.229,0.245,14.36,24.86,3.53
"Cottingham-Beard, Sam",Summit League,Western Ill.,Sr,P,,,61.1,301,22.26,11.63,10.63,0.217,0.319,0.311,0.285,26.25,17.61,3.61
"Coughlin, Cal",Big 12,TCU,So,P,,,29.5,139,23.02,6.47,16.55,0.194,0.266,0.282,0.247,32.37,16.55,3.18
"Coulter, Kevin",Southern,Mercer,Jr,P,,,119.7,569,13.71,6.5,7.21,0.3,0.359,0.426,0.341,29.88,18.8,4.78
"Counsellor, Austin",Metro Atlantic,Monmouth,Sr,P,,,45,196,15.82,2.55,13.27,0.22,0.26,0.266,0.233,31.12,23.47,2.57
"Cournoyer, Brenden",American East,Albany (NY),Fr,P,,,13.1,63,14.29,9.52,4.77,0.283,0.365,0.453,0.35,20.63,25.4,4.6
"Courtney, Justin",American East,Maine,Sr,P,,,99.1,483,16.36,9.52,6.84,0.275,0.352,0.399,0.327,24.22,21.53,4.03
"Coutinho, Ivan",Mid-Eastern,Bethune-Cookman,Sr,P,,,55.2,319,23.82,10.03,13.79,0.273,0.354,0.373,0.32,19.12,18.81,3.69
"Coutts, Jackson",Atlantic 10,Rhode Island,Fr,UT,,,0.1,5,20,80,-60,0,0.8,0,0.553,0,0,103.15
"Coverdale, Garrett",Mid-Eastern,Delaware St.,Sr,P,,,34.6,224,26.79,8.04,18.75,0.247,0.357,0.371,0.325,17.41,18.3,3.38
"Covers, Austin",AAC,East Carolina,Jr,P,,,2,12,16.67,25,-8.33,0.375,0.583,0.375,0.452,16.67,8.33,7.15
"Covington, West",AAC,East Carolina,Sr,P,,,27.8,141,14.18,10.64,3.54,0.231,0.333,0.333,0.299,34.75,14.89,5.27
"Coward, Connor",ACC,Virginia Tech,Sr,P,2018,783,110.8,558,20.43,12.19,8.24,0.269,0.367,0.428,0.347,17.2,24.19,5.08
"Cowart, Zach",Sun Belt,Georgia Southern,Jr,1B,,,20.3,123,14.63,13.82,0.81,0.354,0.463,0.515,0.422,16.26,21.14,6.55
"Cowell, Mike",Atlantic 10,Fordham,Jr,INF,,,47.6,227,25.99,10.57,15.42,0.244,0.33,0.358,0.303,19.38,18.94,3.53
"Cox, Austin",Southern,Mercer,Jr,P,2018,152,115.3,580,27.93,10.17,17.76,0.308,0.376,0.444,0.355,16.55,16.21,3.28
"Cox, Grant",Sun Belt,Louisiana,Jr,P,,,12.1,55,16.36,14.55,1.81,0.239,0.345,0.391,0.324,34.55,12.73,5.79
"Cox, Jordan",Atlantic 10,Dayton,So,P,,,44.5,236,20.76,12.71,8.05,0.236,0.398,0.374,0.351,15.25,22.88,5.84
"Cox, Khalyd",Mid-Eastern,Savannah St.,Jr,LF,,,10.1,72,9.72,15.28,-5.56,0.467,0.556,0.65,0.514,18.06,16.67,7.9
"Cox, Taylor",Big South,Charleston So.,Sr,P,,,11.1,66,30.3,15.15,15.15,0.255,0.409,0.373,0.356,18.18,9.09,5.67
"Coyne, Parker",SEC,South Carolina,Fr,P,,,13,53,28.3,16.98,11.32,0.205,0.34,0.364,0.316,13.21,24.53,4.92
"Craft, Derek",Conference USA,UTSA,Jr,P,2018,487,62.1,301,19.6,7.97,11.63,0.238,0.336,0.348,0.306,19.27,25.91,4.64
"Crane, Andrew",Sun Belt,Troy,Sr,P,,,95.4,397,21.41,5.04,16.37,0.221,0.27,0.302,0.251,23.17,25.69,2.79
"Cranston, John",Colonial,Towson,Jr,P,,,0.2,5,0,20,-20,0.5,0.6,1,0.635,0,40,18.15
"Craver, Jacob",Conference USA,Charlotte,Sr,P,,,22.2,165,9.7,10.91,-1.21,0.336,0.442,0.493,0.406,26.67,17.58,7.83
"Crawford, Brooks",ACC,Clemson,Jr,P,,,87.8,400,18.5,6.5,12,0.233,0.282,0.323,0.264,26,23.75,3.08
"Crawford, Jake",Southern,Furman,Jr,3B,,,57.4,300,16,9,7,0.255,0.32,0.445,0.326,22.33,27,5.93
"Crebs, Austin",Northeast,Fairleigh Dickinson,Fr,P,,,27.1,130,12.31,6.15,6.16,0.336,0.385,0.552,0.394,20,26.92,5.1
"Creed, Cody",OVC,Southeast Mo. St.,Jr,P,,,17.2,89,16.85,15.73,1.12,0.296,0.427,0.437,0.382,15.73,23.6,5.88
"Creger, Billy",Southern,Samford,Fr,P,,,5,24,20.83,16.67,4.16,0.25,0.375,0.45,0.361,12.5,29.17,6.15
"Creighton, Cole",American East,Stony Brook,Sr,P,,,44.1,227,17.18,6.61,10.57,0.317,0.366,0.449,0.35,23.79,20.7,3.49
"Crispin, Josh",Southwestern,Jackson St.,Jr,INF,,,1.1,7,14.29,14.29,0,0.2,0.429,0.8,0.49,28.57,14.29,18.6
"Criswell, Cooper",ACC,North Carolina,Jr,P,2018,391,49.1,190,30,3.68,26.32,0.188,0.232,0.256,0.217,22.11,23.16,2.03
"Criswell, Jeff",Big 10,Michigan,Fr,P,,,22.1,84,23.81,7.14,16.67,0.194,0.286,0.278,0.257,28.57,16.67,3.87
"Crochet, Garrett",SEC,Tennessee,Fr,P,,,43.1,202,17.33,8.42,8.91,0.289,0.356,0.514,0.366,19.8,23.76,6.07
"Croner, Nathan",Missouri Valley,Evansville,So,P,,,29.2,178,16.29,23.03,-6.74,0.275,0.455,0.389,0.384,10.11,26.97,6.67
"Cronin, Declan",Patriot,Holy Cross,Jr,P,,,61.2,304,21.38,10.86,10.52,0.271,0.352,0.372,0.318,23.68,16.78,3.9
"Cronin, Matt",SEC,Arkansas,So,P,,,39.1,161,32.3,10.56,21.74,0.128,0.236,0.177,0.201,16.77,27.33,2.35
"Crosby, Grant",OVC,Morehead St.,So,P,,,8.2,51,23.53,9.8,13.73,0.422,0.471,0.756,0.505,9.8,17.65,8.39
"Cross, Austin",Big South,Radford,Fr,P,,,1.1,5,20,0,20,0.2,0.2,0.2,0.176,20,40,1.33
"Cross, Trevor",Missouri Valley,Illinois St.,Sr,P,,,57.2,280,22.14,8.21,13.93,0.258,0.336,0.365,0.309,17.5,25,3.74
"Crow, Louis",West Coast,San Diego,So,P,,,42.5,233,16.31,10.73,5.58,0.304,0.395,0.45,0.365,22.75,18.03,5.59
"Croy, Brad",Mid American,Bowling Green,Jr,INF,,,74.7,397,14.11,11.34,2.77,0.312,0.395,0.451,0.366,21.41,22.92,4.61
"Crudo, Quentin",Metro Atlantic,Iona,Fr,P,,,1.1,6,0,33.33,-33.33,0,0.333,0,0.23,33.33,33.33,8.6
"Crumley, Jason",Big South,Winthrop,So,OF,,,32.2,152,16.45,6.58,9.87,0.279,0.329,0.357,0.302,24.34,25.66,3.02
"Cruz, Richie",AAC,USF,Jr,P,,,17,74,28.38,8.11,20.27,0.269,0.338,0.313,0.294,22.97,14.86,1.91
"Cuas, Alex",Colonial,Towson,Jr,P,,,46,262,14.12,19.85,-5.73,0.276,0.443,0.357,0.369,18.7,22.14,5.8
"Culbertson, Peyton",Sun Belt,Arkansas St.,Jr,P,2018,237,92.8,460,20.65,10.87,9.78,0.266,0.367,0.37,0.328,18.91,21.74,3.83
"Culliver, Joshua",Big 10,Minnesota,Fr,P,,,20.1,82,17.07,8.54,8.53,0.23,0.305,0.324,0.281,21.95,30.49,3.59
"Cumbie, Trey",AAC,Houston,Jr,P,2018,390,176.6,720,21.11,5.14,15.97,0.214,0.257,0.32,0.251,19.58,31.94,3.11
"Cumming, Dylan",Western Athletic,Chicago St.,Fr,P,,,48.1,255,16.86,10.98,5.88,0.307,0.435,0.455,0.392,16.47,21.57,5.77
"Cunico, Dan",American East,UMass Lowell,Sr,P,,,21.8,140,13.57,16.43,-2.86,0.292,0.429,0.425,0.375,24.29,15.71,6.59
"Cupo, Carson",Southern,Samford,So,P,,,9.8,55,21.82,16.36,5.46,0.186,0.309,0.209,0.247,14.55,27.27,3.45
"Curlis, Connor",Big 10,Ohio State,Jr,P,2018,709,96.4,435,22.76,7.59,15.17,0.244,0.297,0.36,0.284,16.78,28.05,2.96
"Currao, Brad",Northeast,Wagner,Sr,P,,,23.5,130,10,15.38,-5.38,0.32,0.438,0.427,0.383,17.69,26.15,5.66
"Currie, Stewart",ACC,Louisville,So,P,,,2,10,10,10,0,0.333,0.4,0.444,0.369,30,20,3.65
"Currier, Josh",Horizon,Valparaiso,Fr,P,,,6.2,43,11.63,16.28,-4.65,0.375,0.488,0.469,0.416,13.95,20.93,5.89
"Curry, Derrick",Southwestern,Prairie View,Fr,P,,,49,238,13.03,7.98,5.05,0.325,0.395,0.542,0.394,20.17,24.37,5.45
"Curry, Joah",Sun Belt,Georgia St.,Fr,OF,,,2.2,14,21.43,7.14,14.29,0.333,0.429,0.333,0.352,21.43,14.29,3.15
"Curry, Xzavion",ACC,Georgia Tech,So,P,,,109.4,478,25.1,6.9,18.2,0.237,0.308,0.373,0.298,14.23,28.66,3.76
"Curtin, Tom",Northeast,Central Conn. St.,Jr,P,,,28.7,156,8.97,6.41,2.56,0.315,0.378,0.408,0.34,23.72,24.36,4.51
"Curtis, Keegan",Sun Belt,La.-Monroe,Sr,P,2018,667,98.3,502,16.73,8.37,8.36,0.291,0.361,0.411,0.336,25.9,18.92,4.28
"Cuse, Conor",Big East,Georgetown,Sr,P,,,6.2,46,21.74,23.91,-2.17,0.394,0.543,0.576,0.477,6.52,15.22,7.82
"Cushing, Jack",Big East,Georgetown,Jr,P,,,119.1,581,16.18,4.82,11.36,0.31,0.343,0.507,0.355,20.65,25.47,4.66
"Cutting, Ben",Western Athletic,CSU Bakersfield,Jr,P,,,21.2,101,13.86,15.84,-1.98,0.274,0.386,0.31,0.32,28.71,17.82,4.09
"Cyr, Ryan",Big 12,Kansas,So,P,,,35,156,19.23,10.9,8.33,0.276,0.378,0.351,0.33,24.36,18.59,3.69
"Czabala, Sam",Big East,Xavier,Jr,P,,,12.9,68,8.82,11.76,-2.94,0.345,0.426,0.552,0.416,19.12,27.94,7.33
"D'Anna, Dylan",Metro Atlantic,Siena,Jr,P,,,62.6,321,17.13,11.21,5.92,0.286,0.368,0.388,0.332,21.18,22.43,4.14
"Daczkowski, Drew",Big South,High Point,So,P,,,67.4,300,23,10,13,0.194,0.297,0.324,0.277,23.67,21.33,4.23
"Daigle, Evan",Southland,Northwestern St.,Fr,P,,,14.6,65,13.85,15.38,-1.53,0.182,0.308,0.291,0.276,20,35.38,4.86
"Dailey, Michael",Atlantic 10,VCU,Jr,P,,,104.4,480,16.04,7.92,8.12,0.257,0.321,0.394,0.308,23.75,24.58,4.39
"Daily, Alec",Western Athletic,CSU Bakersfield,Jr,P,,,60.8,291,17.53,13.06,4.47,0.271,0.381,0.408,0.348,17.87,24.74,4.59
"Daily, Ethan",Sun Belt,Little Rock,Jr,P,,,19,88,15.91,18.18,-2.27,0.29,0.432,0.348,0.358,20.45,19.32,4.52
"Dalatri, Luca",ACC,North Carolina,So,P,,,63.2,289,20.07,4.84,15.23,0.248,0.287,0.363,0.282,18.34,31.83,3.1
"Dallas, Jack",Southland,Lamar,Fr,P,,,28.2,125,18.4,9.6,8.8,0.297,0.36,0.441,0.346,16.8,27.2,4.18
"Dalton, Tanner",Western Athletic,Sacramento St.,Jr,P,,,26.2,110,28.18,6.36,21.82,0.165,0.255,0.186,0.211,15.45,30,2.15
"Daly, Pat",Northeast,Mt. St. Marys,Fr,OF,,,5,28,14.29,28.57,-14.28,0.222,0.464,0.333,0.375,14.29,21.43,6.95
"Daly, Tyler",Patriot,Bucknell,Fr,P,,,1,10,0,0,0,0.833,0.7,1.167,0.656,10,0,9.15
"Dame, Hunter",Missouri Valley,Missouri St.,So,P,,,0.7,14,7.14,7.14,0,0.417,0.5,0.667,0.49,14.29,28.57,8.86
"Dameron, Andrew",Northeast,Mt. St. Marys,So,P,,,17,79,7.59,13.92,-6.33,0.333,0.43,0.381,0.362,24.05,21.52,4.74
"Damron, Trevor",Sun Belt,Coastal Carolina,Fr,P,,,11.1,57,24.56,10.53,14.03,0.34,0.404,0.64,0.432,19.3,14.04,5.76
"Dana, Beau",Big East,Georgetown,Fr,P,,,9.1,52,15.38,13.46,1.92,0.366,0.462,0.585,0.437,23.08,11.54,5.78
"Dandeneau, CJ",AAC,UConn,Jr,P,,,32.9,181,23.2,11.6,11.6,0.245,0.348,0.316,0.303,11.05,30.39,3.66
"Daniel, Davis",SEC,Auburn,So,P,2018,335,73,354,20.9,8.47,12.43,0.266,0.345,0.438,0.338,19.21,23.73,4.54
"Daniels, Brett",ACC,North Carolina,Sr,P,2018,522,76.7,369,24.12,10.3,13.82,0.223,0.309,0.298,0.273,19.78,23.31,2.68
"Daniels, Mason",Colonial,Elon,So,P,,,42.2,251,17.93,15.54,2.39,0.302,0.418,0.474,0.382,18.73,16.73,5.59
"Daniels, Zach",Big 10,Iowa,Jr,P,2018,562,63.4,288,26.74,8.33,18.41,0.211,0.299,0.267,0.26,28.82,13.19,2.89
"Darling, Connor",SEC,Tennessee,So,P,,,6.7,46,8.7,13.04,-4.34,0.385,0.457,0.564,0.431,19.57,23.91,4.64
"Darrell-Hicks, Michael",Conference USA,Western Ky.,So,P,,,29.8,171,20.47,10.53,9.94,0.324,0.409,0.462,0.378,13.45,23.39,3.55
"Dashwood, Jack",Big West,UC Santa Barbara,Fr,P,,,38.2,173,14.45,4.05,10.4,0.312,0.335,0.422,0.321,19.08,27.75,3.64
"Datoc, Jared",ACC,Georgia Tech,Sr,P,,,55.9,309,17.48,10.36,7.12,0.281,0.366,0.401,0.337,26.54,18.12,4.42
"Daugherty, Brock",Patriot,Army,So,P,,,3.3,24,4.17,25,-20.83,0.231,0.458,0.462,0.387,12.5,25,9.81
"Daugherty, Tyler",Summit League,Omaha,Jr,OF,,,0.2,3,33.33,0,33.33,0.333,0.333,0.667,0.414,33.33,0,-6.85
"Davenport, Cody",Southland,Central Ark.,Jr,P,,,154.7,682,16.72,6.74,9.98,0.255,0.312,0.395,0.306,21.99,28.45,4.1
"Davidson, Anders",Mountain West,San Jose St.,So,INF,,,4.1,21,19.05,9.52,9.53,0.125,0.333,0.188,0.27,19.05,28.57,4.85
"Davidson, Leon",Mid-Eastern,N.C. A&T,So,P,,,23.4,133,18.05,9.02,9.03,0.271,0.376,0.439,0.353,15.04,25.56,6.01
"Davis, Andrew",Big 12,Texas Tech,So,P,,,2.3,21,19.05,23.81,-4.76,0.2,0.619,0.4,0.489,14.29,4.76,14.02
"Davis, Bryce",Mid American,Toledo,Fr,P,,,20.1,106,26.42,28.3,-1.88,0.219,0.453,0.315,0.366,10.38,16.98,5.78
"Davis, Colby",Pac 12,Arizona St.,Fr,P,,,2.1,11,27.27,18.18,9.09,0.333,0.455,0.333,0.365,9.09,18.18,3.15
"Davis, Griffin",Sun Belt,Georgia Southern,Fr,P,,,4.1,23,4.35,21.74,-17.39,0.353,0.478,0.412,0.395,17.39,26.09,6.32
"Davis, Hunter",ACC,Duke,Jr,P,,,23.6,145,17.24,16.55,0.69,0.261,0.4,0.339,0.338,23.45,17.93,4.59
"Davis, Isaiah",Mountain West,Fresno St.,So,P,,,10.7,67,10.45,25.37,-14.92,0.306,0.478,0.367,0.388,22.39,17.91,6.6
"Davis, Kevin",Conference USA,UAB,Sr,P,,,9,50,26,16,10,0.212,0.46,0.303,0.372,6,20,7.04
"Davis, Kyle",Conference USA,UAB,Jr,P,,,13.8,78,12.82,16.67,-3.85,0.311,0.462,0.541,0.433,17.95,23.08,8.22
"Davis, Michael",Southern,Western Caro.,Jr,P,2018,724,12.8,94,13.83,17.02,-3.19,0.314,0.457,0.543,0.424,15.96,21.28,9.08
"Davis, Mike",Metro Atlantic,Quinnipiac,Sr,P,,,40.2,225,22.67,6.22,16.45,0.267,0.351,0.364,0.315,16.89,21.33,3.1
"Davis, Noah",Big West,UC Santa Barbara,Jr,P,2018,319,69,307,22.48,6.19,16.29,0.266,0.306,0.391,0.297,23.13,19.87,3
"Davis, Noah",Big South,Gardner-Webb,Fr,P,,,25.2,117,12.82,11.97,0.85,0.265,0.376,0.398,0.343,23.93,24.79,5.13
"Davis, Riley",Conference USA,UAB,Fr,P,,,8,41,9.76,12.2,-2.44,0.273,0.39,0.545,0.394,34.15,14.63,8.02
"Davis, Taylor",West Coast,Gonzaga,Jr,P,,,24.2,103,20.39,5.83,14.56,0.29,0.34,0.43,0.332,18.45,25.24,4.01
"Davis, Trevor Daniel",Ivy League,Cornell,Fr,P,,,2,10,20,20,0,0.375,0.5,0.5,0.438,30,0,4.15
"Davis, Tyler",Big 12,Kansas,Sr,P,,,55.6,303,18.15,8.91,9.24,0.312,0.386,0.504,0.381,17.82,24.42,5.34
"Davis, Tyler",Missouri Valley,Wichita St.,Fr,P,,,33.2,144,21.53,6.94,14.59,0.279,0.333,0.411,0.322,22.22,20.83,3.93
"Dawson, Luke",Patriot,Holy Cross,Fr,P,,,7,42,11.9,19.05,-7.15,0.3,0.5,0.367,0.406,19.05,19.05,6.86
"Day, Chandler",SEC,Vanderbilt,Jr,P,2018,221,65.8,312,23.4,7.69,15.71,0.23,0.34,0.346,0.31,23.72,19.23,3.92
"Day, Dawson",Western Athletic,Seattle U,Fr,UT,,,29,141,19.86,16.31,3.55,0.279,0.411,0.468,0.382,14.89,21.99,6.25
"Day, Ryan",ACC,Duke,Sr,INF,,,99.1,457,15.32,6.56,8.76,0.254,0.319,0.317,0.285,29.54,22.54,3.24
"Daylor, Cody",Sun Belt,Little Rock,Sr,P,,,20.7,127,19.69,14.17,5.52,0.245,0.346,0.377,0.318,22.05,21.26,4.6
"De Leon, Lane",Mid-Eastern,Delaware St.,Sr,P,,,198.1,922,21.15,8.24,12.91,0.278,0.341,0.368,0.308,26.46,13.99,3.01
"de los Rios, Pedro",Mid-Eastern,Florida A&M,Fr,P,,,15,91,8.79,10.99,-2.2,0.373,0.484,0.687,0.475,13.19,24.18,10.21
"de Watteville, Alec",Western Athletic,Sacramento St.,Sr,INF,,,1,5,20,0,20,0.4,0.4,0.8,0.497,0,40,1.15
"Dean, Jackson",Big South,Presbyterian,So,P,,,48,228,15.79,5.26,10.53,0.322,0.355,0.423,0.335,17.54,28.51,3.61
"Dearden, Tyler",Metro Atlantic,Marist,Sr,P,,,37.8,195,14.36,5.64,8.72,0.309,0.349,0.449,0.34,26.15,22.56,3.39
"Deason, Cody",Pac 12,Arizona,Jr,P,2018,162,83.3,412,20.63,8.01,12.62,0.26,0.335,0.354,0.305,19.42,25,3.16
"Deatherage, Blake",Colonial,UNCW,Jr,INF,,,15.3,71,14.08,7.04,7.04,0.22,0.296,0.288,0.261,16.9,33.8,4.26
"DeCaster, Ethan",ACC,Duke,Sr,P,2018,525,33.1,135,31.11,3.7,27.41,0.208,0.259,0.264,0.236,25.19,17.04,2.21
"Decker, Ryan",Mid-Eastern,N.C. Central,So,P,,,18.3,105,15.24,8.57,6.67,0.337,0.4,0.467,0.374,17.14,25.71,3.2
"DeCooman, Jack",Pac 12,Washington,Fr,P,,,11,45,15.56,11.11,4.45,0.179,0.267,0.41,0.287,11.11,44.44,5.6
"Dee, Rhyse",ACC,Wake Forest,So,P,,,2.4,18,27.78,22.22,5.56,0.286,0.444,0.429,0.389,11.11,16.67,3.98
"Deere, Cameron",Ivy League,Brown,So,P,,,13,65,13.85,9.23,4.62,0.34,0.415,0.415,0.363,18.46,21.54,3.84
"Dees, Bailey",Big 10,Penn State,Fr,P,,,17,90,22.22,12.22,10,0.333,0.422,0.458,0.379,12.22,18.89,4.03
"Dehn, Justin",Western Athletic,New Mexico St.,Jr,P,,,40,179,27.37,8.94,18.43,0.283,0.38,0.349,0.33,21.23,12.29,2.9
"Del Bonta-Smith, Fineas",Mountain West,San Jose St.,Jr,P,,,31,133,31.58,9.77,21.81,0.286,0.353,0.378,0.322,16.54,15.79,2.11
"Delabio, Jacob",Mid American,Northern Ill.,So,P,,,8.8,62,14.52,20.97,-6.45,0.239,0.435,0.457,0.396,12.9,29.03,10.99
"Delaite, Trevor",American East,Maine,So,P,,,50.5,254,14.96,12.99,1.97,0.333,0.413,0.51,0.392,19.69,20.47,5.27
"Delano, Garett",Ivy League,Brown,So,OF,,,48.8,217,21.66,3.69,17.97,0.262,0.318,0.379,0.304,18.43,26.27,3.66
"DeLarso, Jarrad",Atlantic 10,Richmond,Fr,P,,,12.1,59,20.34,10.17,10.17,0.271,0.339,0.438,0.326,22.03,16.95,3.97
"Delease, Mike",Northeast,Central Conn. St.,So,P,,,41,192,10.42,9.9,0.52,0.282,0.359,0.38,0.324,22.92,27.6,4.49
"Della Valle, Jordan",Ivy League,Penn,Sr,P,,,7.2,38,7.89,5.26,2.63,0.276,0.421,0.483,0.395,26.32,21.05,9.26
"DellaMedaglia, Mike",Metro Atlantic,Quinnipiac,Sr,P,,,20.3,110,20.91,10.91,10,0.275,0.355,0.44,0.339,15.45,23.64,4.87
"DeMayo, Christopher",Southland,New Orleans,So,P,,,42.4,232,21.98,13.79,8.19,0.275,0.392,0.409,0.356,12.5,25.86,4.96
"Demco, Brad",Southland,Sam Houston St.,So,P,,,26.9,128,25,15.63,9.37,0.178,0.32,0.277,0.278,12.5,27.34,4.78
