Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"DeBonis, Chase",Mid-Eastern,Bethune-Cookman,So,C,,,95,0.229,0.293,0.289,1,0.06,0,0,18.95,5.26,-13.69,0.277,0.263,-6,6
"DeBonville, Thomas",Summit League,Omaha,Jr,OF,,,160,0.234,0.325,0.383,4,0.149,17,20,20.63,10.63,-10,0.279,0.312,-3,16
"Debrosse, Chandler",Northeast,Central Conn. St.,Jr,INF,,,29,0.37,0.414,0.407,0,0.037,0,0,6.9,6.9,0,0.4,0.363,1,4
"Decker, Matt",Pac 12,Stanford,Sr,C,,,7,0,0.143,0,0,0,0,0,42.86,0,-42.86,0,0.103,-1,-1
"Decker, Ryan",Mid-Eastern,N.C. Central,So,P,,,5,0.667,0.75,0.667,0,0,1,2,20,20,0,1,0.612,1,2
"Decolati, Niko",West Coast,Loyola Marymount,Jr,INF,2018,186,183,0.266,0.376,0.455,5,0.189,7,10,24.59,10.38,-14.21,0.346,0.362,4,26
"Decote, Cody",Southland,New Orleans,Sr,OF,,,126,0.225,0.262,0.425,5,0.2,1,1,11.9,3.97,-7.93,0.22,0.292,-5,11
"Dee, Alex",Horizon,Ill.-Chicago,So,INF,,,104,0.262,0.394,0.393,2,0.131,0,0,25,8.65,-16.35,0.351,0.354,2,14
"Deeb, Michael",Mid-Eastern,Bethune-Cookman,Sr,OF,,,122,0.299,0.38,0.346,0,0.047,1,2,18.03,10.66,-7.37,0.376,0.327,-1,14
"Deere, Cameron",Ivy League,Brown,So,P,,,124,0.198,0.315,0.236,1,0.038,3,4,24.19,9.68,-14.51,0.267,0.263,-8,8
"Dees, Aaron",Western Athletic,UTRGV,Jr,OF,,,82,0.169,0.22,0.299,2,0.13,1,1,43.9,4.88,-39.02,0.282,0.227,-7,3
"DeFilippo, P.J.",Northeast,Sacred Heart,Sr,INF,,,152,0.233,0.309,0.293,1,0.06,1,3,17.11,10.53,-6.58,0.275,0.271,-8,10
"DeGraw, Tim",Ivy League,Yale,Jr,OF,,,142,0.28,0.383,0.305,0,0.025,11,13,14.79,9.86,-4.93,0.333,0.318,-2,15
"DeGuzman, Cristopher",Southwestern,Alabama St.,Fr,INF,,,157,0.258,0.368,0.305,1,0.047,3,3,11.46,12.1,0.64,0.291,0.311,-3,16
"DeHass, Brandon",OVC,Eastern Ky.,Fr,C,,,44,0.237,0.318,0.342,1,0.105,0,1,25,2.27,-22.73,0.296,0.295,-1,4
"Deimling, Jeff",Mountain West,New Mexico,Jr,OF,,,106,0.312,0.377,0.427,2,0.115,1,1,19.81,7.55,-12.26,0.384,0.353,2,15
"DeJesus, Eric",Southland,SFA,Sr,INF,,,165,0.291,0.4,0.41,3,0.119,2,3,13.33,13.33,0,0.327,0.36,3,24
"Del Castillo, Christian",Big East,Seton Hall,So,OF,,,123,0.236,0.298,0.336,2,0.1,1,2,16.26,8.13,-8.13,0.27,0.28,-6,9
"DeLaCruz, Johnny",Sun Belt,La.-Monroe,Sr,INF,,,185,0.333,0.396,0.44,1,0.107,8,8,14.59,8.65,-5.94,0.385,0.363,4,27
"Delano, Garett",Ivy League,Brown,So,OF,,,130,0.224,0.295,0.397,5,0.173,4,5,26.92,6.92,-20,0.273,0.3,-4,12
"Delgado, Chris",Southland,New Orleans,Fr,INF,,,6,0.2,0.333,0.2,0,0,0,0,33.33,0,-33.33,0.333,0.267,0,0
"Delgado, Michael",Mid-Eastern,Norfolk St.,So,INF,,,73,0.194,0.315,0.242,0,0.048,3,4,28.77,9.59,-19.18,0.293,0.265,-4,5
"Deloach, Zach",SEC,Texas A&M,Fr,OF,,,212,0.271,0.377,0.373,1,0.102,2,2,10.38,14.15,3.77,0.299,0.334,0,26
"Delongchamps, Jack",Big South,Charleston So.,Jr,C,,,37,0.062,0.189,0.062,0,0,0,0,27.03,10.81,-16.22,0.091,0.142,-6,-2
"Delorefice, Davis",Pac 12,Utah,Fr,INF,,,105,0.253,0.337,0.286,0,0.033,0,1,24.76,7.62,-17.14,0.348,0.285,-4,8
"Delsignore, Josh",Metro Atlantic,Siena,So,C,,,9,0,0.111,0,0,0,0,0,33.33,11.11,-22.22,0,0.077,-2,-1
"DeLuca, Jonny",Pac 12,Oregon,Fr,OF,,,152,0.22,0.286,0.362,5,0.142,3,4,13.16,8.55,-4.61,0.213,0.279,-7,11
"DeMaio, Joe",Metro Atlantic,Iona,Jr,OF,,,48,0.071,0.17,0.095,0,0.024,4,4,25,8.33,-16.67,0.1,0.138,-8,-2
"DeMarco, Pat",SEC,Vanderbilt,Fr,OF,2019,,195,0.264,0.328,0.478,9,0.214,7,10,20.51,7.18,-13.33,0.295,0.345,2,25
"deMarrais, Doug",Big East,Villanova,Jr,C,,,89,0.114,0.262,0.143,0,0.029,0,0,20.22,12.36,-7.86,0.154,0.209,-9,1
"DeMartino, Drew",American East,Hartford,Fr,INF,,,76,0.232,0.303,0.29,1,0.058,1,1,18.42,7.89,-10.53,0.278,0.269,-4,5
"Demeter, Dustin",Big West,Hawaii,So,INF,,,141,0.279,0.362,0.393,2,0.114,0,0,17.73,9.22,-8.51,0.33,0.332,0,17
"Dempsey, Brian",ACC,Boston College,So,3B,,,123,0.316,0.409,0.337,0,0.021,4,7,16.26,10.57,-5.69,0.392,0.34,1,16
"Dempsey, Nolan",Mountain West,Fresno St.,Jr,INF,,,98,0.329,0.419,0.468,3,0.139,1,1,11.22,7.14,-4.08,0.348,0.388,4,16
"Demumbrum, Drew",Horizon,Oakland,So,OF,,,80,0.189,0.237,0.243,0,0.054,0,2,35,6.25,-28.75,0.298,0.215,-8,2
"Denholm, Logan",Big West,UC Davis,So,C,,,157,0.246,0.368,0.341,2,0.095,0,2,13.38,12.74,-0.64,0.279,0.323,-2,18
"Denicola, Nick",Big 12,West Virginia,Fr,C,,,8,0.125,0.125,0.25,0,0.125,0,0,62.5,0,-62.5,0.333,0.155,-1,0
"Denison, Joey",Sun Belt,Troy,Sr,INF,,,214,0.407,0.458,0.637,5,0.23,11,13,10.28,8.88,-1.4,0.426,0.455,22,48
"Denney, Lucas",Western Athletic,Seattle U,Sr,INF,,,93,0.293,0.43,0.6,5,0.307,0,0,21.51,13.98,-7.53,0.34,0.435,8,19
"Dennis, Austin",Conference USA,Middle Tenn,Jr,INF,2018,612,190,0.358,0.426,0.488,3,0.13,18,20,9.47,9.47,0,0.379,0.393,9,32
"Dennis, Cody",Horizon,Youngstown St.,So,INF,,,68,0.2,0.29,0.236,0,0.036,1,2,16.18,8.82,-7.36,0.25,0.246,-5,3
"Denson, Myles",Pac 12,Arizona St.,So,OF,,,7,0,0,0,0,0,0,0,57.14,0,-57.14,0,0,-2,-1
"Dent, Riley",Horizon,Valparaiso,So,OF,,,80,0.234,0.372,0.297,0,0.063,3,6,15,15,0,0.288,0.312,-2,8
"Depreta-Johnson, Tyler",Southland,Houston Baptist,Sr,INF,2018,1049,206,0.243,0.333,0.367,4,0.124,3,6,13.11,9.22,-3.89,0.264,0.311,-4,21
"DeRenzi, Lukas",Big East,Villanova,Jr,DH,,,11,0.2,0.273,0.2,0,0,0,0,72.73,9.09,-63.64,1,0.222,-1,0
"DeRenzi, Michael",Big East,Georgetown,Sr,OF,,,106,0.25,0.314,0.38,2,0.13,4,5,28.3,5.66,-22.64,0.344,0.304,-3,10
"DeRenzo, Domenic",Big 12,Oklahoma,Jr,C,,,49,0.175,0.306,0.35,2,0.175,0,1,42.86,16.33,-26.53,0.278,0.292,-2,4
"Derer, Tommy",ASUN,NJIT,Sr,INF,,,4,0,0,0,0,0,0,0,75,0,-75,0,0,-1,-1
"Derkay, Pete",SEC,Tennessee,So,C,2019,,167,0.226,0.353,0.27,0,0.044,2,2,14.37,14.37,0,0.27,0.293,-6,14
"DeRosa, Anthony",Big 10,Rutgers,Fr,INF,,,6,0.6,0.667,0.6,0,0,0,0,16.67,0,-16.67,0.75,0.559,1,2
"Derr, Nick",ACC,Florida St,So,INF,,,111,0.227,0.364,0.443,5,0.216,0,0,25.23,10.81,-14.42,0.263,0.352,2,15
"DeSantolo, Jared",Conference USA,Fla. Atlantic,Fr,INF,,,105,0.404,0.429,0.606,4,0.202,1,1,15.24,4.76,-10.48,0.45,0.438,9,22
"Deshazier, Jaylon",Sun Belt,Arkansas St.,Fr,UT,,,61,0.237,0.262,0.373,2,0.136,0,0,37.7,3.28,-34.42,0.353,0.273,-3,4
"DeSimone, Daniel",Big 12,Oklahoma State,Fr,1B,,,33,0.31,0.364,0.379,0,0.069,1,1,18.18,9.09,-9.09,0.375,0.324,0,4
"DeThomasis, Zack",American East,UMBC,Jr,OF,,,84,0.216,0.263,0.297,0,0.081,3,4,14.29,4.76,-9.53,0.254,0.246,-6,4
"Devanney, Cam",Colonial,Elon,So,INF,,,140,0.283,0.414,0.442,4,0.159,0,0,12.86,15.71,2.85,0.304,0.378,5,22
"DeVenney, Luke",Mid American,Eastern Mich.,Sr,P,,,54,0.233,0.327,0.302,1,0.069,4,8,20.37,7.41,-12.96,0.273,0.285,-2,4
"Devine, Drew",Mid American,Western Mich.,So,INF,,,136,0.252,0.386,0.346,1,0.094,2,3,17.65,14.71,-2.94,0.313,0.333,0,16
"Devine, Ryan",Atlantic 10,Saint Josephs,Fr,P,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devito, Jay",Northeast,Central Conn. St.,Fr,INF,,,19,0.133,0.278,0.133,0,0,0,0,15.79,15.79,0,0.167,0.213,-2,0
"DeVore, Grant",Southland,Lamar,Sr,INF,,,150,0.258,0.338,0.311,0,0.053,4,4,11.33,6,-5.33,0.296,0.295,-5,13
"DeWaine, Buddy",Northeast,Central Conn. St.,So,INF,,,98,0.274,0.357,0.31,0,0.036,3,3,18.37,9.18,-9.19,0.338,0.303,-3,9
"Dey, Griffin",Ivy League,Yale,Jr,1B,,,149,0.315,0.396,0.52,6,0.205,0,1,20.13,11.41,-8.72,0.362,0.389,7,25
"Diaz, Gio",West Coast,Saint Marys (CA),Fr,INF,,,94,0.347,0.462,0.427,0,0.08,3,5,10.64,7.45,-3.19,0.4,0.399,5,17
"Diaz, Joannes",Southwestern,Alabama A&M,So,C,,,51,0.267,0.327,0.378,0,0.111,0,0,21.57,5.88,-15.69,0.353,0.308,-1,5
"Diaz, Nick",Southland,Incarnate Word,Jr,INF,,,14,0.143,0.143,0.143,0,0,0,0,28.57,0,-28.57,0.2,0.125,-2,-1
"Diaz, Rob",West Coast,Loyola Marymount,Jr,C,,,3,0.667,0.667,0.667,0,0,0,0,0,0,0,0.667,0.585,1,1
"Diaz, Ryan",Southwestern,Texas Southern,Jr,OF,,,75,0.238,0.338,0.27,0,0.032,5,5,24,9.33,-14.67,0.326,0.282,-3,6
"DiCaprio, Dominic",Conference USA,Rice,Jr,C,,,74,0.172,0.27,0.234,1,0.062,0,0,24.32,6.76,-17.56,0.217,0.236,-6,3
"DiCarlo, Nick",Big West,Cal Poly,Fr,3B,,,87,0.194,0.349,0.224,0,0.03,0,0,29.89,13.79,-16.1,0.302,0.28,-4,7
"Dickerson, Drew",Horizon,Youngstown St.,Jr,INF,,,144,0.287,0.361,0.318,0,0.031,3,5,17.36,10.42,-6.94,0.356,0.308,-3,14
"Dickey, Ben",Big 10,Northwestern,Jr,OF,,,156,0.246,0.377,0.27,0,0.024,10,14,19.23,10.9,-8.33,0.32,0.307,-4,15
"Dickey, Dontavious",Southwestern,Prairie View,Fr,PH,,,8,0,0.125,0,0,0,0,0,62.5,12.5,-50,0,0.086,-2,-1
"Dickinson, Alex",Ivy League,Princeton,Jr,C,,,42,0.229,0.317,0.286,0,0.057,1,1,23.81,11.9,-11.91,0.308,0.273,-2,3
"Dickson, Jacob",Summit League,Fort Wayne,So,OF,,,111,0.25,0.297,0.356,2,0.106,0,0,16.22,3.6,-12.62,0.286,0.287,-4,9
"DiCochea, Jason",West Coast,Santa Clara,So,INF,,,167,0.324,0.4,0.386,0,0.062,3,6,15.57,7.19,-8.38,0.392,0.351,2,23
"Dietrich, Tyler",AAC,USF,Jr,C,,,171,0.287,0.347,0.393,0,0.106,1,2,25.73,4.09,-21.64,0.398,0.324,-2,19
"DiFebbo, Chance",Colonial,Delaware,Fr,OF,,,33,0.154,0.333,0.192,0,0.038,1,2,12.12,21.21,9.09,0.182,0.264,-2,2
"DiFillipo, AJ",Ivy League,Columbia,So,INF,,,106,0.286,0.359,0.407,1,0.121,0,1,14.15,10.38,-3.77,0.329,0.334,0,13
"DiGeorgio, Dan",Big 10,Rutgers,Fr,INF,,,164,0.268,0.323,0.366,1,0.098,14,15,14.63,6.71,-7.92,0.314,0.302,-5,15
"Dill, Nathan",Big East,Butler,Fr,INF,,,6,0,0.167,0,0,0,0,0,50,16.67,-33.33,0,0.115,-1,0
"Dillard, Thomas",SEC,Ole Miss,So,C,2019,,214,0.329,0.467,0.569,9,0.24,15,18,15.42,19.16,3.74,0.362,0.441,19,45
"DiLoreto, Tim",Patriot,Lehigh,So,C,,,4,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0.22,0,0
"DiMeglio, Anthony",Atlantic 10,Fordham,Jr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Dingler, Dillon",Big 10,Ohio State,Fr,C,,,139,0.233,0.321,0.342,3,0.109,1,1,15.11,10.07,-5.04,0.258,0.296,-5,12
"DiNicola, Harrison",Southland,A&M-Corpus Chris,Jr,P,2018,807,199,0.351,0.419,0.619,8,0.268,6,8,15.08,11.56,-3.52,0.375,0.43,16,40
"Diodato, Michael",Southern,VMI,So,INF,,,53,0.075,0.25,0.125,0,0.05,1,1,28.3,15.09,-13.21,0.111,0.199,-6,0
"DiOrio, Frank",Atlantic 10,Massachusetts,Fr,OF,,,50,0.093,0.204,0.093,0,0,1,1,46,10,-36,0.2,0.157,-8,-1
"Dipasupil, Matt",Colonial,James Madison,So,INF,,,77,0.242,0.296,0.318,1,0.076,1,2,24.68,5.19,-19.49,0.326,0.273,-4,5
"Dipino, Paul",Big South,High Point,Fr,INF,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"DiPonzio, Nick",ACC,Wake Forest,So,OF,,,51,0.163,0.26,0.233,1,0.07,2,4,37.25,9.8,-27.45,0.25,0.229,-5,2
"Dirden, Justin",OVC,Southeast Mo. St.,Jr,OF,,,197,0.333,0.416,0.649,13,0.316,3,5,21.83,10.15,-11.68,0.379,0.445,18,42
"Dirkes, Lewis",Western Athletic,CSU Bakersfield,Fr,INF,,,20,0.118,0.211,0.118,0,0,0,0,15,10,-5,0.143,0.165,-3,0
"Dixon, Bradley",Colonial,Col. of Charleston,Jr,INF,,,137,0.289,0.324,0.367,2,0.078,9,11,17.52,3.65,-13.87,0.34,0.302,-4,13
"Dixon, Troy",Southern,Samford,Jr,INF,2018,719,207,0.293,0.421,0.384,2,0.091,10,13,16.43,13.53,-2.9,0.357,0.364,5,30
"Doanes, Tyler",Big 12,West Virginia,Fr,INF,,,98,0.333,0.413,0.494,1,0.161,3,4,15.31,6.12,-9.19,0.4,0.393,5,17
"Dobbs, Cameron",Big 12,Oklahoma State,So,INF,,,45,0.162,0.244,0.243,0,0.081,0,0,40,6.67,-33.33,0.316,0.223,-4,1
"Dobbs, Stephen",Conference USA,UAB,Sr,C,,,134,0.254,0.328,0.339,2,0.085,1,1,12.69,8.96,-3.73,0.283,0.298,-4,12
"Dobos, Kevin",Mid American,Kent St.,Fr,C,,,5,0.25,0.4,0.5,0,0.25,0,0,40,20,-20,0.5,0.387,0,1
"Dobrinich, Dave",Summit League,Western Ill.,Sr,OF,,,36,0.229,0.25,0.343,1,0.114,0,1,30.56,2.78,-27.78,0.304,0.256,-2,2
"Dockus, Kyle",Southern,Mercer,So,INF,,,89,0.26,0.365,0.329,0,0.069,3,4,15.73,12.36,-3.37,0.322,0.315,-2,9
"Dodge, Casey",Big 10,Illinois,So,INF,,,12,0.2,0.273,0.2,0,0,0,0,16.67,8.33,-8.34,0.25,0.222,-1,0
"Dodge, Chaney",Southland,Northwestern St.,Fr,INF,,,75,0.286,0.392,0.333,0,0.047,0,0,24,9.33,-14.67,0.4,0.333,0,9
"Dodson, Tanner",Pac 12,California,Jr,OF,2018,71,184,0.283,0.342,0.319,0,0.036,9,12,14.67,5.98,-8.69,0.333,0.297,-6,17
"Dodson, Zeke",ASUN,Lipscomb,Jr,3B,,,177,0.289,0.369,0.396,2,0.107,4,5,18.64,11.86,-6.78,0.345,0.334,0,21
"Doersching, Griffin",Horizon,Northern Ky.,Fr,INF,,,146,0.231,0.281,0.478,9,0.247,0,0,27.4,6.16,-21.24,0.253,0.319,-2,16
"Dofflemyer, Tanner",Colonial,James Madison,Sr,INF,,,60,0.122,0.214,0.163,0,0.041,0,2,28.33,6.67,-21.66,0.182,0.182,-8,0
"Dohanos, Dylan",Mid American,Bowling Green,Fr,UT,,,94,0.214,0.283,0.214,0,0,2,2,27.66,7.45,-20.21,0.31,0.232,-8,3
"Doherty, Dylan",Big West,Cal Poly,So,INF,,,114,0.202,0.29,0.266,0,0.064,0,0,21.05,9.65,-11.4,0.268,0.254,-8,6
"Dominguez, Christian",Missouri Valley,Bradley,Jr,INF,,,17,0.067,0.176,0.067,0,0,2,2,70.59,11.76,-58.83,0.333,0.133,-3,-1
"Donahue, Riley",Southland,Abilene Christian,Jr,1B,,,130,0.342,0.406,0.482,3,0.14,0,1,12.31,9.23,-3.08,0.375,0.384,5,21
"Donaldson, Cole",Conference USA,Southern Miss,Jr,C,,,123,0.288,0.368,0.327,0,0.039,2,6,27.64,9.76,-17.88,0.429,0.315,-2,13
"Donathan, Drew",ACC,Clemson,Fr,C,,,14,0.182,0.357,0.182,0,0,0,0,35.71,14.29,-21.42,0.333,0.276,-1,1
"Donlon, James",Northeast,Fairleigh Dickinson,So,1B,,,60,0.18,0.317,0.34,1,0.16,1,1,35,15,-20,0.286,0.297,-2,5
"Donohue, Patrick",Horizon,Valparaiso,Jr,INF,,,35,0.259,0.375,0.296,0,0.037,2,2,25.71,14.29,-11.42,0.389,0.311,-1,4
"Donovan, Brendan",Sun Belt,South Ala.,Jr,INF,2018,213,185,0.305,0.449,0.496,3,0.191,4,6,10.81,17.84,7.03,0.328,0.408,11,34
"Donovan, Joe",Big 10,Michigan,Fr,C,,,17,0.267,0.353,0.267,0,0,0,1,47.06,11.76,-35.3,0.571,0.288,-1,1
"Doody, Kevin",American East,Maine,So,INF,,,145,0.307,0.348,0.339,0,0.032,9,13,13.1,4.83,-8.27,0.361,0.305,-4,14
"Dorethy, Alex",Summit League,Western Ill.,Fr,OF,,,90,0.289,0.322,0.398,2,0.109,0,0,22.22,5.56,-16.66,0.349,0.31,-2,9
"Doria, Domenico",Atlantic 10,Fordham,So,C,,,25,0.316,0.48,0.421,0,0.105,0,0,16,20,4,0.4,0.407,2,5
"Dougherty, Brendan",Missouri Valley,Bradley,So,INF,,,168,0.31,0.384,0.379,2,0.069,3,5,15.48,7.74,-7.74,0.364,0.34,1,21
"Doughty, Braden",SEC,LSU,Fr,C,,,7,0,0.571,0,0,0,0,0,28.57,28.57,0,0,0.403,0,1
"Downey, Davion",Big 12,Baylor,Fr,OF,,,186,0.304,0.415,0.453,4,0.149,1,3,13.98,14.52,0.54,0.336,0.378,7,29
"Doyle, Cody",Northeast,Sacred Heart,Sr,C,,,129,0.229,0.331,0.284,1,0.055,1,2,10.08,11.63,1.55,0.25,0.283,-6,10
"Doyle, Connor",West Coast,San Diego,Jr,OF,,,58,0.191,0.309,0.213,0,0.022,3,5,31.03,8.62,-22.41,0.31,0.252,-4,3
"Drees, Jason",Pac 12,Oregon,So,OF,,,40,0.235,0.35,0.265,0,0.03,0,0,30,12.5,-17.5,0.364,0.289,-2,3
"Drewes, Derek",Mid American,Bowling Green,Sr,INF,,,133,0.298,0.386,0.351,0,0.053,1,2,9.77,12.78,3.01,0.333,0.332,0,16
"Driscoll, Garett",Atlantic 10,George Mason,Sr,C,,,38,0.25,0.342,0.312,0,0.062,0,0,31.58,5.26,-26.32,0.381,0.297,-1,3
"Driscoll, Logan",Atlantic 10,George Mason,So,C,2019,,196,0.326,0.383,0.433,2,0.107,9,10,8.67,8.16,-0.51,0.35,0.355,3,27
"Drizin, Jared",Patriot,Bucknell,Jr,OF,,,5,0,0,0,0,0,0,0,40,0,-40,0,0,-1,-1
"Drpich, Joe",Metro Atlantic,Siena,Sr,INF,,,177,0.369,0.412,0.681,12,0.312,1,1,13.56,5.65,-7.91,0.37,0.454,18,39
"Drpich, Justin",American East,Binghamton,So,INF,,,111,0.149,0.273,0.234,1,0.085,0,0,18.02,12.61,-5.41,0.178,0.24,-9,5
"Dubb, Stephen",Pac 12,Southern Cal,Jr,INF,,,113,0.284,0.375,0.389,0,0.105,0,0,23.89,10.62,-13.27,0.386,0.338,0,14
"Dubet, Cole",Atlantic 10,Saint Louis,Jr,INF,,,166,0.324,0.388,0.483,5,0.159,3,5,12.65,4.82,-7.83,0.353,0.378,6,26
"Dubrule, Scott",ASUN,Jacksonville,So,INF,,,224,0.339,0.412,0.407,0,0.068,5,6,6.7,11.16,4.46,0.358,0.36,5,32
"Duce, Matt",Missouri Valley,Dallas Baptist,Sr,C,2018,273,190,0.243,0.386,0.473,7,0.23,8,8,11.05,17.89,6.84,0.234,0.37,6,29
"Ducoff, Jonathan",Southland,Houston Baptist,Jr,OF,,,186,0.265,0.324,0.452,7,0.187,0,4,26.88,6.99,-19.89,0.336,0.333,0,22
"Dudeck, Brian",Atlantic 10,La Salle,Sr,OF,,,184,0.282,0.359,0.411,3,0.129,11,15,15.22,4.89,-10.33,0.323,0.338,0,23
"Dudunakis, Peter",Patriot,Holy Cross,Fr,INF,,,64,0.224,0.297,0.241,0,0.017,0,1,39.06,6.25,-32.81,0.394,0.25,-5,3
"Dues, Damon",Horizon,Wright St.,Fr,INF,,,43,0.353,0.488,0.5,0,0.147,1,1,9.3,20.93,11.63,0.4,0.432,4,9
"Duffey, Ryan",Patriot,Navy,Fr,OF,,,21,0.158,0.238,0.158,0,0,1,1,19.05,9.52,-9.53,0.2,0.191,-3,0
"Duffy, Jack",Missouri Valley,Missouri St.,So,OF,,,154,0.263,0.318,0.409,2,0.146,1,3,16.88,6.49,-10.39,0.306,0.313,-3,16
"Dugan, Mickey",Big South,Gardner-Webb,Sr,OF,,,208,0.333,0.413,0.508,7,0.175,11,13,18.27,11.06,-7.21,0.385,0.395,11,36
"Dugas, Dayton",Missouri Valley,Wichita St.,Jr,OF,2018,465,100,0.189,0.263,0.322,3,0.133,2,5,28,7,-21,0.237,0.26,-6,6
"Duhay, Caleb",Mid-Eastern,Coppin St.,Sr,C,,,137,0.331,0.381,0.496,2,0.165,18,26,13.14,4.38,-8.76,0.369,0.374,5,21
"Duhon, Dustin",Southland,McNeese,Jr,C,,,160,0.256,0.399,0.376,2,0.12,7,8,14.37,16.25,1.88,0.294,0.349,2,21
"Duke, Tyler",OVC,Murray St.,Jr,OF,,,56,0.261,0.382,0.37,0,0.109,4,7,26.79,12.5,-14.29,0.387,0.337,0,7
"Dukes, Kamren",Southwestern,Texas Southern,Sr,INF,,,233,0.388,0.457,0.539,3,0.151,24,31,14.16,5.58,-8.58,0.453,0.431,19,47
"Dull, Spencer",Mid American,Miami (OH),Sr,C,,,23,0.15,0.19,0.15,0,0,1,1,39.13,4.35,-34.78,0.273,0.158,-3,-1
"Duluc, Rodrigo",Conference USA,Rice,Jr,INF,,,3,0,0.333,0,0,0,0,0,33.33,33.33,0,0,0.23,0,0
"Dunbar, Conner",Big South,High Point,Jr,INF,,,180,0.299,0.416,0.444,3,0.145,4,7,19.44,16.11,-3.33,0.367,0.376,6,28
"Duncan, Joseph",OVC,Eastern Ill.,Sr,OF,,,201,0.287,0.356,0.397,2,0.11,10,11,15.92,7.46,-8.46,0.34,0.33,-1,24
"Dungan, Clay",Missouri Valley,Indiana St.,Jr,INF,,,182,0.297,0.376,0.399,2,0.102,7,9,13.19,9.89,-3.3,0.336,0.341,1,23
"Dunham, Elijah",Big 10,Indiana,Fr,OF,,,69,0.25,0.377,0.339,0,0.089,1,1,26.09,14.49,-11.6,0.359,0.326,-1,8
"Dunham, Jacob",Mid American,Northern Ill.,So,C,,,169,0.278,0.363,0.319,0,0.041,0,1,15.38,8.28,-7.1,0.331,0.309,-4,17
"Dunlap, Andrew",Conference USA,Rice,Sr,DH,,,102,0.25,0.376,0.429,3,0.179,0,0,26.47,13.73,-12.74,0.333,0.355,2,14
"Dunlevy, Matt",Southern,VMI,Sr,OF,,,157,0.346,0.452,0.575,6,0.229,9,11,8.28,15.92,7.64,0.342,0.434,13,32
"Dunn, Blake",Mid American,Western Mich.,Fr,C,,,112,0.34,0.404,0.412,0,0.072,5,8,10.71,4.46,-6.25,0.384,0.361,2,16
"Dunn, Chris",Mountain West,New Mexico,Fr,OF,,,87,0.224,0.322,0.329,1,0.105,0,0,42.53,12.64,-29.89,0.421,0.292,-3,7
"Dunn, Dalton",Southland,Abilene Christian,So,INF,,,158,0.285,0.394,0.346,1,0.061,3,4,13.29,13.29,0,0.33,0.336,0,19
"Dunn, David",Big 10,Northwestern,Fr,UT,,,32,0.259,0.375,0.37,0,0.111,2,3,15.63,9.38,-6.25,0.318,0.335,0,4
"Dunn, Jack",Big 10,Northwestern,Jr,INF,,,162,0.341,0.421,0.428,1,0.087,15,16,14.2,7.41,-6.79,0.4,0.375,5,25
"Dunn, Lucas",ACC,Louisville,Fr,INF,,,43,0.25,0.349,0.333,1,0.083,2,4,9.3,13.95,4.65,0.25,0.307,-1,4
"Dunn, Nick",Big 10,Maryland,Jr,INF,2018,153,169,0.341,0.444,0.593,6,0.252,3,5,7.69,15.98,8.29,0.331,0.433,14,35
"Dunn, Oliver",Pac 12,Utah,So,INF,,,171,0.309,0.435,0.485,4,0.176,7,9,17.54,15.2,-2.34,0.365,0.4,9,30
"Dunne, Sean",Missouri Valley,Bradley,Sr,OF,,,9,0.125,0.222,0.125,0,0,1,1,22.22,0,-22.22,0.167,0.178,-1,0
"Dunnuck, Corbin",Northeast,Fairleigh Dickinson,Fr,P,,,39,0.286,0.359,0.343,0,0.057,0,0,33.33,5.13,-28.2,0.455,0.316,-1,4
"Dunson, Joshua",Southwestern,Alabama St.,So,INF,,,62,0.229,0.373,0.25,0,0.021,2,3,24.19,12.9,-11.29,0.333,0.3,-2,6
"Duplantis, Antoine",SEC,LSU,Jr,OF,2018,583,207,0.305,0.353,0.439,2,0.134,14,20,11.11,6.76,-4.35,0.331,0.339,1,26
"Dupree, Kevin",Conference USA,Middle Tenn,Sr,1B,,,15,0.133,0.133,0.133,0,0,0,0,60,0,-60,0.333,0.117,-3,-1
"Duran, Jarren",Big West,Long Beach St.,Jr,INF,2018,220,172,0.299,0.365,0.409,1,0.11,10,12,10.47,8.14,-2.33,0.333,0.339,1,22
"Durfee, Zach",Metro Atlantic,Siena,So,OF,,,121,0.258,0.39,0.34,1,0.082,7,7,25.62,15.7,-9.92,0.369,0.334,0,15
"Durham, Tyler",Southwestern,Prairie View,N/A,C,,,27,0.048,0.259,0.048,0,0,0,0,25.93,14.81,-11.12,0.071,0.188,-3,0
"Durrah, Trey",Patriot,Lafayette,So,INF,,,127,0.309,0.381,0.482,4,0.173,1,4,18.9,7.09,-11.81,0.357,0.371,4,19
"Dutka, JD",AAC,USF,Jr,INF,,,179,0.301,0.373,0.412,0,0.111,0,3,11.73,10.61,-1.12,0.338,0.341,1,23
"Dutra, Chris",ACC,Duke,So,C,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
